Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Smt. Sushila Nag HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Chand Tender Asstt. Sh. Ajay Paul Dealing Asstt.,Sanjeev Thakur,11-Mar-2019 02:10 PM,finsummary_38771.pdf (76.86 KB),06-Jul-2019,"INR 905,472",90.0,Sanjeev Thakur,11-Jul-2019 03:28 PM,27228_4award.pdf (311.00 KB),"awarded to the lowest bidder vide this office letter No. 1907-12, dated 06.07.2019",PWD,2019_PWD_27228_4,"Elect. Division, HPPWD Palampur",Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Children Ward-II and Gynae Ward Ist floor block 3-B of 500 bedded Hospital Dr. RPGMC Kangra at Tanda,Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Smt. Sushila Nag HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Chand Tender Asstt. Sh. Ajay Paul Dealing Hand,Sanjeev Thakur,05-Mar-2019 04:53 PM,06-Mar-2019 11:30 AM,techsummary_38771.pdf (151.85 KB),Technical,as per uploaded document,Sanjeev Thakur,05-Mar-2019 04:50 PM,technical_38771.pdf,1.0,115453.0,Hindustan Ref. Works,26-Feb-2019 10:05 PM,Accepted-AOC,bidder was lowest,11-Jul-2019 03:28 PM,Finance,as per uploaded document,Sanjeev Thakur,11-Mar-2019 01:51 PM,finance_38771.pdf,BOQ Comparative Chart,1.0,115453.0,Hindustan Ref. Works,INR,"922,320",AOC,Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Children Ward-II and Gynae Ward Ist floor block 3-B of 500 bedded Hospital Dr. RPGMC Kangra at Tanda,Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Children Ward-II and Gynae Ward Ist floor block 3-B of 500 bedded Hospital Dr. RPGMC Kangra at Tanda,Please refer Tender documents. ,NA ,"9,05,472",Electrical Works,NA ,Tender,120.0,90.0,Tanda at Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,"18,200",No,fixed,,Executive Engineer,Elect. Div. HPPWD Palampur,1.0,Fee/PreQual/Technical,.pdf,Bank Draft towards the cost of bid document,Executive Engineer,Electrical Division HPPWD Palampur,350.0,Executive Engineer,Elect. Div. HPPWD Palampur,No,1.0,DD - Demand Draft,PWD,"Elect. Division, HPPWD Palampur",2019_PWD_27228_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,14-Feb-2019 10:00 AM,28-Feb-2019 11:30 AM,14-Feb-2019 10:00 AM,27-Feb-2019 05:00 PM,NA ,NA ,14-Feb-2019 10:00 AM,27-Feb-2019 05:00 PM,06-Mar-2019 11:30 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,115458.0,vijan agencies,25-Feb-2019 11:10 PM,Rejected-AOC,bidder was not lowest,11-Jul-2019 03:28 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposited (EMD) in prescribed form duly pledged,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of being Principal Manufacturer/ OEM/ authorized Franchisee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest income tax return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form-8 on judicial papers duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
