Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,14201-300 DATED 21/01/2019,2019_PWD_26653_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"34,600",No,fixed,,EXECUTIVE ENGINEER TISSA DIVISION HPPWD TISSA,TISSA/BHANJRARU,1.0,DD - Demand Draft,500.0,EXECUTIVE ENGINEER TISSA DIVISION HPPWD TISSA,TISSA/BHANJRARU,No,EXECUTIVE ENGINEER TISSA DIVISION HPPWD TISSA,EXECUTIVE ENGINEER TISSA DIVISION HPPWD TISSA,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER FORM,1.0,OPENING DATE POSTPONDED,Date,,C/o Link road from Guila to Aniyunda Km 0/0 to 1/500,Formation cutting between RD 0/500 to 1/500,Please refer Tender documents. ,NA ,"17,30,095",Civil Works - Roads,NA ,Tender,90.0,60.0,TISSA,176316.0,NA ,NA ,NA ,EXECUTIVE ENGINEER TISSA DIVISION HPPWD TISSA,No ,No,04-Feb-2019 06:00 PM,27-Feb-2019 11:30 AM,04-Feb-2019 06:00 PM,27-Feb-2019 11:00 AM,NA ,NA ,04-Feb-2019 06:00 PM,27-Feb-2019 11:00 AM,05-Mar-2019 11:30 AM,AOC,1.0,114566.0,ANKUSH KHANNA,26-Feb-2019 08:56 AM,Rejected-AOC,L2,10-Jul-2019 04:49 PM,Technical,TECHNICAL EVLUATION,Harsh Puri,04-Mar-2019 03:37 PM,technical_37860.pdf,Finance,EVE,Harsh Puri,10-Jul-2019 04:43 PM,finance_37860.pdf,BOQ Comparative Chart,1.0,115936.0,cont,INR,"1,407,840",PWD,2019_PWD_26653_2,14201-300 DATED 21/01/2019,C/o Link road from Guila to Aniyunda Km 0/0 to 1/500,EE,Internal,EE AE SUPDT HDM SR ASSTT,Harsh Puri,04-Mar-2019 03:39 PM,05-Mar-2019 11:30 AM,techsummary_37860.pdf (462.87 KB),EE,Internal,SR ASSTT SUPDT HDM AE,Harsh Puri,10-Jul-2019 04:47 PM,finsummary_37860.pdf (194.61 KB),10-Jul-2019,"INR 1,730,095",60.0,Harsh Puri,10-Jul-2019 04:49 PM,37.pdf (580.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,115459.0,Batt Hydro Power And Constructions Pvt. Ltd.,26-Feb-2019 06:12 PM,Rejected-AOC,L3,10-Jul-2019 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,.pdf,LATEST CONTRACTOR REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,115936.0,cont,27-Feb-2019 09:07 AM,Accepted-AOC,L1,10-Jul-2019 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,112127.0,Vinod Thakur,11-Feb-2019 08:41 PM,Rejected-AOC,L4,10-Jul-2019 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,115799.0,Yoginder Singh Chauhan,26-Feb-2019 06:48 PM,Rejected-AOC,L3,10-Jul-2019 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM 8 DULY SIGNED BY THE CONTRACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT OF CORRECTNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING NOT HAVING MORE THAN TWO IN HAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DOCUMENT PROOF OF OWNERSHIP OF JCB AND AIR COMPRESSUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
