Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,summart,Satish Chand,20-Mar-2019 12:23 PM,finance_39690.pdf,BOQ Comparative Chart,1.0,118010.0,Sandeep Chauhan,INR,"1,039,319",Technical,summary,Mahesh Kanwar,12-Mar-2019 02:32 PM,technical_39690.pdf,1.0,118026.0,Laiq Ram Chauhan,11-Mar-2019 04:35 PM,Rejected-Finance,Non Responsive,01-Jul-2019 05:03 PM,Er Mahesh Kanwar,Internal,BR Bragta Sr DAO Lekh Ram Shandil HDM Leela Verma Sr Asstt,Mahesh Kanwar,01-Jul-2019 05:03 PM,finsummary_39690.pdf (268.37 KB),01-Jul-2019,"INR 627,242",60.0,Mahesh Kanwar,01-Jul-2019 05:05 PM,ACO6.pdf (442.00 KB),AOC,PWD,2019_PWD_27792_2,PW.THD.CB.tender18-19-15453-64 dt. 18.2.19,C.o Kath Nallah to Shilla road km 0.0 to 3.0 SH C.O Hume pipe culvert at RD 2.010 alongwith both side wing wall and providing and laying G.I in km 2.0 to 3.0,Er Mahesh Kanwar,Internal,BR Bragta Sr DAO Lekh Ram Shandil HDM Leela Verma Sr Asstt,Mahesh Kanwar,14-Mar-2019 10:54 AM,14-Mar-2019 10:55 AM,techsummary_39690.pdf (355.95 KB),AOC,PWD,PW.THD.CB.tender18-19-15453-64 dt. 18.2.19,2019_PWD_27792_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"12,550",Yes,fixed,,EE Theog,HP PWD Division Theog,23-Feb-2019 05:00 PM,12-Mar-2019 11:00 AM,23-Feb-2019 05:00 PM,11-Mar-2019 06:00 PM,NA ,NA ,23-Feb-2019 05:00 PM,11-Mar-2019 06:00 PM,14-Mar-2019 10:55 AM,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender for (as per Schedule-F),Executive Engineer HP PWD Division Theog,HP PWD Division Theog,C.o Kath Nallah to Shilla road km 0.0 to 3.0 SH C.O Hume pipe culvert at RD 2.010 alongwith both side wing wall and providing and laying G.I in km 2.0 to 3.0,C.o Kath Nallah to Shilla road km 0.0 to 3.0 SH C.O Hume pipe culvert at RD 2.010 alongwith both side wing wall and providing and laying G.I in km 2.0 to 3.0,Please refer Tender documents. ,NA ,"6,27,242",Civil Works - Roads,NA ,Tender,90.0,60.0,Theog,171201.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Theog,No ,No,350.0,EE Theog,HP PWD Dvision Theog,No,AOC
,,,,,,,,,,,,,,,,2.0,117320.0,LAL N SONS ENTERPRISES,06-Mar-2019 12:08 PM,Rejected-Technical,Non Responsive,14-Mar-2019 10:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money deposit (as Schedule-F.),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,118010.0,Sandeep Chauhan,11-Mar-2019 04:04 PM,Accepted-AOC,Responsive,01-Jul-2019 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand (as per Performa given in General Rule No-19).,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery,Tool,Plant,(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
