S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,108392.0,SUMESH KUMAR,INR,"25,481,182",HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,2019_HPIPH_25761_1,No. 4100-4200 Kanger Badehra Khad Part B,Swan River Flood Management Project from Daulatpur Bridge to Gagret Bridge in Main Swan River and all tributaries joining main Swan River from Daulatpur Bridge to Santokhgarh Bridge in Distt. Una (HP) Phase-4th - Kanger Badehra Khad,"Er. N.M Saini CE,PMU,IPH,Shimla",Internal,"Er. Abinder Chadda,SE,Er.Sanjeev Soni EE,D, Er. Sukh Dev AE ,D, Sh. Tarsem Kumar Supdt ,w ,Sh. Surjeet Singh CHD , SRMPC Una Er. Hoshiar Singh EE SRFMP Haroli and Sh. Sumesh Kumar Contr.",Hoshiar Singh,01-Jul-2019 01:38 PM,finsummary_36089.pdf (1215.39 KB),Technical,summary of pre-qualification bid,Hoshiar Singh,18-Feb-2019 03:49 PM,technical_36089.pdf,Finance,Summary of Financial Bid,Hoshiar Singh,01-Jul-2019 01:15 PM,finance_36089.pdf,BOQ Comparative Chart,19-Jul-2019,"INR 25,481,182",365.0,Hoshiar Singh,27-Jul-2019 01:55 PM,sumeshaward.pdf (3226.00 KB),SRFMP from Daulatpur Bridge to Gagret Bridge in Main Swan River and all tributaries joining main Swan River from Daulatpur Bridge to Santokhgarh Bridge in Distt. Una (HP)-award letter,1.0,107937.0,Rajneesh Mohan,19-Jan-2019 08:24 PM,Rejected-Finance,Due to 2nd Lowest,01-Jul-2019 01:38 PM,Er.Abinder Chada SE SRFMPC Una,Internal,1Er.Sanjeev Soni EE D SRFMP Una 2Er.Hoshiar Singh EE Haroli 3Er.Ravinder Kumar EE Gagret 4Sh.Tarsem Kumar Supdt Gr. II 5Sh.Surjeet Singh SRFMP Una CHD 6Er.Sudhir Kumar AE D SRFMP Una,Hoshiar Singh,18-Feb-2019 03:54 PM,18-Feb-2019 04:00 PM,techsummary_36089.pdf (2002.05 KB),AOC,Swan River Flood Management Project from Daulatpur Bridge to Gagret Bridge in Main Swan River and all tributaries joining main Swan River from Daulatpur Bridge to Santokhgarh Bridge in Distt. Una (HP) Phase-4th - Kanger Badehra Khad,Sub Head Construction of Earthen embankment including wire crated apron stone pitching etc. from RD 16660/520/0/3485 to 3995 on left side and RD 16500/540/0/3485 to 4295 on Right side of Kanger Badehra Khad on Right Bank of Swan River Part- B,Please refer Tender documents. ,NA ,"1,66,41,013",Civil Works,NA ,Tender,120.0,365.0,Haroli Una,177220.0,NA ,NA ,NA ,Haroli at Kungrat,No ,No,1.0,ICICI BANK,Executive Engineer,Swan River Flood Management Project Division Haroli Distt. Una (HP),1.0,Fee/PreQual/Technical,.pdf,Registration of Cont./firm in appropriate class in HP IPH Department as per NIe-T condition No.11(I),"1,66,410",Yes,fixed,,Executive Engineer SRFMP Division Haroli,Haroli,"1,500",Executive Engineer SRFMP Division Haroli,Haroli,No,07-Jan-2019 06:00 PM,21-Jan-2019 12:30 PM,07-Jan-2019 06:00 PM,21-Jan-2019 11:00 AM,07-Jan-2019 06:00 PM ,21-Jan-2019 11:00 AM ,07-Jan-2019 06:00 PM,21-Jan-2019 11:00 AM,18-Feb-2019 04:00 PM,HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,No. 4100-4200 Kanger Badehra Khad Part B,2019_HPIPH_25761_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,108392.0,SUMESH KUMAR,19-Jan-2019 06:59 PM,Accepted-AOC,Due to 1st Lowest,27-Jul-2019 01:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,Cost of tender document and earnest money as per NIe-T condition No.11(ii) and (iii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Latest I/Tax,S/Tax/GST clear. certif.,PAN, reg. under HP S/Tax Act1968 and GST, as NIeTcond.No.11(v)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Av.annual t/over during last 3years,ending 31stMarch of the prev.fin.year as per NIe-Tcond.No.11(vi)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar works in any Govt. Department/Govt. Undertaking as per NIe-T condition No.11(vii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. does not have more than 2 incomp. works of similar nature as perNIe-Tcond.No.11(viii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Exp. of weaving G.I.Wire with minimum thickness of G.I.Wire 5.00mm as per NIe-T cond.No.11(ix),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of adequate machinery, other equipments for execution of works as per NIe-T cond. No.11(x)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,form 6and 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
