EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"49,500",No,fixed,,EE BBNDA BADDI,BADDI,10-Jun-2019 05:00 PM,26-Jun-2019 11:00 AM,10-Jun-2019 05:00 PM,24-Jun-2019 05:00 PM,10-Jun-2019 05:00 PM ,24-Jun-2019 05:00 PM ,10-Jun-2019 05:00 PM,24-Jun-2019 05:00 PM,01-Jul-2019 11:15 AM,Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla,BBNDA-06(PROJECT)NIT7269-80 DATED 01.06.2019,2019_BBNDA_29065_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE BBNDA BADDI,EE BBNDA BADDI,1.0,FDR - Fixed Deposit,"C/o Retaining wall along the road near katha Gurdwara in Bhatolikalan area RD 0/00 to 0/200 SH C/o r/wall C/o road to Judi khurd Shamshanghat. RD 0/00 to 0/300 SH C/o R/wall,80 mm paver blocks and drain), C/o road from H/o Tarsem Lal to the H","C/o Retaining wall along the road near katha Gurdwara in Bhatolikalan area RD 0/00 to 0/200 SH C/o r/wall C/o road to Judi khurd Shamshanghat. RD 0/00 to 0/300 SH C/o R/wall,80 mm paver blocks and drain), C/o road from H/o Tarsem Lal to the H",Please refer Tender documents. ,NA ,"27,95,700",Civil Works,NA ,Tender,90.0,120.0,BADDI,173205.0,NA ,NA ,NA ,EE BBNDA BADDI,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,Key Dates,Date,,"1,500",EE BBNDA BADDI,BADDI,No,AOC,Technical,Technical Summary,Bishan Dass,01-Jul-2019 11:10 AM,technical_42124.pdf,Finance,Financial Summary,Bishan Dass,02-Jul-2019 11:36 AM,finance_42124.pdf,BOQ Comparative Chart,16-Jul-2019,"INR 2,795,700",120.0,Bishan Dass,16-Jul-2019 03:11 PM,Jarnail.pdf (383.00 KB),AOC,1,122763,Harpal Singh (Govt. Contractor),24-Jun-2019 04:02 PM,Rejected-AOC,Reject,16-Jul-2019 03:11 PM,Add. CEO,Internal,EE,Bishan Dass,01-Jul-2019 11:12 AM,01-Jul-2019 11:15 AM,techsummary_42124.pdf (291.17 KB),Addl. CEO,Internal,EE,Bishan Dass,02-Jul-2019 11:39 AM,finsummary_42124.pdf (187.14 KB),Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla,2019_BBNDA_29065_1,BBNDA-06(PROJECT)NIT7269-80 DATED 01.06.2019,"C/o Retaining wall along the road near katha Gurdwara in Bhatolikalan area RD 0/00 to 0/200 SH C/o r/wall C/o road to Judi khurd Shamshanghat. RD 0/00 to 0/300 SH C/o R/wall,80 mm paver blocks and drain), C/o road from H/o Tarsem Lal to the H",1.0,122502.0,Jarnail Singh,INR,"2,549,342.5",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,122810,HARSH KUMAR,24-Jun-2019 04:47 PM,Rejected-AOC,Reject,16-Jul-2019 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,122502,Jarnail Singh,22-Jun-2019 03:53 PM,Accepted-AOC,Accept,16-Jul-2019 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,122711,KAMAL KUMAR,24-Jun-2019 02:18 PM,Rejected-AOC,Reject,16-Jul-2019 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,121735,RAJAN GOVT CONTRACTOR,17-Jun-2019 12:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jul-2019 11:10 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,122767,RAM KUMAR GOVT CONTRACTOR,24-Jun-2019 04:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jul-2019 11:10 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,122787,Ravinder Kumar,24-Jun-2019 04:01 PM,Rejected-AOC,Reject,16-Jul-2019 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,122651,ROHIT KUMAR,24-Jun-2019 04:09 PM,Rejected-AOC,Reject,16-Jul-2019 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,122748,SIMRAT CONSTRUCTION,24-Jun-2019 01:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jul-2019 11:10 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,122762,Yogesh Kumar,24-Jun-2019 04:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jul-2019 11:10 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
