Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,Executive Engineer HIMUDA Electrical Divn Dshala,Executive Engineer HIMUDA Electrical Divn Dshala,Yes,Executive Engineer HIMUDA Electrical Division Dsha,HIMUDA Electrical Division Dharamshala,"21,320",Yes,fixed,,Executive Engineer HIMUDA Electrical Divn Dshala,Executive Engineer HIMUDA Electrical Divn Dshala,"Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA",HIMUDA/EDD/W-7/2019/1656-96,2019_HIMUD_26550_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money (As per NIT),1.0,DD - Demand Draft,Construction of Barrack for 50 Bedded Person at PTC Daroh Distt Kangra,SH Provding internal EI work and outside yard lightining,Please refer Tender documents. ,NA ,"10,65,682",Electrical Works,NA ,Tender,120.0,455.0,Daroh,176092.0,NA ,NA ,NA ,Dharamshala,No ,No,02-Feb-2019 04:00 PM,26-Feb-2019 02:00 PM,04-Feb-2019 10:00 AM,25-Feb-2019 04:00 PM,04-Feb-2019 10:00 AM ,25-Feb-2019 04:00 PM ,04-Feb-2019 10:00 AM,25-Feb-2019 04:00 PM,26-Feb-2019 06:30 PM,AOC,Er Rajni Duggal,Internal,"Ram Krishan AE(E), Roshan Lal, HDM",Rajani Duggal,26-Feb-2019 07:00 PM,finsummary_37656.pdf (1243.11 KB),"Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA",2019_HIMUD_26550_1,HIMUDA/EDD/W-7/2019/1656-96,Construction of Barrack for 50 Bedded Person at PTC Daroh Distt Kangra,1.0,115143.0,UNITED ENGINEEER AND CONTRACTOR,INR,"920,540",Er Rajni Duggal,Internal,"Ram Krishan AE(E), Sh. Roshan Lal HDM",Rajani Duggal,26-Feb-2019 06:29 PM,26-Feb-2019 06:30 PM,techsummary_37656.pdf (1148.15 KB),1,114918,Anil Soni,23-Feb-2019 07:08 PM,Rejected-Finance,Rejected,26-Feb-2019 07:00 PM,30-May-2019,"INR 1,065,982",455.0,Rajani Duggal,22-Jul-2019 01:13 PM,PTCDaroh.pdf (2042.00 KB),Award of Contract,Finance,Bid Opening Summary,Rajani Duggal,26-Feb-2019 06:52 PM,finance_37656.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Rajani Duggal,26-Feb-2019 06:27 PM,technical_37656.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form (As per NIT),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,114959,ARUN KUMAR SHARMA,24-Feb-2019 10:19 AM,Rejected-Finance,Rejected,26-Feb-2019 07:00 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with HPPWD/HIMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,115186,Baldev Ram Suri,25-Feb-2019 02:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Feb-2019 06:27 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Acceptance of terms and Condition as per Form No. 6 and 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,114802,Deepak Sood,23-Feb-2019 11:26 AM,Rejected-Finance,Rejected,26-Feb-2019 07:00 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of license issued by the Chief Electrical Inspector Shimla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,113023,k.r.verma elec. contractor,16-Feb-2019 02:39 PM,Rejected-Finance,Rejected,26-Feb-2019 07:00 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax PAN/TAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,114980,KUMAR ELECTRONICS CO.,25-Feb-2019 11:02 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Feb-2019 06:27 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration No and EPF Registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,115166,MALHOTRA ASSOCIATES,25-Feb-2019 01:44 PM,Rejected-Finance,Rejected,26-Feb-2019 07:00 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,112379,M/s Ravindra Electrical,12-Feb-2019 08:17 PM,Rejected-Finance,Rejected,26-Feb-2019 07:00 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,115120,NITIN PROP A VIGHNA ELECTRICALS,25-Feb-2019 09:27 AM,Rejected-Finance,Rejected,26-Feb-2019 07:00 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,115230,Ratwn Light House,25-Feb-2019 03:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Feb-2019 06:27 PM,,,,,,,,,,,,,,,,,,,AOC
