Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Category,Sub Category,Sub Category Description,Format/File,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER INDICATED IN SCHEDULE F,1.0,Corrigendum,Date,,1.0,DD - Demand Draft,PWD,PW/MED/TA /NIT/e-notice/18-19-6402-07 dt 22.10.18,2018_PWD_24434_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer Electrical Division HPPWD Mand,Executive Engineer Electrical Division HPPWD Mandi,Construction of MCH Building at Sunder Nagar District Mandi HP SH Providing E I therein,Construction of MCH Building at Sunder Nagar District Mandi HP SH Providing E I therein,Please refer to Bid document ,NA ,"43,37,483",Electrical Works,NA ,Tender,120.0,365.0,Sunder Nagar,175018.0,NA ,NA ,NA ,Electrical Division HPPWD Mandi H.P,No ,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,06-Nov-2018 10:00 AM,19-Nov-2018 11:30 AM,06-Nov-2018 10:00 AM,19-Nov-2018 10:00 AM,NA ,NA ,06-Nov-2018 10:00 AM,19-Nov-2018 10:00 AM,30-Nov-2018 11:00 AM,"72,600",No,fixed,,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,"2,000",Executive Engineer Electrical Division HPPWD Mand,Mandi HP,No,AOC,PWD,2018_PWD_24434_1,PW/MED/TA /NIT/e-notice/18-19-6402-07 dt 22.10.18,Construction of MCH Building at Sunder Nagar District Mandi HP SH Providing E I therein,Er Sanjay Kumar SE,Internal,Er B S Gora EE Er D S Patial EE Er Pradeep Kumar EO Sh Jeet Ram Supdt,Dalip singh Patial,30-Nov-2018 10:55 AM,30-Nov-2018 11:00 AM,techsummary_34156.pdf (998.15 KB),Er Dalip singh Patial EE,Internal,Sh Ram Singh Head Draughtsman Sh Yadvinder Kumar Sr Asstt Sh Manish Kumar Clerk,Dalip singh Patial,01-Dec-2018 12:07 PM,finsummary_34156.pdf (330.85 KB),16-Jul-2019,"INR 5,195,985",365.0,Dalip singh Patial,25-Jul-2019 05:06 PM,AOC.pdf (661.00 KB),work awarded being L1 contractor,1.0,100664.0,DHARMENDER SINGH,18-Nov-2018 04:28 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:55 AM,Technical,Technical bid summary,Dalip singh Patial,30-Nov-2018 10:32 AM,technical_34156.pdf,1.0,100126.0,TARUN GUPTA,INR,"5,195,985",Finance,Financial bid summary,Dalip singh Patial,01-Dec-2018 11:49 AM,finance_34156.pdf,BOQ Comparative Chart,AOC
,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,100295.0,Haminder Pal,15-Nov-2018 09:54 AM,Rejected-Technical,bid not qualified,30-Nov-2018 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Valid CONTRACTOR REGISTRATION in appropriate Class A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,100254.0,KUMAR ELECTRONICS CO.,18-Nov-2018 08:37 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Valid Electrical license REFER GENERAL RULES NO 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100214.0,LAL SINGH CONTRACTOR,14-Nov-2018 04:08 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,100706.0,M/s Ravindra Electrical,18-Nov-2018 09:12 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,PERMANENT ACCOUNT NUMBER (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,100284.0,Rohtash Verma,14-Nov-2018 10:12 PM,Rejected-Finance,rejected being L2,01-Dec-2018 12:07 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,100495.0,SHARMA ELECTRICAL CO.,16-Nov-2018 09:31 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:55 AM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,100126.0,TARUN GUPTA,13-Nov-2018 08:27 PM,Accepted-AOC,work awarded being L1,25-Jul-2019 05:06 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
