Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,PWD Civil-8845-65-Tanda,2019_PWD_26098_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,Executive Engineer HPPWD Division,Tanda at Nagrota Bagwan,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,22-Jan-2019 05:45 PM,07-Feb-2019 11:30 AM,22-Jan-2019 05:45 PM,06-Feb-2019 05:00 PM,NA ,NA ,22-Jan-2019 05:45 PM,06-Feb-2019 05:00 PM,20-Feb-2019 10:30 AM,"25,770",Yes,fixed,,Executive Engineer HPPWD Division,Tanda at Nagrota Bagwan,Periodic maintenance of Takipur to Band road Km 9/000 to 11/000 under Annual Maintenance Plan for the year 2019-20 (HP0408VR005817) in Distt. Kangra (H.P.),Providing and laying 25mm thick bitumen concrete with paver finisher complete in Km 9/000 to 11/000,Please refer Tender documents. ,NA ,"12,88,404",Civil Works - Roads,NA ,Rate Contract,120.0,90.0,TANDA,176002.0,NA ,NA ,NA ,EE Tanda at Nagrota Bagwan,No ,No,Executive Engineer,Executive Engineer HP PWD Division Tanda at Nagrota Bagwan,AOC,1.0,110460.0,VIRENDER PRASHAD SHARMA,INR,"1,654,141",21-Jun-2019,"INR 1,654,141",90.0,Suresh Kumar Walia,22-Jun-2019 03:17 PM,Award.pdf.pdf.pdf (902.00 KB),Award,PWD,2019_PWD_26098_14,PWD Civil-8845-65-Tanda,Periodic maintenance of Takipur to Band road Km 9/000 to 11/000 under Annual Maintenance Plan for the year 2019-20 (HP0408VR005817) in Distt. Kangra (H.P.),Dr Suresh Kumar Walia,Internal,Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Vijay Sharma HDM,Suresh Kumar Walia,20-Feb-2019 12:00 PM,finsummary_36852.pdf (623.08 KB),Finance,Sum,Suresh Kumar Walia,20-Feb-2019 11:58 AM,finance_36852.pdf,BOQ Comparative Chart,1.0,111147.0,Rohit,06-Feb-2019 01:04 PM,Rejected-AOC,L2,22-Jun-2019 03:17 PM,Dr Suresh Kumar Walia,Internal,Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Vijay Sharma HDM,Suresh Kumar Walia,18-Feb-2019 01:13 PM,20-Feb-2019 10:30 AM,techsummary_36852.pdf (623.08 KB),Technical,Sum,Suresh Kumar Walia,18-Feb-2019 01:12 PM,technical_36852.pdf,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,110460.0,VIRENDER PRASHAD SHARMA,03-Feb-2019 05:29 PM,Accepted-AOC,L1,22-Jun-2019 03:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking no arbitration/litigation with PWD in pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit true information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
