S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,51267.0,Ashwani Kumar Chhibber,23-Jan-2017 05:27 PM,Accepted-AOC,Lowest one,25-Jun-2019 03:40 PM,D.K. Lohia,Internal,1 Ashok Kumar Sr Asstt 2 Tegi Ram Supdt 3 Gian Chand HDM 4 Rattan Chand DAO,Dinesh Kumar Lohia,21-Feb-2017 12:57 PM,21-Feb-2017 02:15 PM,techsummary_18542.pdf (4696.58 KB),Technical,2 Nos bids are rejected by head office due to nonfulfilling the eligibility criteria and 2 nos bids are admitted successfully summary attached.,Dinesh Kumar Lohia,21-Feb-2017 12:53 PM,technical_18542.pdf,Finance,Two Nos bid verify and down load successfuly summary attached.,Dinesh Kumar Lohia,21-Feb-2017 02:51 PM,finance_18542.pdf,BOQ Comparative Chart,25-Jul-2019,"INR 20,599,866",540.0,Sanjay Kumar,25-Jun-2019 03:40 PM,14087_1.pdf (327.00 KB),Sh. Ashwani Kumar,1.0,51267.0,Ashwani Kumar Chhibber,INR,"20,599,866","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Palampur,Irrigation and Public Health,HP",2016_HPIPH_14087_1,13155-13200,Construction of distribution system of flow irrigation scheme Pandtuhal kuhl in Tehsil Palampur District Kangra,Er. Sanjay Thakur,Internal,1. Sh. Andesh Kumar (JOA) Tender Asstt. 2 Smt. Indra Devi Supdt. 3 Rattan Chand D.A.O 4 Narender Thakur,Sanjay Kumar,25-Jun-2019 11:09 AM,finsummary_18542.pdf (70.83 KB),AOC,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Palampur,Irrigation and Public Health,HP",13155-13200,2016_HPIPH_14087_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,27-Dec-2016 05:00 PM,24-Jan-2017 11:30 AM,27-Dec-2016 05:00 PM,24-Jan-2017 11:00 AM,NA ,NA ,27-Dec-2016 05:00 PM,24-Jan-2017 11:00 AM,21-Feb-2017 02:15 PM,Executive Engineer,"O/O IPH Division, Palampur.",Construction of distribution system of flow irrigation scheme Pandtuhal kuhl in Tehsil Palampur District Kangra,Construction of reinforced cement concrete lining 8328 running metre in various branches of kuhl.,Please refer Tender documents. ,NA ,"1,58,00,222",Civil Works,NA ,Tender,120.0,540.0,Panchrukhi,176103.0,NA ,NA ,NA ,"IPH Division, Palampur",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Earnest money only in the shape of small saving instruments, bankerscheque, demand draft or fixed",1.0,DD - Demand Draft,"1,90,500",Yes,fixed,,"IPH Division, Palampur","Executive Engineer, IPH Division, Palampur","1,500","IPH Division, Palampur","Executive Engineer, IPH Division, Palampur",No,AOC
2.0,51348.0,BDSconstruction,24-Jan-2017 10:54 AM,Not Admitted-Fee/PreQual/Technical,,21-Feb-2017 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The cost of tender form only in shape of demand draft duly pledged in favour of Executive Engine,2.0,BC - Bankers Cheque,,,,,,,,,,,AOC
3.0,51306.0,Dogra Construction Co Pvt Ltd,24-Jan-2017 10:57 AM,Rejected-AOC,Higher rate quoted,25-Jun-2019 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with IPH Department in appropriate class and latest renewal thereof,3.0,SS - Small Savings Instrument,,,,,,,,,,,AOC
4.0,51247.0,kksarmai,23-Jan-2017 04:04 PM,Not Admitted-Fee/PreQual/Technical,,21-Feb-2017 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income tax and sales tax registration and latest clearance certificate thereof.,4.0,BG - Bank Guarantee,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidder should satisfy the Engineer-in-Charge that non uncompleted more than two works.,5.0,FDR - Fixed Deposit,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual financial turnover during the last three years should be atleast 30 percent,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour license issued by the competent authority must be attached,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that firm has never been blacklisted by any Government Semi government organization,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 6 duly signed by the Contractor,,,,,,,,,,,,,AOC
