Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Sh. Krishan Kumar HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Chand Tender Asstt. Sh. Ajay Paul Dealing Asstt.,Sanjeev Thakur,26-Apr-2019 05:13 PM,finsummary_40031.pdf (74.44 KB),14-Jun-2019,"INR 1,761,350",730.0,Sanjeev Thakur,15-Jun-2019 11:50 AM,27988_2.pdf (289.00 KB),"awarded to the lowest bidder vide this office letter no. 1487-92, dated 14.06.2019",PWD,2019_PWD_27988_2,Elect. Div. HPPWD Palampur,"Construction of Teaching block (BBA and BCA) Vikram Batra College at Palampur in Tehsil Palampu, Distt. Kangra (HP) (SH- Providing E.I. therein)",Finance,as per uploaded document,Sanjeev Thakur,26-Apr-2019 04:57 PM,finance_40031.pdf,BOQ Comparative Chart,Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Sh. Krishan Chand HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Chand Tender Asstt. Sh. Ajay Paul Dealing Hand,Sanjeev Thakur,26-Apr-2019 05:04 PM,techsummary_40031.pdf (134.87 KB),1.0,118923.0,ARUN KUMAR SHARMA,18-Mar-2019 03:18 PM,Rejected-AOC,bidder was L5,15-Jun-2019 11:50 AM,1.0,118930.0,Rajesh Kumar Banta,INR,"1,783,733",AOC,1.0,DD - Demand Draft,"34,000",No,fixed,,Executive Engineer,"Elect. Division, HPPWD Palampur",02-Mar-2019 10:00 AM,19-Mar-2019 11:30 AM,02-Mar-2019 10:00 AM,18-Mar-2019 05:00 PM,NA ,NA ,02-Mar-2019 10:00 AM,18-Mar-2019 05:00 PM,500.0,Executive Engineer,"Elect. Division, HPPWD Palampur",Yes,"Construction of Teaching block (BBA and BCA) Vikram Batra College at Palampur in Tehsil Palampu, Distt. Kangra (HP) (SH- Providing E.I. therein)","Construction of Teaching block (BBA and BCA) Vikram Batra College at Palampur in Tehsil Palampu, Distt. Kangra (HP) (SH- Providing E.I. therein)",Please refer Tender documents. ,NA ,"17,61,350",Electrical Works,NA ,Tender,120.0,730.0,Palampur in Distt. Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,PWD,Elect. Div. HPPWD Palampur,2019_PWD_27988_2,Yes,Open Tender,Item Rate,Works,1.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Bank Draft towards the cost of bid document,Executive Engineer,Electrical Division HPPWD Palampur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,118879.0,ASHOK KUMAR RANA,17-Mar-2019 10:14 PM,Rejected-AOC,bidder was L3,15-Jun-2019 11:50 AM,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposited (EMD) in prescribed form duly pledged,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,117902.0,"Atma Ram Thakur Prop. Thakur Radio Service, Govt. Electrical Contractor",10-Mar-2019 06:52 PM,Rejected-AOC,bidder wasL2,15-Jun-2019 11:50 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid Registration certificate in appropriate class,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,118460.0,Deepak Sood,14-Mar-2019 08:14 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,26-Apr-2019 04:57 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST certificate,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,118930.0,Rajesh Kumar Banta,18-Mar-2019 02:27 PM,Accepted-AOC,bidder was lowest (L1),15-Jun-2019 11:50 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Certificate,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,118945.0,raman devwedi,18-Mar-2019 04:17 PM,Rejected-AOC,bidder was L4,15-Jun-2019 11:50 AM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest Income Tax Return,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Standard Bidding Document (Form-8) printed on judicial paper duly attested,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill Of Quantities (BOQ),,,AOC
