Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE Hamirpur,Executive Engineer HPPWD Hamirpur,500.0,EE Hamirpur,EE Hamirpur,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"20,200",No,fixed,,EE Hamirpur,EE Hamirpur,PWD,C/O link road from Hamirpur to Sujanpur RD 4/400,2019_PWD_26496_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O link road from Hamirpur to Sujanpur at RD. 4/400 to Muthan Chamyola Dodru Harizen Basti Bahal Nadiana Sadiana KM. 0/0 to 1/0,SH C/O 5.00mtr. span R.C.C. slab type culvert at RD 0/042 alongwith wing wall both sides,Please refer Tender documents. ,NA ,"10,09,158",Civil Works - Roads,NA ,Tender,60.0,90.0,Muthan,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,DD - Demand Draft,01-Feb-2019 06:00 PM,08-Feb-2019 11:30 AM,01-Feb-2019 06:00 PM,08-Feb-2019 10:30 AM,NA ,NA ,01-Feb-2019 06:00 PM,08-Feb-2019 10:30 AM,12-Feb-2019 01:10 PM,AOC,1.0,111453.0,ANITA KUMARI,07-Feb-2019 04:58 PM,Rejected-AOC,l2,04-Jun-2019 05:28 PM,Technical,Attached,Vivek Sharma,11-Feb-2019 05:35 PM,technical_37585.pdf,1.0,110953.0,ANUP THAKUR,INR,"1,159,033",Finance,Attached,Dev Raj,14-Apr-2019 07:04 AM,finance_37585.pdf,BOQ Comparative Chart,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,12-Feb-2019 01:06 PM,12-Feb-2019 01:10 PM,techsummary_37585.pdf (1676.31 KB),PWD,2019_PWD_26496_1,C/O link road from Hamirpur to Sujanpur RD 4/400,C/O link road from Hamirpur to Sujanpur at RD. 4/400 to Muthan Chamyola Dodru Harizen Basti Bahal Nadiana Sadiana KM. 0/0 to 1/0,04-Jun-2019,"INR 1,184,564",90.0,Vivek Sharma,04-Jun-2019 05:28 PM,26496F.pdf (1506.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,14-Apr-2019 07:09 AM,finsummary_37585.pdf (532.22 KB),AOC
,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,AOC,2.0,111466.0,ankush kapil,07-Feb-2019 06:13 PM,Rejected-AOC,l3,04-Jun-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,110953.0,ANUP THAKUR,05-Feb-2019 04:48 PM,Accepted-AOC,l1,04-Jun-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,111492.0,BALAL,08-Feb-2019 09:50 AM,Rejected-AOC,l4,04-Jun-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,111493.0,Gulam mohammad,08-Feb-2019 10:13 AM,Rejected-AOC,l6,04-Jun-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,110718.0,Rajneesh Thskur,08-Feb-2019 09:31 AM,Rejected-Technical,Rejected,12-Feb-2019 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,111474.0,Sanjay kapil,07-Feb-2019 06:24 PM,Rejected-AOC,l5,04-Jun-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
