Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"2,000",Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,"1,16,300",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,11-Feb-2019 06:40 PM,20-Feb-2019 11:30 AM,11-Feb-2019 06:40 PM,18-Feb-2019 06:00 PM,NA ,NA ,11-Feb-2019 06:40 PM,18-Feb-2019 06:00 PM,07-Mar-2019 11:00 AM,1.0,DD - Demand Draft,C/o Multipurpose Cultural Centre at Samoor KalanSH PF Acoustics Aphony Fibrette wooden slats upto 8ft and loop pile carpet in auditorium Hall,C/o Multipurpose Cultural Centre at Samoor KalanSH PF Acoustics Aphony Fibrette wooden slats upto 8ft and loop pile carpet in auditorium Hall,Please refer Tender documents. ,NA ,"83,72,957",Civil Works - Buildings,NA ,Tender,120.0,180.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,PWD,PWBGNCBT-I/2018-19-16399-16711 dt 21.01.2019,2019_PWD_27164_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC,Finance,bidopeningsummary,Ram Saroop Kalia,10-Jun-2019 04:08 PM,None,BOQ Comparative Chart,1.0,113452.0,M/s Satish Kumar Sharma,INR,"8,309,801",1.0,113452.0,M/s Satish Kumar Sharma,18-Feb-2019 05:40 PM,Accepted-AOC,Accept due to L-1,10-Jun-2019 04:14 PM,Technical,technicalevaluationsummary,Ram Saroop Kalia,06-Mar-2019 01:28 PM,technical_38643.pdf,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,06-Mar-2019 01:32 PM,07-Mar-2019 11:00 AM,techsummary_38643.pdf (99.97 KB),PWD,2019_PWD_27164_1,PWBGNCBT-I/2018-19-16399-16711 dt 21.01.2019,C/o Multipurpose Cultural Centre at Samoor KalanSH PF Acoustics Aphony Fibrette wooden slats upto 8ft and loop pile carpet in auditorium Hall,10-Jun-2019,"INR 8,372,957",180.0,Ram Saroop Kalia,10-Jun-2019 04:14 PM,27164.pdf (262.00 KB),Award letter,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,10-Jun-2019 04:11 PM,finsummary_38643.pdf (262.20 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC,,,,,,,,,,,,2.0,113437.0,Ramesh Chand Sharma,18-Feb-2019 05:14 PM,Rejected-Finance,Reject due to higher side from L-1,10-Jun-2019 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
