Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE Hamirpur,Executive Engineer HPPWD Hamirpur,350.0,EE Hamirpur,EE Hamirpur,No,1.0,DD - Demand Draft,PWD,C/O link road Jagdiyal Durbiyal Km 0/0 to 1/500,2019_PWD_25989_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of link road Jagdiyal to Durbiyal Km 0/0 to 1/500,"SH C/O Hume pipe culvert at RD 0/075, 0/150, 0/452, 0/660 and 0/690 alongwith both sides and retaining wall at RD 0/0 to 0/035",Please refer Tender documents. ,NA ,"8,68,829",Civil Works - Roads,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"17,500",Yes,fixed,,EE Hamirpur,EE Hamirpur,16-Jan-2019 06:00 PM,24-Jan-2019 11:30 AM,16-Jan-2019 06:00 PM,24-Jan-2019 10:30 AM,NA ,NA ,16-Jan-2019 06:00 PM,24-Jan-2019 10:30 AM,05-Feb-2019 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,AOC,1.0,109160.0,sumeet contractor,INR,"949,149",Finance,Attached,Dev Raj,14-Apr-2019 06:52 AM,finance_36564.pdf,BOQ Comparative Chart,1.0,109090.0,Amin Chauhan,23-Jan-2019 05:35 PM,Rejected-AOC,l3,08-Jun-2019 12:18 PM,Technical,Attached,Vivek Sharma,02-Feb-2019 09:26 PM,technical_36564.pdf,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,03-Feb-2019 03:36 PM,05-Feb-2019 11:00 AM,techsummary_36564.pdf (1473.09 KB),PWD,2019_PWD_25989_1,C/O link road Jagdiyal Durbiyal Km 0/0 to 1/500,Construction of link road Jagdiyal to Durbiyal Km 0/0 to 1/500,08-Jun-2019,"INR 949,149",90.0,Vivek Sharma,08-Jun-2019 12:18 PM,25989F.pdf (820.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,14-Apr-2019 07:20 AM,finsummary_36564.pdf (452.78 KB),AOC
,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,AOC,,,,,,,,,,,,2.0,109116.0,ANKUSH SHARMA GOVT CONTRACTOR,23-Jan-2019 06:12 PM,Rejected-AOC,l2,08-Jun-2019 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,AOC,,,,,,,,,,,,3.0,109061.0,Manoj Kumar,23-Jan-2019 03:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Feb-2019 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,AOC,,,,,,,,,,,,4.0,109109.0,Pankaj Thakur,23-Jan-2019 06:00 PM,Rejected-AOC,l4,08-Jun-2019 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,AOC,,,,,,,,,,,,5.0,109173.0,Pawangovcont,24-Jan-2019 09:24 AM,Rejected-Technical,Rejected,03-Feb-2019 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,AOC,,,,,,,,,,,,6.0,109160.0,sumeet contractor,24-Jan-2019 05:29 AM,Accepted-AOC,l1,08-Jun-2019 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,AOC,,,,,,,,,,,,7.0,108979.0,Vishal,23-Jan-2019 01:18 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Feb-2019 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
