Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage
11-Dec-2018 03:30 PM,19-Dec-2018 10:00 AM,11-Dec-2018 03:30 PM,17-Dec-2018 10:00 AM,NA ,NA ,11-Dec-2018 03:30 PM,17-Dec-2018 10:00 AM,20-Dec-2018 01:00 PM,1.0,DD - Demand Draft,"Channelization of Nallah and Construction of approach road to Hot spring (Sh-PL Metalling Tarring , Paver Block , Construction of lined drain and hume Pipe clvert at RD. 0/115,C/o RCC Box Cell).","Channelization of Nallah and Construction of approach road to Hot spring (Sh-PL Metalling Tarring , Paver Block , Construction of lined drain and hume Pipe clvert at RD. 0/115,C/o RCC Box Cell).",Please refer Tender documents. ,NA ,"27,14,916",Civil Works,NA ,Tender,60.0,365.0,KARSOG,175011.0,NA ,NA ,NA ,EE KARSOG,No ,No,EE KARSOG,EE KARSOG,"1,500",EE KARSOG,KARSOG,No,PWD,9136-41 DT 06.11.18,2018_PWD_25298_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,"48,300",No,fixed,,EE KARSOG,KARSOG,AOC,PWD,2018_PWD_25298_1,9136-41 DT 06.11.18,"Channelization of Nallah and Construction of approach road to Hot spring (Sh-PL Metalling Tarring , Paver Block , Construction of lined drain and hume Pipe clvert at RD. 0/115,C/o RCC Box Cell).",MANN SINGH,Internal,,Maan Singh,20-Dec-2018 12:54 PM,20-Dec-2018 01:00 PM,techsummary_35343.pdf (299.69 KB),1.0,103507.0,Abhishek Gupta,15-Dec-2018 08:02 PM,Rejected-Finance,OK,14-Jun-2019 05:51 PM,Technical,Please find the attachments,Maan Singh,20-Dec-2018 12:44 PM,technical_35343.pdf,AOC
,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD Indicated In Schedule F,,,,,,,AOC,,,,,,,,,,,,2.0,103526.0,Pankaj Govt. Contractor,17-Dec-2018 09:30 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Dec-2018 12:44 PM,,,,,,AOC
,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No.,,,,,,,AOC,,,,,,,,,,,,3.0,103553.0,PREM LAL,17-Dec-2018 02:24 AM,Rejected-Finance,OK,14-Jun-2019 05:51 PM,,,,,,AOC
,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding No Relative Working in PWD Department.,,,,,,,AOC,,,,,,,,,,,,4.0,103537.0,SUDESH KUMAR GOVT CONTRACTOR,16-Dec-2018 07:14 PM,Accepted-AOC,OK,14-Jun-2019 05:54 PM,,,,,,AOC
,,,,,,,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Detail Litigation Cases.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as per Genral Rule 19 and 28.2b similar nature of Work and Working In Hand Certificate.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Performa of Schedules Sr No 6.19 Refere Clause No 18 with ownership proof,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Copy.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
