S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,500.0,Additional Controller of Stores,Shimla,Yes,"5,00,000",Yes,fixed,,Additional Controller of Stores,Shimla,Industries Department||Directorate of Industries,02/2018-2019(SP),2018_HPInd_21829_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,22-Jun-2018 05:00 PM,26-Jul-2018 11:00 AM,22-Jun-2018 05:00 PM,26-Jul-2018 10:30 AM,NA ,NA ,22-Jun-2018 05:00 PM,26-Jul-2018 10:30 AM,15-Sep-2018 04:05 PM,1.0,Fee/PreQual/Technical,.pdf,Scan copy of all required documents in single PDF,M-30(02) Interlink Chain (ISI Marked),Annual Rate Contract for the Supply of Interlink Chain (ISI Marked),Please refer Tender documents. ,NA ,"4,71,18,752",Miscellaneous Goods,NA ,Rate Contract,90.0,365.0,Controller of Stores,171001.0,NA ,NA ,NA ,Shimla,No ,No,Additional Controller of Stores,"Industries Department, Udyog Bhawan, Bemloe, Shimla-171001",AOC,TS Negi JDI SP,External,Rakesh Sharma AE HPPWD Adrash Chauhan AE IPH Karam Chand Superintendent SP Sanjay Sankhyan SO F and A Navneet Gupta SIO Textile,Navneet Gupta,15-Sep-2018 04:01 PM,15-Sep-2018 04:05 PM,techsummary_30789.pdf (723.52 KB),1,89380,AMAR PROMOTERS PRIVATE LIMITED,16-Jul-2018 11:53 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Aug-2018 12:25 PM,28-Jun-2019,"INR 47,118,752",189.0,Thakur Singh Negi,28-Jun-2019 10:37 AM,Rate-Contract-Interlink-Chain-ISI-Marked.pdf (1679.00 KB),Annual Rate Contract for the supply of Interlink Chain ISI Marked Item Code M 30 02,Finance,Summary,Thakur Singh Negi,17-Oct-2018 01:09 PM,finance_30789.pdf,BOQ Comparative Chart,Technical,Summary,Thakur Singh Negi,14-Aug-2018 12:25 PM,technical_30789.pdf,TS Negi JDI,Internal,Karma Chand Supdtt Sanjay Sankhyan SO Navneet Gupta SIO,Thakur Singh Negi,26-Jun-2019 02:20 PM,finsummary_30789.pdf (1470.78 KB),Industries Department||Directorate of Industries,2018_HPInd_21829_1,02/2018-2019(SP),M-30(02) Interlink Chain (ISI Marked),1.0,89282.0,GVM ENGINEERS,INR,"6,731,250",AOC
2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Schedule,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,89498,Brijsons Hetreat,20-Jul-2018 07:07 PM,Accepted-AOC,Awarded Value subject to supply order issued by concerned user departments,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,89387.0,Decora Industries,INR,"6,731,250",AOC
3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,89387,Decora Industries,23-Jul-2018 02:24 PM,Accepted-AOC,Awarded Value subject to supply order issued by concerned user departments,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,89498.0,Brijsons Hetreat,INR,"6,731,250",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,89282,GVM ENGINEERS,21-Jul-2018 01:53 PM,Accepted-AOC,Awarded Value subject to supply order issued by concerned user departments,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,89795.0,Partap Wires (India)Pvt.Ltd.,INR,"6,731,250",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,90131,K.B. Enterprises,25-Jul-2018 04:47 PM,Accepted-AOC,Awarded Value subject to supply order issued by concerned user departments,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,89887.0,Shiv Enterprises,INR,"6,731,250",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,89621,Naina Industry,20-Jul-2018 06:19 PM,Rejected-AOC,Eligible for parallel rate contract subject to submission of valid BIS License etc,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,90131.0,K.B. Enterprises,INR,"6,731,250",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,89795,Partap Wires (India)Pvt.Ltd.,20-Jul-2018 09:01 PM,Accepted-AOC,Awarded Value subject to supply order issued by concerned user departments,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,90143.0,Virat Steels,INR,"6,731,250",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,90144,Sai Allied Industries,25-Jul-2018 07:25 PM,Rejected-Technical,Conditional Eligible for Parallel Rate Contract,15-Sep-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,89045,Shark steels,25-Jul-2018 07:08 AM,Rejected-Technical,Conditional Eligible for Parallel Rate Contract,15-Sep-2018 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,89887,Shiv Enterprises,23-Jul-2018 04:37 PM,Accepted-AOC,Awarded Value subject to supply order issued by concerned user departments,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,90143,Virat Steels,25-Jul-2018 07:13 PM,Accepted-AOC,Awarded Value subject to supply order issued by concerned user departments,28-Jun-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
