S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,1.0,Date Changed,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender Form and Earnest Money as per NIT,Executive Eingineer,Executive Eingineer IPH Division Shimla 9,25-Apr-2018 06:00 PM,25-May-2018 03:00 PM,25-Apr-2018 06:00 PM,25-May-2018 02:30 PM,NA ,NA ,25-Apr-2018 06:00 PM,25-May-2018 02:30 PM,18-Jun-2018 03:30 PM,"1,500",Executive Engineer IPH Division Shimla -9,Shimla,No,"10,00,000",No,fixed,,Executive Engineer IPH Division Shimla -9,Shimla,Procurement of DI Pipes 2018-2019,Procurement of DI Pipes 2018-2019,Please refer Tender documents. ,NA ,"4,00,00,000",Pipes and Pipe related activities,NA ,Rate Contract,120.0,365.0,All Himachal,171009.0,NA ,NA ,NA ,Executive Eingineer IPH Division Shimla 9,No ,No,"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Shimla,Irrigation and Public Health,HP",IPH-SP-DI/2018-2019,2018_HPIPH_20889_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC,21-Jun-2019,"INR 59,291,799",365.0,Rakesh Kumar,21-Jun-2019 03:23 PM,DIPIPES.pdf (274.00 KB),Supply order during year 2018-2019,Finance,Successfully opened on scheduled date and time,Vinod Kumar Thakur,18-Jun-2018 04:04 PM,finance_29518.pdf,BOQ Comparative Chart,Technical,Successfully opened,Vinod Kumar Thakur,25-May-2018 03:18 PM,technical_29518.pdf,CE SZ,External,SE P and I 1 SE W EE Kasumpti JC F and A EE SP,Vinod Kumar Thakur,18-Jun-2018 11:48 AM,18-Jun-2018 03:30 PM,techsummary_29518.pdf (1322.36 KB),1.0,83145.0,Electrosteel Castings Ltd.,24-May-2018 05:26 PM,Rejected-AOC,Not Given Supply Order,21-Jun-2019 03:23 PM,ENC,Internal,Kindly see attachment,Rakesh Kumar,21-Jun-2019 03:19 PM,finsummary_29518.pdf (274.18 KB),"HP Irrigation and Public Health||Shimla-9 Circle,Irrigation and Public Health,HP||Shimla,Irrigation and Public Health,HP",2018_HPIPH_20889_1,IPH-SP-DI/2018-2019,Procurement of DI Pipes 2018-2019,1.0,84231.0,ELECTROTHERM INDIA LTD,INR,"23,053,089",AOC
2.0,SS - Small Savings Instrument,,,,,,,.pdf,GST/CST Clearance Certificate as Per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,84231.0,ELECTROTHERM INDIA LTD,24-May-2018 07:24 PM,Accepted-AOC,Supply order given,21-Jun-2019 03:23 PM,,,,,,,,,,,2.0,84978.0,Jai Balaji Industries Limited,INR,"2,091,659",AOC
3.0,FDR - Fixed Deposit,,,,,,,.pdf,Certificate of Full Acquaintance with all the Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,84978.0,Jai Balaji Industries Limited,23-May-2018 07:20 PM,Accepted-AOC,Supply order given,21-Jun-2019 03:23 PM,,,,,,,,,,,3.0,85016.0,JINDAL SAW LTD,INR,"34,147,051",AOC
,,,,,,,,.pdf,Certified copy of Certificate of no default from Industries Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,85016.0,JINDAL SAW LTD,25-May-2018 07:54 AM,Accepted-AOC,Supply order Given,21-Jun-2019 03:23 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Certificate copy of license for manufacturing of DI Pipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,85072.0,RASHMI METALIKS LIMITED,24-May-2018 06:48 PM,Rejected-AOC,Not Given Supply order,21-Jun-2019 03:23 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Certified copy of valid ISI Marking license terms and conditions document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,General Certificate of acceptance of all conditions of terms and conditions document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,The Authorization letter regarding DSC of the person authorized by firm to upload the bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Affidavit regarding Non Blacklisting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Certificate of Experince of Supply of DI Pipes as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
