Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
EE,Internal,Senior Assistant Engineer Superintendent and Assistant Engineer,Jeet Singh Thakur,16-Apr-2019 01:26 PM,finsummary_40060.pdf (139.12 KB),04-Jun-2019,"INR 779,164",30.0,Jeet Singh Thakur,04-Jun-2019 03:22 PM,AOCsarahan.pdf (228.00 KB),Annual Maintenance of Sarhan Ran Jhumar road road Km. 5/0 to 6/0 P/L Bitumenous Concrete,PWD,2019_PWD_28020_2,No. PWC-WA-II/Contract/17- 19740 dt.20.2.19,Annual Maintenance of Sarhan Ran Jhumar road road Km. 5/0 to 6/0 P/L Bitumenous Concrete,Er. J.S. Thakur,Internal,Senior Assistant Superintendent and Assistant Engineer,Jeet Singh Thakur,23-Mar-2019 08:29 PM,25-Mar-2019 11:30 AM,techsummary_40060.pdf (366.04 KB),Finance,Bid opening Summary,Jeet Singh Thakur,16-Apr-2019 01:25 PM,finance_40060.pdf,BOQ Comparative Chart,1.0,118384.0,Surinder Pal Dhall,INR,"998,239",Technical,Bid opening Summary,Jeet Singh Thakur,23-Mar-2019 08:26 PM,technical_40060.pdf,1.0,118405.0,Avinash Dhiman,13-Mar-2019 04:02 PM,Rejected-AOC,L2,04-Jun-2019 03:22 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),02-Mar-2019 10:00 AM,14-Mar-2019 11:30 AM,02-Mar-2019 10:00 AM,13-Mar-2019 05:00 PM,NA ,NA ,02-Mar-2019 10:00 AM,13-Mar-2019 05:00 PM,25-Mar-2019 11:30 AM,PWD,No. PWC-WA-II/Contract/17- 19740 dt.20.2.19,2019_PWD_28020_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Annual Maintenance of Sarhan Ran Jhumar road road Km. 5/0 to 6/0 P/L Bitumenous Concrete,Annual Maintenance of Sarhan Ran Jhumar road road Km. 5/0 to 6/0 P/L Bitumenous Concrete,Please refer Tender documents. ,NA ,"7,79,164",Civil Works,NA ,Tender,60.0,30.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,1.0,DD - Demand Draft,350.0,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,No,"15,600",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,118384.0,Surinder Pal Dhall,13-Mar-2019 02:55 PM,Accepted-AOC,L1,04-Jun-2019 03:22 PM,AOC,,,.pdf,Earnest Money Deposit (As per schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST registration (Refer General rule No.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work experience as per clause 28.2 b of general and direction and as per schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Own Hot Mix Plant and own Paver Finisher, as per Form-8 Schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
