Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
350.0,Executive Engineer,Elect. Div. HPPWD Palampur,No,14-Feb-2019 10:00 AM,28-Feb-2019 11:30 AM,14-Feb-2019 10:00 AM,27-Feb-2019 05:00 PM,NA ,NA ,14-Feb-2019 10:00 AM,27-Feb-2019 05:00 PM,06-Mar-2019 11:30 AM,1.0,DD - Demand Draft,Executive Engineer,Elect. Division HPPWD Palampur,"Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Male Surgical Ward II, 3rd floor and Female Ortho Ward 2nd floor Block 3-B of 500 bedded Hospital Dr. RPGMC Kangra at Tanda","Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Male Surgical Ward II, 3rd floor and Female Ortho Ward 2nd floor Block 3-B of 500 bedded Hospital Dr. RPGMC Kangra at Tanda",Please refer Tender documents. ,NA ,"9,05,472",Electrical Works,NA ,Tender,120.0,90.0,Tanda at Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Bank Draft towards the cost of bid document,"18,200",No,fixed,,Executive Engineer,Elect. Div. HPPWD Palampur,PWD,"Elect. Division, HPPWD Palampur",2019_PWD_27228_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_27228_3,"Elect. Division, HPPWD Palampur","Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Male Surgical Ward II, 3rd floor and Female Ortho Ward 2nd floor Block 3-B of 500 bedded Hospital Dr. RPGMC Kangra at Tanda",Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Smt. Sushila Nag HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Singh Tender Asstt. Sh. Ajay Paul Dealing Hand,Sanjeev Thakur,05-Mar-2019 04:42 PM,06-Mar-2019 11:30 AM,techsummary_38769.pdf (143.87 KB),Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Smt. Sushila Nag HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Chand Tender Asstt. Sh. Ajay Paul Dealing Asstt.,Sanjeev Thakur,11-Mar-2019 02:07 PM,finsummary_38769.pdf (75.37 KB),10-Jun-2019,"INR 905,472",90.0,Sanjeev Thakur,25-Jun-2019 01:01 PM,27228_3.pdf (323.00 KB),"work awarded to the lowest bidder vide thia office letter no. 1326-31, dated 10.06.2019",1.0,115451.0,Hindustan Ref. Works,26-Feb-2019 10:06 PM,Rejected-AOC,L2,25-Jun-2019 01:01 PM,Technical,as per uploaded document,Sanjeev Thakur,05-Mar-2019 04:26 PM,technical_38769.pdf,1.0,114410.0,vijan agencies,INR,"934,392",Finance,as per uploaded document,Sanjeev Thakur,11-Mar-2019 01:47 PM,finance_38769.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposited (EMD) in prescribed form duly pledged,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,114410.0,vijan agencies,26-Feb-2019 03:32 PM,Accepted-AOC,bidder was lowest (L1),25-Jun-2019 01:01 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of being Principal Manufacturer/ OEM/ authorized Franchisee,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST registration certificate,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF registration certificate,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest income tax return,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form-8 on judicial papers duly signed,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
