Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
18-Apr-2017 05:30 PM,11-May-2017 03:30 PM,18-Apr-2017 05:30 PM,09-May-2017 04:00 PM,18-Apr-2017 05:30 PM ,18-Apr-2017 05:30 PM ,19-Apr-2017 05:30 PM,09-May-2017 04:00 PM,25-May-2017 12:15 PM,1.0,Fee/PreQual/Technical,.pdf,iii. Certificate of registration with IPH Department in appropriate class and latest renewal thereof,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP",No. EE IPH HMR TA E-Tender 2016-17- 452-54,2017_HPIPH_15891_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"50,000",Yes,fixed,,Executive Engineer IPH Division Hamirpur,Executive Engineer IPH Division Hamirpur,1.0,DD - Demand Draft,EE IPH division Hamirpur,Executive Engineer IPH Division Hamirpur Tehsil and Distt. Hamirpur,"2,500",Executive Engineer IPH Division Hamirpur,Executive Engineer IPH Division Hamirpur,Yes,Tenders for installation of Hand Pumps,Providing and Installation of 220 Nos India Mark-III 65 mm and Mark-II 32mm deep bore well hand pumps on road off road locations in Non Tribal District of Himachal Pradesh S.H Drilling of bore wells by DTH ODEX Percussion Calyx RC portable,Please refer Tender documents. ,NA ,"3,61,66,850",Civil Works,NA ,Tender,120.0,365.0,In Distt. Hamirpur,177001.0,NA ,NA ,NA ,IPH Division Hamirpur,No ,No,AOC,EE IPH Division Barsar,Internal,Sh. Shushil Kumar Sr. Assistant Supdtt. Gr-II HDM IPH Division Barsar,Jitender Kumar,19-Jun-2019 06:03 PM,finsummary_21611.pdf (43.79 KB),"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP",2017_HPIPH_15891_1,No. EE IPH HMR TA E-Tender 2016-17- 452-54,Tenders for installation of Hand Pumps,1.0,58618.0,PRAGATI TOWERS CORPORATION,INR,"51,360,400",Chief Engineer (HZ) IPH Department Hamirpur,Internal,Er. V.K. Bansal Assistant Engineer D Er. Neeraj Bhogal EE IPH division Hamirpur Er. P.K. Vaidya EE HZ Hamirpur Er. Arvind Chadha SE IPH Circle Hamirpur Er. J.S. Sodhi S.E. D Hamirpur,Rajender Kumar Khawla,25-May-2017 12:11 PM,25-May-2017 12:15 PM,techsummary_21611.pdf (815.64 KB),1,59619,Chauhan Borewell,07-May-2017 06:21 PM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,19-Jun-2019,"INR 2,061,400",365.0,Jitender Kumar,19-Jun-2019 06:08 PM,AOC.pdf (43.00 KB),AOC,Finance,Bid opening summary,Rajender Kumar Khawla,25-May-2017 01:17 PM,finance_21611.pdf,BOQ Comparative Chart,Technical,Bid opening proceeding,Rajender Kumar Khawla,25-May-2017 11:58 AM,technical_21611.pdf,AOC
,,,,,,,,,,,.pdf,Earnest money amounting to Rs. 50000 plugged in favour of EE IPH Division Hamirpur,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,59344.0,Expert Drillers,INR,"48,731,680",,,,,,,,2,59344,Expert Drillers,08-May-2017 05:31 PM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,The cost of tender form demand draft in favour of E E IPH Divin.Hamirpur amounting to Rs. 2500 Twp T,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3.0,59353.0,Super Drillers,INR,"49,545,200",,,,,,,,3,59495,Gian Chand Contactor,09-May-2017 01:59 PM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Income Tax Sales Tax registration and latest clearance certificates thereof.,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4.0,59355.0,Water On Wants,INR,"49,930,680",,,,,,,,4,59562,Gopal Mahajan,08-May-2017 12:43 PM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Copy of EPF registration No,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5.0,59450.0,Shiv Drillers,INR,"2,061,400",,,,,,,,5,59452,Himalyaboring compay,06-May-2017 09:34 AM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ where contractor will quote his offer for each item.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,6.0,59452.0,Himalyaboring compay,INR,"48,366,960",,,,,,,,6,59612,M/S Sidharth Bore Well,07-May-2017 05:07 PM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,7.0,59495.0,Gian Chand Contactor,INR,"48,860,800",,,,,,,,7,59515,PIONEER DRILLING CO. PVT. LTD. LTD.,06-May-2017 12:14 PM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,8.0,59515.0,PIONEER DRILLING CO. PVT. LTD. LTD.,INR,"48,137,400",,,,,,,,8,58618,PRAGATI TOWERS CORPORATION,06-May-2017 10:20 AM,Accepted-AOC,Accepted,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,9.0,59562.0,Gopal Mahajan,INR,"51,690,200",,,,,,,,9,59450,Shiv Drillers,06-May-2017 09:33 AM,Accepted-AOC,Accepted and awarded,19-Jun-2019 06:08 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,10.0,59612.0,M/S Sidharth Bore Well,INR,"52,194,000",,,,,,,,10,59761,shyam engineers,08-May-2017 07:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-May-2017 11:58 AM,,,,,,,,,,,,,,,,,,,AOC
