Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
C/O Road from Dhearda Nolha Dukhi Harsi in Km 0/0 to 1/500,C/O C.C. Pavement at RD 0/075 to 1/120 and 1/250 to 1/370,Please refer Tender documents. ,NA ,"5,35,352",Civil Works - Roads,NA ,Tender,120.0,120.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,PWD,C/O Road from Dhearda Nolha Dukhi Harsi,2019_PWD_27591_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,21-Feb-2019 03:00 PM,27-Feb-2019 11:30 AM,21-Feb-2019 03:00 PM,26-Feb-2019 05:00 PM,NA ,NA ,21-Feb-2019 03:00 PM,26-Feb-2019 05:00 PM,05-Mar-2019 11:00 AM,350.0,Executive Engineer HP PWD Division Jaisinghpur,Executive Engineer HP PWD Division Jaisinghpur,Yes,"10,800",Yes,fixed,,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,AOC,1.0,115485.0,parveen kumar,INR,"526,192",Finance,Financial_Evaluation,Virender Kumar,07-Mar-2019 04:11 PM,finance_39314.pdf,BOQ Comparative Chart,1.0,115217.0,arun kumar,25-Feb-2019 03:33 PM,Rejected-AOC,Rejected due to higher rates bidder L5,20-Jun-2019 02:37 PM,Technical,Summary,Virender Kumar,04-Mar-2019 12:18 PM,technical_39314.pdf,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,04-Mar-2019 12:19 PM,05-Mar-2019 11:00 AM,techsummary_39314.pdf (284.38 KB),PWD,2019_PWD_27591_1,C/O Road from Dhearda Nolha Dukhi Harsi,C/O Road from Dhearda Nolha Dukhi Harsi in Km 0/0 to 1/500,20-Jun-2019,"INR 535,352",120.0,Virender Kumar,20-Jun-2019 02:37 PM,Award_letter.pdf (412.00 KB),Award_letter,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,20-Jun-2019 02:35 PM,finsummary_39314.pdf (208.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,.pdf,Sale Tax/Vat/TIN/GST/PAN,AOC,,,,,,,,,,,,2.0,115357.0,Kulbir Jaggi Govt. Cont.,25-Feb-2019 07:22 PM,Rejected-AOC,Rejected due to higher rates bidder L3,20-Jun-2019 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tax clearance certificate (TCC) issued from the Excise and Taxation Deptt.,AOC,,,,,,,,,,,,3.0,115561.0,NARAIN DASS,26-Feb-2019 12:51 PM,Rejected-AOC,Rejected due to higher rates bidder L2,20-Jun-2019 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,AOC,,,,,,,,,,,,4.0,115485.0,parveen kumar,26-Feb-2019 11:10 AM,Accepted-AOC,Accepted due to lowest rates bidder L1,20-Jun-2019 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,AOC,,,,,,,,,,,,5.0,115693.0,Raj Kumar Govt. Contractor,26-Feb-2019 04:33 PM,Rejected-AOC,Rejected due to higher rates bidder L4,20-Jun-2019 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E-mail addreses and Mobile Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
