Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Executive Engineer,Executive Engineer IPH Division Baggi,1.0,Fee/PreQual/Technical,.pdf,"i. EMD of Rs.15,00,000/- (Rupees Fifteen Lakh) only by way demand draft or fixed deposit, duly pled","15,00,000",No,fixed,,EE Baggi,Baggi,1.0,DD - Demand Draft,18-Jul-2018 06:00 PM,31-Aug-2018 11:30 AM,19-Jul-2018 09:00 AM,30-Aug-2018 05:00 PM,19-Jul-2018 10:00 AM ,31-Jul-2018 04:00 PM ,19-Jul-2018 10:00 AM,30-Aug-2018 05:00 PM,11-Sep-2018 02:50 PM,"2,500",EE Baggi,Baggi,Yes,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Baggi,Irrigation and Public Health,HP",5569-5649 Dated 18/7/2018,2018_HPIPH_22392_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,Job contract for providing Manpower like Beldar/ Chowkidar/ Fitter/Pump Operator (part-time basis i.e. 6 hours per day) on various works in Himachal Pradesh for a period of one year,as per BOQ,as per NIT ,NA ,1.0,Manpower Supply,Providing manpower like beldar chowkidar fitter PO ,Tender,120.0,365.0,Baggi,175027.0,Mandi ,Chief Engineer MZ IPH Department  ,03-Aug-2018 11:00 AM ,Baggi,No ,No,1.0,Tender extended,Date,,AOC,ER SUMAN VIKRANT ENG IPH SHIMLA,Internal,SOMA DEVI RAVINDER KUMAR EE D-1 JAL BHABAN SHIMLA CHHABIL CHAND EE BAGGI VIJAY DHATWALIA SE Jal Bhawan Shimla SK Kanotra SE SNR SK DHIMAN CE D AND M NAVEEN PURI CE MANDI,Chhabil Chand Mahotal,19-Jun-2019 03:25 PM,finsummary_31483.pdf (42.34 KB),1.0,92338.0,Shimla Cleanways,INR,"6,330,288","HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Baggi,Irrigation and Public Health,HP",2018_HPIPH_22392_1,5569-5649 Dated 18/7/2018,Job contract for providing Manpower like Beldar/ Chowkidar/ Fitter/Pump Operator (part-time basis i.e. 6 hours per day) on various works in Himachal Pradesh for a period of one year,1.0,93055.0,J Star Secuity Pvt Ltd,29-Aug-2018 05:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Sep-2018 02:40 PM,Er Naveen Puri CE Mandi,Internal,Suresh Kumar Gupta Dinesh Kumar Sharma Er Lalita Kumari Er Chhabil Chand Mahotal Er R K Saini Er Chatter Singh Thakur,Chhabil Chand Mahotal,11-Sep-2018 02:48 PM,11-Sep-2018 02:50 PM,techsummary_31483.pdf (1597.34 KB),19-Jun-2019,"INR 10,526,058",365.0,Chhabil Chand Mahotal,19-Jun-2019 03:33 PM,JOB_CONTRACT_FOR_MANPOWER004.pdf (4019.00 KB),as per BOQ,Technical,TECHNICAL BIDS,Chhabil Chand Mahotal,11-Sep-2018 02:40 PM,technical_31483.pdf,Finance,FINANCIAL BIDS,Chhabil Chand Mahotal,11-Sep-2018 03:25 PM,finance_31483.pdf,BOQ Comparative Chart,AOC
,,,,.pdf,ii. Proof of depositing the cost of tender document.,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,90586.0,Mandvi Building Management Services,30-Aug-2018 12:50 PM,Rejected-Finance,NOT AWARDED,19-Jun-2019 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,iii. Certificate of registration of Agency/Firm as Contractor or as Company in the State of Himachal,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,93096.0,NUVISION COMMERCIAL & ESCORT SERVICES,29-Aug-2018 08:43 PM,Rejected-Finance,NOT AWARDED,19-Jun-2019 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"iv. Self attested copy of labour license under Contract Labour Act, 1970 regarding previous contract",,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,92338.0,Shimla Cleanways,23-Aug-2018 06:05 PM,Accepted-AOC,AOC ISSUED,19-Jun-2019 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,v. Self attested copy of valid GST registration certificate.,,,,,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5.0,92801.0,TIGER 4 SECURITY AND DETECTIVE INDIA PVT LTD,27-Aug-2018 01:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Sep-2018 02:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,vi. Self-attested copy of registration under EPF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6.0,92586.0,XEAM Ventures Pvt Ltd,30-Aug-2018 03:45 PM,Rejected-Finance,NOT AWARED,19-Jun-2019 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,vii. Self attested copy of registration under ESI.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"viii. In case of a company, the attested copy of registration under Companies Act., 1956 as applicab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"ix.Proof of having average annual turnover amounting to Rs.7,00,00,000 ending 31.3.2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,x.Performance Certificate issued by concerned Agency/ Department to whom services of similar nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
