Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,PRC NMT Dhandri under Bharwain Division.,2018_PWD_23065_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,500",EE Bharwain,PNB at Amb,No,24-Aug-2018 06:00 PM,31-Aug-2018 11:30 AM,24-Aug-2018 06:00 PM,30-Aug-2018 06:00 PM,NA ,NA ,24-Aug-2018 06:00 PM,30-Aug-2018 06:00 PM,25-Sep-2018 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),Executive Engineer,Executive Engineer Bharwain Division HPPWD Bharwain,Periodical renewal coat 25mm thick semi dense bituminous concrete with paver on NMT to Dhandri road km 1000 to 4825 VR0077 under PMGSY Financial Incentive,Periodical renewal coat 25mm thick semi dense bituminous concrete with paver on NMT to Dhandri road km 1000 to 4825 VR0077 under PMGSY Financial Incentive,Tender documents ,NA ,"26,15,981",Civil Works,Road ,Tender,120.0,120.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,"46,800",No,fixed,,E E Bharwain,PNB at Amb,1.0,DD - Demand Draft,AOC,PWD,2018_PWD_23065_1,PRC NMT Dhandri under Bharwain Division.,Periodical renewal coat 25mm thick semi dense bituminous concrete with paver on NMT to Dhandri road km 1000 to 4825 VR0077 under PMGSY Financial Incentive,Er.HL Sharma,Internal,Sh. Parkash Chand Supdt Gr-II Smt Pawana Kumari Supdt GR-II Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE Er HL Sharma Chairmain cum EE,Baldev Singh,25-Sep-2018 10:22 AM,25-Sep-2018 10:30 AM,techsummary_32304.pdf (1116.02 KB),Er.H.L. Sharma,Internal,Summary attached,Harbans Lal Sharma,01-May-2019 06:08 PM,finsummary_32304.pdf (755.32 KB),15-Jun-2019,"INR 2,615,980",120.0,Baldev Singh,15-Jun-2019 03:20 PM,AWNO9615da9102018.PDF (754.00 KB),AW No. 9615-24 dated 9-10-2018,1.0,93200.0,ISHAN THAKUR,30-Aug-2018 04:20 PM,Accepted-AOC,ok,15-Jun-2019 03:20 PM,Technical,Sh. Parkash Chand Supdt Gr-II Smt Pawana Kumari Supdt GR-II Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE Er HL Sharma Chairmain cum EE,Baldev Singh,24-Sep-2018 06:01 PM,technical_32304.pdf,Finance,Summary attached,Harbans Lal Sharma,29-Apr-2019 11:38 AM,finance_32304.pdf,BOQ Comparative Chart,1.0,93200.0,ISHAN THAKUR,INR,"3,085,832",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in scheduled F),,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,93214.0,Kamal Kumar,30-Aug-2018 05:36 PM,Rejected-Technical,Original documents not receive,25-Sep-2018 10:22 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and Clearance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,93207.0,V.B Construction Company,30-Aug-2018 04:07 PM,Rejected-AOC,ok,15-Jun-2019 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration (General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and Work in hand certificate General Rule No.19(Shown in scheduled F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A certificate regarding not more than two works in hand under this division to be issued by the EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. authorization of upload and sign the tender documents formalities related to the work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machineries Tool plants Indicated in schedule-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of equipments (Indicated in schedule-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him (Gener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
