S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,93184.0,Shiv Kumar Govt Contractor,INR,"950,322",Finance,Summary attached,Harbans Lal Sharma,29-Apr-2019 11:48 AM,finance_32311.pdf,BOQ Comparative Chart,Technical,Sh. Parkash Chand Supdt Gr-II Smt Pawana Kumari Supdt GR-II Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE Er HL Sharma Chairmain cum EE,Baldev Singh,24-Sep-2018 06:06 PM,technical_32311.pdf,1.0,93194.0,ganesh,30-Aug-2018 02:23 PM,Rejected-AOC,ok,15-Jun-2019 03:41 PM,Er.H.L. Sharma,Internal,Summary attached,Harbans Lal Sharma,01-May-2019 05:52 PM,finsummary_32311.pdf (755.32 KB),15-Jun-2019,"INR 813,822",30.0,Baldev Singh,15-Jun-2019 03:41 PM,AWNO10810dated2112018.PDF (734.00 KB),AW No. 1810-18 dt. 2-11-2018,PWD,2018_PWD_23072_1,PRC Village Dangoh Khas Under Bharwain Divn,Periodical renewal coat 25mm thick semi dense bituminous concrete with paver on link road to village Dangoh Khas km 2000 to 3190 (VR0024) under PMGSY(Financial Incentive),Er.HL Sharma,Internal,Sh. Parkash Chand Supdt Gr-II Smt Pawana Kumari Supdt GR-II Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE Er HL Sharma Chairmain cum EE,Baldev Singh,25-Sep-2018 10:14 AM,25-Sep-2018 10:30 AM,techsummary_32311.pdf (1116.02 KB),AOC,350.0,EE Bharwain,PNB at Amb,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),1.0,DD - Demand Draft,PWD,PRC Village Dangoh Khas Under Bharwain Divn,2018_PWD_23072_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,25-Aug-2018 02:00 PM,31-Aug-2018 11:30 AM,25-Aug-2018 02:00 PM,30-Aug-2018 06:00 PM,NA ,NA ,25-Aug-2018 02:00 PM,30-Aug-2018 06:00 PM,25-Sep-2018 10:30 AM,Executive Engineer,Executive Engineer Bharwain Division HPPWD Bharwain,Periodical renewal coat 25mm thick semi dense bituminous concrete with paver on link road to village Dangoh Khas km 2000 to 3190 (VR0024) under PMGSY(Financial Incentive),Periodical renewal coat 25mm thick semi dense bituminous concrete with paver on link road to village Dangoh Khas km 2000 to 3190 (VR0024) under PMGSY(Financial Incentive),Tender documents  ,NA ,"8,13,822",Civil Works,Road ,Tender,120.0,30.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,"16,300",No,fixed,,E E Bharwain,PNB at Amb,AOC
,,,,,,,,,,,,,,,,2.0,93184.0,Shiv Kumar Govt Contractor,30-Aug-2018 01:03 PM,Accepted-AOC,ok,15-Jun-2019 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Earnest money as indicated in scheduled F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,GST Registration and Clearance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Contractors registration (General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Work done certificate and Work in hand certificate General Rule No.19(Shown in scheduled F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,A certificate regarding not more than two works in hand under this division to be issued by the EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit reg. authorization of upload and sign the tender documents formalities related to the work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,List of machineries Tool plants Indicated in schedule-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him (Gener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit reg. (i) information furnished is correct (ii) as per Bid capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
