S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,60597,dinesh kumar lath,20-May-2017 07:40 AM,Rejected-Technical,Reject,27-May-2017 01:26 PM,Executive Engineer,Internal,Supdt HDM DAO Ae to EE,Suresh Mahajan,27-May-2017 01:26 PM,27-May-2017 01:35 PM,techsummary_22109.pdf (34.98 KB),Technical,comparative,Suresh Mahajan,27-May-2017 01:22 PM,technical_22109.pdf,Finance,successfully Opened,Kewal Krishan Kapoor,24-Jun-2019 10:55 AM,finance_22109.pdf,BOQ Comparative Chart,25-Jun-2019,"INR 7,260,464",90.0,Rajesh Kumar Kanunugo,25-Jun-2019 04:47 PM,16188.pdf (303.00 KB),Awardletter,1.0,60507.0,sadeep kumar,INR,"7,126,556","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP",2017_HPIPH_16188_2,EE-IPH-Dehra-Guler Kherian,Improvement and augumentation of Guler and village Kherian in Tehsil Dehra Distt Kangra,EE,Internal,AEtoEE Supdt HDM Sr Asstt,Rajesh Kumar Kanunugo,25-Jun-2019 04:44 PM,finsummary_22109.pdf (24.37 KB),AOC,09-May-2017 05:00 PM,20-May-2017 11:30 AM,09-May-2017 05:00 PM,20-May-2017 11:00 AM,NA ,NA ,09-May-2017 05:00 PM,20-May-2017 11:00 AM,27-May-2017 01:35 PM,800.0,EE Dehra,Dehra,Yes,Executive Engineer,IPH Division Dehra,1.0,FDR - Fixed Deposit,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP",EE-IPH-Dehra-Guler Kherian,2017_HPIPH_16188_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form,"1,07,500",Yes,fixed,,EE Dehra,Dehra,Improvement and augumentation of Guler and village Kherian in Tehsil Dehra Distt Kangra,Providing laying jointing and testing of MSERW pipe of 200mm dia for rising main in Phase 2nd Haripur,Please refer Tender documents. ,NA ,"74,98,926",Civil Works,NA ,Tender,120.0,90.0,Haripur,177101.0,NA ,NA ,NA ,IPH Division Dehra,No ,No,AOC
2,60611,KATIANI CONSTRUCTION,19-May-2017 10:05 PM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money duly pledged in the name of EE,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,60484,KRP Engineering Pvt. Ltd.,19-May-2017 06:25 PM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration with IPH Department,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,60397,Malkiat Singh Parmar,19-May-2017 09:03 PM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income tax and sale tax clearance,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,60366,Pawan Kumar Sharma Govt Contractor,19-May-2017 03:44 PM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,60592,Ravinder Kumar Sahore,19-May-2017 07:59 PM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,60507,sadeep kumar,20-May-2017 07:54 AM,Accepted-AOC,accept,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,60456,sanjeev kumar,20-May-2017 10:35 AM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,60504,SANJEEV THAKUR,18-May-2017 09:32 PM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,60625,Shashank Jagota Govt. Contractor,20-May-2017 01:17 AM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,60609,Universal Electric Engineers,19-May-2017 09:35 PM,Rejected-AOC,reject,25-Jun-2019 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,60560,V S CONTRACTORS AND ENGINEERS,19-May-2017 03:45 PM,Rejected-Technical,Reject,27-May-2017 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
