Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Construction of additional accommodation in GSSS (Girls) at Pipliwala in tehsil Paonta Sahib, District Sirmour (HP) (SH Construction of Two Nos. additional class rooms)","Construction of additional accommodation in GSSS (Girls) at Pipliwala in tehsil Paonta Sahib, District Sirmour (HP) (SH Construction of Two Nos. additional class rooms)",please refer tender document ,NA ,"13,25,908",Civil Works - Buildings,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,PWD,CB/Tender2018-19 14405-54 dt 05.03.2019,2019_PWD_28566_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,20-Mar-2019 04:30 PM,10-Apr-2019 11:30 AM,20-Mar-2019 05:00 PM,09-Apr-2019 05:00 PM,NA ,NA ,20-Mar-2019 05:00 PM,09-Apr-2019 05:00 PM,16-Apr-2019 03:00 PM,500.0,EE Paonta Sahib,Paonta Sahib,Yes,Executive Engineer PWD Paonta Sahib,Executive Engineer PWD Paonta Sahib District Sirmour (HP),1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,1.0,DD - Demand Draft,"26,600",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,AOC,Finance,Summary,Ajay Kumar Sharma,04-Jun-2019 11:53 AM,finance_41132.pdf,BOQ Comparative Chart,1.0,119818.0,Javed Ali,INR,"1,146,084",1,120431,Basti Ram,08-Apr-2019 09:26 AM,Rejected-Technical,Not Qualified,16-Apr-2019 11:43 AM,Technical,summary,Ajay Kumar Sharma,16-Apr-2019 11:08 AM,technical_41132.pdf,PWD,2019_PWD_28566_1,CB/Tender2018-19 14405-54 dt 05.03.2019,"Construction of additional accommodation in GSSS (Girls) at Pipliwala in tehsil Paonta Sahib, District Sirmour (HP) (SH Construction of Two Nos. additional class rooms)",Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,16-Apr-2019 11:43 AM,16-Apr-2019 03:00 PM,techsummary_41132.pdf (1238.07 KB),Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,04-Jun-2019 12:06 PM,finsummary_41132.pdf (344.72 KB),04-Jun-2019,"INR 1,325,908",90.0,Ajay Kumar Sharma,04-Jun-2019 12:09 PM,aoc.pdf (764.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,2.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,2,120499,Dhanvir Singh,09-Apr-2019 02:29 PM,Rejected-Finance,L8,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,AOC,,,,,,,,,,,,3,120428,Gurmeet Singh,07-Apr-2019 09:09 PM,Rejected-Finance,L4,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,AOC,,,,,,,,,,,,4,120493,hement,09-Apr-2019 12:34 PM,Rejected-Finance,L2,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy List of machinery tools andplants as per schedule-F Sr.No.6.19 Refer clause No 18 also.,,,,,,,,,AOC,,,,,,,,,,,,5,120503,HUSSAIN DIN,09-Apr-2019 04:44 PM,Rejected-Finance,L5,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,AOC,,,,,,,,,,,,6,119818,Javed Ali,26-Mar-2019 08:00 PM,Accepted-AOC,L1,04-Jun-2019 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,AOC,,,,,,,,,,,,7,120478,Nikhil,08-Apr-2019 05:22 PM,Rejected-Finance,L6,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,AOC,,,,,,,,,,,,8,120178,Ravinder Singh,30-Mar-2019 11:16 AM,Rejected-Finance,L7,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,9,120500,SURENDER SINGH,09-Apr-2019 02:48 PM,Rejected-Finance,L9,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,120501,WASIM ANSARI,09-Apr-2019 03:35 PM,Rejected-Finance,L3,04-Jun-2019 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
