Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"1,500",EE Hamirpur,EE Hamirpur,No,EE Hamirpur,Executive Engineer HPPWD Division Hamirpur,Annual maintenance for the year 2018-19 of MDR Hamirpur Sujanpur,road under Sujanpur Sub-Division DRRP No HP 0301MDR086,Please refer Tender documents. ,NA ,"51,45,569",Civil Works - Roads,NA ,Tender,120.0,NA ,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"84,000",No,fixed,,EE Hamirpur,EE Hamirpur,PWD,AMP 2018-19 of MDR Hamirpur Sujanpur,2018_PWD_20866_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,25-Apr-2018 10:00 AM,07-May-2018 03:00 PM,25-Apr-2018 10:00 AM,07-May-2018 10:30 AM,NA ,NA ,25-Apr-2018 10:00 AM,07-May-2018 10:30 AM,12-May-2018 11:35 AM,1.0,DD - Demand Draft,AOC,1.0,83634.0,Praveen Kumar,INR,"6,244,351",Finance,Attached,Santosh Kumar Katoch,29-Apr-2019 03:56 PM,finance_29489.pdf,BOQ Comparative Chart,1.0,83630.0,gov. contractor,06-May-2018 10:30 PM,Rejected-AOC,l2,08-Jun-2019 12:01 PM,Technical,Attached,Narinder Paul Singh Chauhan,12-May-2018 11:11 AM,technical_29489.pdf,EE Hamirpur,Internal,SupdtHDMAEtoEESupdtAB,Narinder Paul Singh Chauhan,12-May-2018 11:25 AM,12-May-2018 11:35 AM,techsummary_29489.pdf (178.15 KB),PWD,2018_PWD_20866_1,AMP 2018-19 of MDR Hamirpur Sujanpur,Annual maintenance for the year 2018-19 of MDR Hamirpur Sujanpur,08-Jun-2019,"INR 5,940,891",60.0,Vivek Sharma,08-Jun-2019 12:01 PM,20866F.pdf (1426.00 KB),Award,EEHAmirpur,Internal,SupstHDMSrDAOAEtoEE,Santosh Kumar Katoch,29-Apr-2019 05:25 PM,finsummary_29489.pdf (640.94 KB),AOC
,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,83634.0,Praveen Kumar,06-May-2018 11:10 PM,Accepted-AOC,l1,08-Jun-2019 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,83492.0,Rajinder Rana,06-May-2018 10:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-May-2018 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,83636.0,umesh sharma,06-May-2018 11:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-May-2018 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The bidders are required paver Machine and Mini Hot Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Financial Turn Over of last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,similar work done of amount not less than 40 Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
