Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
15-Jun-2019,"INR 49,350,327",730.0,Naresh Raj Chandel,15-Jun-2019 12:07 PM,AOCCarParking.pdf (4786.00 KB),AOC issued.,CE Mzndi Zone HPPWD Mandi,Internal,S E (DandW) MZ SE 1st Circle Mandi EE(D Bldg) MZ EE SNR Division Dy Contr (FandA) MZ Planning Officer (Bldg) MZ,Naresh Raj Chandel,15-Jun-2019 11:58 AM,finsummary_38526.pdf (4786.36 KB),Er D R Chahan E.E.,Internal,Naresh Raj Chandel A.E. Member Sushil Kumar DAO Member Dinesh Sen HDM Member Girja Sharma Supdt. Member,Naresh Raj Chandel,27-Feb-2019 02:48 PM,27-Feb-2019 04:00 PM,techsummary_38526.pdf (5403.38 KB),PWD,2019_PWD_27050_1,C/o Car Parking near Lalit Chowk Sundernagar,Construction of Car Parking Near Lalit Chowk Sundernagar Distt. Mandi H.P.,Finance,FBOS,Naresh Raj Chandel,28-Feb-2019 11:02 AM,finance_38526.pdf,BOQ Comparative Chart,1.0,114667.0,KDN Infrastructure Pvt. Ltd.,INR,"49,350,327",Technical,BOS,Devi Ram Chauhan,25-Feb-2019 12:13 PM,technical_38526.pdf,1.0,114497.0,JEET KUMAR GUPTA,21-Feb-2019 11:03 PM,Rejected-AOC,not found lowest,15-Jun-2019 12:07 PM,AOC,09-Feb-2019 10:00 AM,23-Feb-2019 11:00 AM,09-Feb-2019 10:15 AM,22-Feb-2019 06:00 PM,NA ,NA ,09-Feb-2019 11:00 AM,22-Feb-2019 06:00 PM,27-Feb-2019 04:00 PM,PWD,C/o Car Parking near Lalit Chowk Sundernagar,2019_PWD_27050_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Corrignedum BOQ,Financial Bid,,"5,000",EE Sundernagar,Sundernagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Construction of Car Parking Near Lalit Chowk Sundernagar Distt. Mandi H.P.,SH Construction of building portion and providing water supply and sanitary installation.,Please refer Tender documents. ,NA ,"3,90,39,058",Civil Works - Buildings,NA ,Tender,120.0,730.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,1.0,DD - Demand Draft,Executive Engineer Sunder Nagar Division HPPWD,O/O Executive Engineer Sunder Nagar Division HPPWD,"4,23,000",No,fixed,,EE Sundernagar,Sundernagar,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,114667.0,KDN Infrastructure Pvt. Ltd.,22-Feb-2019 04:16 PM,Accepted-AOC,found lowest,15-Jun-2019 12:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,113651.0,NARAIN DASS NAIK,22-Feb-2019 08:17 AM,Rejected-AOC,not found lowest,15-Jun-2019 12:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,113755.0,SHIV RAM,20-Feb-2019 09:52 PM,Rejected-Technical,Being Non-responsive,27-Feb-2019 02:48 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,114556.0,unipro,22-Feb-2019 11:45 AM,Rejected-AOC,not found lowest,15-Jun-2019 12:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration/ affidavit as per clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
