Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,PWD Civil-8845-65-Tanda,2019_PWD_26098_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Executive Engineer HP PWD Division Tanda at Nagrota Bagwan,350.0,Executive Engineer HPPWD Division,Tanda at Nagrota Bagwan,No,1.0,DD - Demand Draft,22-Jan-2019 05:05 PM,07-Feb-2019 11:30 AM,22-Jan-2019 05:05 PM,06-Feb-2019 05:05 PM,NA ,NA ,22-Jan-2019 05:05 PM,06-Feb-2019 05:05 PM,20-Feb-2019 02:00 PM,Periodic maintenance of link road to village Sakra Basti road Km 0/000 to 1/500 under Annual Maintenance Plan for the year 2019-20 (HP0408VR183) in Distt. Kangra (H.P.),Providing and laying 25mm thick bitumen concrete with paver finisher complete in Km 0/000 to 1/000 and 1/000 to 1/500,Please refer Tender documents. ,NA ,"9,66,245",Civil Works - Roads,NA ,Rate Contract,120.0,90.0,TANDA,176002.0,NA ,NA ,NA ,EE Tanda at Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,"19,330",No,fixed,,Executive Engineer HPPWD Division,Tanda at Nagrota Bagwan,AOC,1.0,111017.0,Rohit,06-Feb-2019 12:30 PM,Accepted-AOC,L1,21-Jun-2019 10:38 AM,Technical,Sum,Suresh Kumar Walia,20-Feb-2019 12:52 PM,technical_36837.pdf,1.0,111017.0,Rohit,INR,"1,222,518",Finance,Sum,Suresh Kumar Walia,20-Feb-2019 04:43 PM,finance_36837.pdf,BOQ Comparative Chart,Dr Suresh Kumar Walia,Internal,J N Sharna AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Vijay Sharma HDM,Suresh Kumar Walia,20-Feb-2019 12:54 PM,20-Feb-2019 02:00 PM,techsummary_36837.pdf (610.02 KB),PWD,2019_PWD_26098_6,PWD Civil-8845-65-Tanda,Periodic maintenance of link road to village Sakra Basti road Km 0/000 to 1/500 under Annual Maintenance Plan for the year 2019-20 (HP0408VR183) in Distt. Kangra (H.P.),20-Jun-2019,"INR 1,222,518",90.0,Suresh Kumar Walia,21-Jun-2019 10:38 AM,Award.PDF.pdf (758.00 KB),Award,Dr Suresh Kumar Walia,Internal,JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Vijay Sharma HDM,Suresh Kumar Walia,20-Feb-2019 04:46 PM,finsummary_36837.pdf (610.02 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,AOC,2.0,110992.0,Sanjay Kumar,05-Feb-2019 05:24 PM,Rejected-AOC,l2,21-Jun-2019 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,AOC,3.0,110439.0,VIRENDER PRASHAD SHARMA,03-Feb-2019 03:44 PM,Rejected-AOC,L3,21-Jun-2019 10:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done Certificate,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking no arbitration/litigation with PWD in pending in any court of Law,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit true information,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
