Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of Tallerghat Mahunag road Km 0/0 to 5/0,SH C/o V- shape and U shape side drains Km 0/0 to 1/540,Please refer Tender documents. ,NA ,"7,97,835",Civil Works - Roads,NA ,Tender,120.0,60.0,NALAGARH,174101.0,NA ,NA ,NA ,NALAGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,DD - Demand Draft,PWD,21669-75 DT 08.02.2019,2019_PWD_27191_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,12-Feb-2019 03:00 PM,23-Feb-2019 11:30 AM,12-Feb-2019 03:00 PM,23-Feb-2019 11:00 AM,NA ,NA ,12-Feb-2019 03:00 PM,23-Feb-2019 11:00 AM,27-Feb-2019 03:55 PM,500.0,EE NALAGARH,NALAGARH,No,"15,800",No,fixed,,EE NALAGARH,NALAGARH,EE NALAGARH,HPPWD NALAGARH,AOC,PWD,2019_PWD_27191_2,21669-75 DT 08.02.2019,Construction of Tallerghat Mahunag road Km 0/0 to 5/0,ee,Internal,eeaehdmado,Sanjiv Kumar Agnihotri,27-Feb-2019 03:50 PM,27-Feb-2019 03:55 PM,techsummary_38717.pdf (1372.04 KB),ee,Internal,aeeehdm,Raj Kumar,14-Jun-2019 12:52 PM,finsummary_38717.pdf (1183.41 KB),14-Jun-2019,"INR 826,652",60.0,Raj Kumar,14-Jun-2019 12:54 PM,QualityMannualsI.pdf (1183.00 KB),y,1.0,114640.0,HUKAM SINGH CONTRACTOR,22-Feb-2019 03:07 PM,Accepted-AOC,y,14-Jun-2019 12:54 PM,Technical,sum,Sanjiv Kumar Agnihotri,27-Feb-2019 03:48 PM,technical_38717.pdf,Finance,sum,Raj Kumar,27-Feb-2019 04:17 PM,finance_38717.pdf,BOQ Comparative Chart,1.0,114640.0,HUKAM SINGH CONTRACTOR,INR,"826,652",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,114574.0,RAM PAL CHANDEL,22-Feb-2019 01:17 PM,Rejected-AOC,y,14-Jun-2019 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,114774.0,shubham govt.contractor,23-Feb-2019 09:09 AM,Rejected-AOC,y,14-Jun-2019 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,114648.0,Sudershan,23-Feb-2019 10:14 AM,Rejected-AOC,y,14-Jun-2019 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
