Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
500.0,EE BBNDA BADDI,BBNDA BADDI,No,Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla,BBNDA-06(PROEJCT)NIT/-5477-87 DATED 02.03.2019,2019_BBNDA_28142_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"40,750",No,fixed,,EE BBNDA BADDI,BBNDA BADDI,06-Mar-2019 06:00 PM,23-Mar-2019 02:30 PM,06-Mar-2019 06:00 PM,20-Mar-2019 05:00 PM,06-Mar-2019 06:00 PM ,20-Mar-2019 04:00 PM ,06-Mar-2019 06:00 PM,20-Mar-2019 05:00 PM,26-Mar-2019 12:50 PM,C/o link road from panchayat ghar kirpalpur to khera bye pass road with 80 mm thick interlocking pavers blocks and side drain km 0/00 to 0/500.,C/o link road from panchayat ghar kirpalpur to khera bye pass road with 80 mm thick interlocking pavers blocks and side drain km 0/00 to 0/500.,Please refer Tender documents. ,NA ,"22,15,612",Civil Works - Roads,NA ,Tender,90.0,120.0,NALAGARH,174101.0,NA ,NA ,NA ,BBNDA BADDI,No ,No,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,NIT,EE BBNDA BADDI,BBNDA BADDI,AOC,Addl. CEO,Internal,EE,Bishan Dass,26-Mar-2019 12:45 PM,26-Mar-2019 12:50 PM,techsummary_40222.pdf (294.54 KB),1,118886,AIDANT IMPLEMENTATION PRIVATE LIMITED,17-Mar-2019 10:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Mar-2019 12:34 PM,01-Jun-2019,"INR 2,215,612",120.0,Bishan Dass,01-Jun-2019 04:22 PM,GobindSahib.pdf (419.00 KB),AOC,Finance,Financial Summary,Bishan Dass,01-Jun-2019 04:11 PM,finance_40222.pdf,BOQ Comparative Chart,Technical,Technical Summary,Bishan Dass,26-Mar-2019 12:34 PM,technical_40222.pdf,Addl. CEO,Internal,EE,Bishan Dass,01-Jun-2019 04:15 PM,finsummary_40222.pdf (191.77 KB),Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla,2019_BBNDA_28142_1,BBNDA-06(PROEJCT)NIT/-5477-87 DATED 02.03.2019,C/o link road from panchayat ghar kirpalpur to khera bye pass road with 80 mm thick interlocking pavers blocks and side drain km 0/00 to 0/500.,1.0,119138.0,gobind sahib enterprises,INR,"2,031,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,2,118896,AMANDEEP KALIA GOVT. CONTRACTOR,20-Mar-2019 11:45 AM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,119253,ANIL KUMAR (Govt.Contractor),20-Mar-2019 02:01 PM,Rejected-AOC,Reject,01-Jun-2019 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,119312,BHAJAN SINGH,20-Mar-2019 04:25 PM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,119051,Chuni Lal,20-Mar-2019 04:22 PM,Rejected-AOC,Reject,01-Jun-2019 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,119248,DARA SINGH CONTARCTOR,20-Mar-2019 02:20 PM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,119138,gobind sahib enterprises,19-Mar-2019 06:58 PM,Accepted-AOC,Accept,01-Jun-2019 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,119183,KULVINDER SINGH,20-Mar-2019 02:38 PM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,119229,MADAN SINGH (Govt. Contractor),20-Mar-2019 11:46 AM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,119204,mangla constructions,20-Mar-2019 10:29 AM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,119235,NARANJAN DASS,20-Mar-2019 11:52 AM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,119217,RAJAN GOVT CONTRACTOR,20-Mar-2019 11:13 AM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,119287,RAJ KUMAR,20-Mar-2019 04:17 PM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,119174,Raj kumari Govt. Contractor,20-Mar-2019 09:22 AM,Rejected-Finance,Reject,01-Jun-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,118749,YOGESH KUMAR GOVT CONTRACTOR,16-Mar-2019 12:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Mar-2019 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
