Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Bank Draft towards the cost of bid document,14-Feb-2019 10:00 AM,28-Feb-2019 11:30 AM,14-Feb-2019 10:00 AM,27-Feb-2019 05:00 PM,NA ,NA ,14-Feb-2019 10:00 AM,27-Feb-2019 05:00 PM,06-Mar-2019 11:30 AM,Executive Engineer,Elect. Division HPPWD Palampur,1.0,DD - Demand Draft,"18,200",No,fixed,,Executive Engineer,Elect. Div. HPPWD Palampur,"Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Male Ortho Ward 2nd floor and OBG Ward Ist floor, Block 3-A of 500 bedded Hospital Dr. RPGMC Kangra at Tanda","Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Male Ortho Ward 2nd floor and OBG Ward Ist floor, Block 3-A of 500 bedded Hospital Dr. RPGMC Kangra at Tanda",Please refer Tender documents. ,NA ,"9,05,472",Electrical Works,NA ,Tender,120.0,90.0,Tanda at Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,350.0,Executive Engineer,Elect. Div. HPPWD Palampur,No,PWD,"Elect. Division, HPPWD Palampur",2019_PWD_27228_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_27228_2,"Elect. Division, HPPWD Palampur","Replacement of old damaged/condemn split air-conditioning units with new window type hot and cold air-conditioning units in Male Ortho Ward 2nd floor and OBG Ward Ist floor, Block 3-A of 500 bedded Hospital Dr. RPGMC Kangra at Tanda",Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Smt. Sushila Nag HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Singh Tender Asstt.Sh. Ajay Paul Dealing Hand,Sanjeev Thakur,05-Mar-2019 04:35 PM,06-Mar-2019 11:30 AM,techsummary_38766.pdf (144.49 KB),Er. Sanjeev Thakur Executive Engineer,Internal,Sh. Kirpal Chand Supdt. Smt. Sushila Nag HDM Sh. Rakesh Kumar Sr. Asstt. Sh. Ravinder Chand Tender Asstt. Sh. Ajay Paul Dealing Asstt.,Sanjeev Thakur,11-Mar-2019 02:04 PM,finsummary_38766.pdf (76.00 KB),28-May-2019,"INR 452,736",90.0,Sanjeev Thakur,03-Jun-2019 03:35 PM,27228_2.pdf (323.00 KB),"awarded to the lowest bidder vide this office letter No. 1023-28, dated 28.05.2019",1.0,115449.0,Hindustan Ref. Works,26-Feb-2019 10:06 PM,Accepted-AOC,bidder was lowest (L1),03-Jun-2019 03:35 PM,Technical,as per uploaded document,Sanjeev Thakur,05-Mar-2019 04:24 PM,technical_38766.pdf,Finance,as per uploaded document,Sanjeev Thakur,11-Mar-2019 01:38 PM,finance_38766.pdf,BOQ Comparative Chart,1.0,115449.0,Hindustan Ref. Works,INR,"466,980",AOC
,,.pdf,Earnest Money Deposited (EMD) in prescribed form duly pledged,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,114403.0,vijan agencies,25-Feb-2019 11:12 PM,Rejected-AOC,L2,03-Jun-2019 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Certificate of being Principal Manufacturer/ OEM/ authorized Franchisee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate as per Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of GST registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of EPF registration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of latest income tax return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form-8 on judicial papers duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding correctness of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no relative working in the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
