Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Periodical renewal on Salwala to Majri Paharuwala road (SH Providing and laying 25 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 0/0 to 0/780 and km 3/0 to 4/0 ) under AMP for the year 2018,Periodical renewal on Salwala to Majri Paharuwala road (SH Providing and laying 25 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 0/0 to 0/780 and km 3/0 to 4/0 ) under AMP for the year 2018,Please refer tender documents  ,NA ,"22,79,319",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,EE PWD Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,1.0,DD - Demand Draft,"45,600",No,fixed,,EE PWD Paonta Sahib,Paonta Sahib,EE PWD Paonta Sahib,EE PWD Paonta Sahib,1.0,Periodical renewal on Salwala to Majri Paharuwala road (SH Providing and laying 25 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 0/0 to 0/780 and km 3/0 to 4/0 ) under AMP for the year 2018,Other,,01-Mar-2018 04:30 PM,22-Mar-2018 11:30 AM,01-Mar-2018 05:00 PM,21-Mar-2018 05:00 PM,NA ,NA ,01-Mar-2018 05:00 PM,21-Mar-2018 05:00 PM,27-Mar-2018 03:00 PM,500.0,EE PWD Paonta Sahib,Paonta Sahib,No,PWD,9360-9410 dt 22-2-2018,2018_PWD_19844_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,79465.0,Nil,20-Mar-2018 04:27 PM,Rejected-Finance,L2,19-Jun-2019 01:08 PM,Technical,Bid Opening Summary,Pramod Upreti,27-Mar-2018 11:20 AM,technical_28015.pdf,Finance,Bid opening Summary,Pramod Upreti,29-Mar-2018 12:19 PM,finance_28015.pdf,BOQ Comparative Chart,1.0,78313.0,S.S. Associates,INR,"2,957,119",PWD,2018_PWD_19844_3,9360-9410 dt 22-2-2018,Periodical renewal on Salwala to Majri Paharuwala road (SH Providing and laying 25 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 0/0 to 0/780 and km 3/0 to 4/0 ) under AMP for the year 2018,Er. Ajay Kumar Sharma EE,Internal,Sh. Ram Gopal Gupta DHD Sh. Saran Singh Sr. Asstt. Smt. Neelam Gupta Supdt Gr. II Sh. Inder Singh Sr. Asstt.,Pramod Upreti,27-Mar-2018 11:21 AM,27-Mar-2018 03:00 PM,techsummary_28015.pdf (690.46 KB),Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,19-Jun-2019 01:08 PM,finsummary_28015.pdf (290.64 KB),19-Jun-2019,"INR 2,279,319",90.0,Ajay Kumar Sharma,19-Jun-2019 01:17 PM,aoc.pdf (875.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,78313.0,S.S. Associates,20-Mar-2018 01:02 PM,Accepted-AOC,L1,19-Jun-2019 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax Registration/GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of 40 present work done certificate for similar nature of work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Listofmachinerytoolplant alongwithproofofowner ship i.e.R.C.andpurchasebills S.No 6.19Ref.clauseno18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazatted and non gazatted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
