S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,113677.0,CHUNI LAL,INR,"6,216,468",Finance,ATTA,Maan Singh,01-Mar-2019 04:38 PM,finance_38945.pdf,BOQ Comparative Chart,Technical,ATTA,Maan Singh,01-Mar-2019 03:28 PM,technical_38945.pdf,1.0,113677.0,CHUNI LAL,20-Feb-2019 03:47 PM,Accepted-AOC,OK,14-Jun-2019 05:42 PM,MAAN SINGH,Internal,ALL,Maan Singh,23-Apr-2019 07:39 PM,finsummary_38945.pdf (291.26 KB),01-Jun-2019,"INR 6,216,468",180.0,Maan Singh,14-Jun-2019 05:42 PM,27339.PDF (315.00 KB),"Periodical maintenance on Bakhrot, Karsog, Sainj road MDR-21(Sub HeadProviding and laying 30 mm bituminous concrete, V-shaped drain in Km. 4/0 to 7/0, 13/0 to 14/0 23/0 to 24/0)",PWD,2019_PWD_27339_1,PW-KSG-E- TENDER/2018-1912726-31,"Periodical maintenance on Bakhrot, Karsog, Sainj road MDR-21(Sub HeadProviding and laying 30 mm bituminous concrete, V-shaped drain in Km. 4/0 to 7/0, 13/0 to 14/0 23/0 to 24/0)",MAAN SINGH,Internal,,Chaman Singh,01-Mar-2019 04:28 PM,01-Mar-2019 04:30 PM,techsummary_38945.pdf (278.08 KB),AOC,1.0,DD - Demand Draft,14-Feb-2019 06:00 PM,21-Feb-2019 10:00 AM,14-Feb-2019 06:00 PM,20-Feb-2019 05:00 PM,NA ,NA ,14-Feb-2019 06:00 PM,20-Feb-2019 05:00 PM,01-Mar-2019 04:30 PM,EE KARSOG,EE KARSG,"2,500",EE KARSOG,KARSOG,No,PWD,PW-KSG-E- TENDER/2018-1912726-31,2019_PWD_27339_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Periodical maintenance on Bakhrot, Karsog, Sainj road MDR-21(Sub HeadProviding and laying 30 mm bituminous concrete, V-shaped drain in Km. 4/0 to 7/0, 13/0 to 14/0 23/0 to 24/0)","Periodical maintenance on Bakhrot, Karsog, Sainj road MDR-21(Sub HeadProviding and laying 30 mm bituminous concrete, V-shaped drain in Km. 4/0 to 7/0, 13/0 to 14/0 23/0 to 24/0)",Please refer Tender documents. ,NA ,"49,19,135",Civil Works,NA ,Tender,60.0,180.0,KARSOG,175011.0,NA ,NA ,NA ,KARSOG,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,"81,300",No,fixed,,EE KARSOG,KARSOG,AOC
,,,,,,,,,,,,,,,,2.0,113927.0,PUNEET GOVT CONT,20-Feb-2019 04:27 PM,Rejected-Finance,OK,23-Apr-2019 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,MD Indicated In Schedule F.,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,113886.0,SURESH SHARMA GOVT CONTRACTOR,20-Feb-2019 03:25 PM,Rejected-Finance,OK,23-Apr-2019 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding No Relative Working in PWD Department,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Detail Litigation Cases.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as per Genral Rule 19 and 28.2b similar nature of Work and Working In Hand Certificate.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Performa of Schedules Sr No 6.19 Refere Clause No 18 with ownership proof,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Copy.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
