Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage
350.0,EE Paonta Sahib,Paonta Sahib,Yes,1.0,DD - Demand Draft,Executive Engineer PWD Paonta Sahib,Executive Engineer PWD Paonta Sahib,PWD,CB/Tender2018-19 13847-13896 dt 26.02.2019,2019_PWD_28217_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"11,210",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,07-Mar-2019 04:30 PM,20-Mar-2019 11:30 AM,07-Mar-2019 05:00 PM,19-Mar-2019 05:00 PM,NA ,NA ,07-Mar-2019 05:00 PM,19-Mar-2019 05:00 PM,27-Mar-2019 10:30 AM,A/R and M/O Pipliwala Kiratpur Fatehpur road km 0/0 to 2/400 SH Providing and laying 900 mm dia RCC NP2 pipe along the road RHS from RD 1/300 to 1/500,A/R and M/O Pipliwala Kiratpur Fatehpur road km 0/0 to 2/400 SH Providing and laying 900 mm dia RCC NP2 pipe along the road RHS from RD 1/300 to 1/500,As per tender document ,NA ,"5,60,205",Civil Works - Roads,NA ,Tender,90.0,90.0,PWD Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,AOC,1.0,118816.0,Basti Ram,18-Mar-2019 09:11 PM,Rejected-Finance,L3,04-Jun-2019 12:27 PM,Technical,Summary,Ajay Kumar Sharma,26-Mar-2019 05:01 PM,technical_40387.pdf,PWD,2019_PWD_28217_1,CB/Tender2018-19 13847-13896 dt 26.02.2019,A/R and M/O Pipliwala Kiratpur Fatehpur road km 0/0 to 2/400 SH Providing and laying 900 mm dia RCC NP2 pipe along the road RHS from RD 1/300 to 1/500,Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,26-Mar-2019 05:03 PM,27-Mar-2019 10:30 AM,techsummary_40387.pdf (865.99 KB),AOC
,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,AOC,2.0,118993.0,DINESH KUMAR GUPTA,18-Mar-2019 10:42 PM,Accepted-AOC,L1,04-Jun-2019 12:28 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,AOC,3.0,119012.0,FAREED HASHMI,19-Mar-2019 10:21 AM,Rejected-Finance,L4,04-Jun-2019 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,AOC,4.0,117882.0,Gurmeet Singh,10-Mar-2019 04:40 PM,Rejected-Finance,L2,04-Jun-2019 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy List of machinery tools and plants as per schedule-F Sr. No.6.19 Refer clause No 18 alo,AOC,5.0,119000.0,Nazar Ali,19-Mar-2019 08:04 AM,Rejected-Finance,L5,04-Jun-2019 12:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
