Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-II,Irrigation and Public Health,HP",2018_HPIPH_21207_1,IPH/Tender/2017-18-2736-2836 dt 18-05-18,Construction of 12 Nos Twell in Village Loharli III Kuthera Jaswalan I Kuthera Jaswalan II Badehra Rajputan Guglehar I Guglehar I Jadla I and Mawa Sindhian I in Tehsil Amb Ghanari Distt Una HP,1.0,85827.0,Nirbhay Singh Jaswal,INR,"2,380,434",Executive Engineer,Internal,Supdt HDM Sr DAO Executive Engineer,Arvind Sood,03-Jun-2019 04:13 PM,finsummary_29944.pdf (30.64 KB),EE No 2 Una,Internal,"HDM, Suptd, DAO",Arvind Sood,12-Jun-2018 03:27 PM,12-Jun-2018 03:30 PM,techsummary_29944.pdf (56.62 KB),1.0,85840.0,Dalvinder Singh,07-Jun-2018 11:04 AM,Rejected-AOC,5,03-Jun-2019 04:19 PM,03-Jun-2019,"INR 2,380,434",180.0,Arvind Sood,03-Jun-2019 04:19 PM,Letter30.pdf (65.00 KB),-,Finance,Summary,Rajesh Kumar Kanunugo,12-Jun-2018 04:12 PM,finance_29944.pdf,BOQ Comparative Chart,Technical,Summery,Arvind Sood,12-Jun-2018 03:25 PM,technical_29944.pdf,AOC,"44,465",Yes,fixed,,Executive Engineer,IPH Division No II Una,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-II,Irrigation and Public Health,HP",IPH/Tender/2017-18-2736-2836 dt 18-05-18,2018_HPIPH_21207_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of 12 Nos Twell in Village Loharli III Kuthera Jaswalan I Kuthera Jaswalan II Badehra Rajputan Guglehar I Guglehar I Jadla I and Mawa Sindhian I in Tehsil Amb Ghanari Distt Una HP,Providing and Laying of Rising Main Supply and Errection of Pumping Machinery Providing and Laying of distribution system and Construction of Civil Work for Twell at Guglehar I,Please refer Tender documents. ,NA ,"24,64,252",Civil Works,NA ,Tender,120.0,180.0,Una,174303.0,NA ,NA ,NA ,IPH Division No II Una,No ,No,Executive Engineer,IPH Division No II Una,1.0,Fee/PreQual/Technical,.pdf,Earnest money or EMD exemption certificate if exempted and affidavit of non exhaustion in case of ex,1.0,DD - Demand Draft,400.0,Executive Engineer,IPH Division No II Una,No,18-May-2018 05:00 PM,08-Jun-2018 11:30 AM,18-May-2018 05:05 PM,07-Jun-2018 05:00 PM,18-May-2018 05:05 PM ,07-Jun-2018 05:00 PM ,18-May-2018 05:05 PM,07-Jun-2018 05:00 PM,12-Jun-2018 03:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,85755.0,Davinder Kumar,07-Jun-2018 01:58 PM,Rejected-AOC,8,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copies of Cost of Tender Form in the shape of Demand Draft,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,85796.0,Dinesh Kumar,06-Jun-2018 03:17 PM,Rejected-AOC,4,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned certificate of Registration in IPH Deptt in appropriate class and latest renewal thereof,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,85871.0,GREWALSUBMERSIBLE AND ELECTRICAL SERVICE,07-Jun-2018 02:28 PM,Rejected-AOC,9,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest Income Tax certificate thereof,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,85879.0,M/s Thakur Constructions,07-Jun-2018 04:21 PM,Rejected-AOC,7,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar types of work done certificates,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6.0,85827.0,Nirbhay Singh Jaswal,07-Jun-2018 02:23 PM,Accepted-AOC,L1,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7.0,85830.0,Om Parkash Govt Contrator,07-Jun-2018 02:00 PM,Rejected-AOC,2,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of GST,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8.0,85851.0,SG Engineers and Consultants,07-Jun-2018 01:09 PM,Rejected-AOC,6,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding does not have more than two incomplete work of similar nature,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9.0,85843.0,Sushant Puri,07-Jun-2018 12:14 PM,Rejected-AOC,3,03-Jun-2019 04:19 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Curve Chart,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Schedule of Bill of Quantity,,,,,,,,,,,,,,,,AOC
