S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,DD - Demand Draft,PWD,PWD Civil-8845-65-Tanda,2019_PWD_26098_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,Executive Engineer HPPWD Division,Tanda at Nagrota Bagwan,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in Shape of DD as per SBD,Periodic maintenance of Masal to Pramar Basti road Km 0/000 to 2/000 under Annual Maintenance Plan for the year 2019-20 (HP0408VR00171) in Distt. Kangra (H.P.),"Providing and laying 20mm thick premix carpet and seal coat laying with mixall complete in Km 0/000 to 1/000, 1/000 to 2/000",Please refer Tender documents. ,NA ,"11,16,392",Civil Works - Roads,NA ,Rate Contract,120.0,90.0,TANDA,176002.0,NA ,NA ,NA ,EE Tanda at Nagrota Bagwan,No ,No,"22,330",No,fixed,,Executive Engineer HPPWD Division,Tanda at Nagrota Bagwan,Executive Engineer,Executive Engineer Tanda at Nagrota Bagwan,22-Jan-2019 05:00 PM,07-Feb-2019 11:30 AM,22-Jan-2019 05:00 PM,06-Feb-2019 05:00 PM,NA ,NA ,22-Jan-2019 05:00 PM,06-Feb-2019 05:00 PM,21-Feb-2019 02:00 PM,AOC,1.0,111266.0,ANIT KUMAR SHARMA,06-Feb-2019 04:32 PM,Rejected-Technical,Not fulfill criteria,21-Feb-2019 11:54 AM,Technical,Sum,Suresh Kumar Walia,21-Feb-2019 11:52 AM,technical_36785.pdf,Finance,Sum,Suresh Kumar Walia,22-Feb-2019 10:47 AM,finance_36785.pdf,BOQ Comparative Chart,1.0,110299.0,Rahul,INR,"1,633,275",PWD,2019_PWD_26098_4,PWD Civil-8845-65-Tanda,Periodic maintenance of Masal to Pramar Basti road Km 0/000 to 2/000 under Annual Maintenance Plan for the year 2019-20 (HP0408VR00171) in Distt. Kangra (H.P.),Dr Suresh Kumar Walia,Internal,JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Vijay Sharma HDM,Suresh Kumar Walia,21-Feb-2019 11:54 AM,21-Feb-2019 02:00 PM,techsummary_36785.pdf (645.95 KB),Dr Suresh Kumar Walia,Internal,JN Sharma AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Vijay Sharma HDM,Suresh Kumar Walia,22-Feb-2019 10:49 AM,finsummary_36785.pdf (645.95 KB),20-Jun-2019,"INR 1,633,275",90.0,Suresh Kumar Walia,21-Jun-2019 11:11 AM,Award.pdf.pdf.pdf (837.00 KB),Award,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,110881.0,Atul Rana,05-Feb-2019 02:47 PM,Rejected-AOC,L2,21-Jun-2019 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,110748.0,Puneet Khosla,05-Feb-2019 07:56 AM,Rejected-AOC,L3,21-Jun-2019 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,110299.0,Rahul,05-Feb-2019 08:44 AM,Accepted-AOC,L1,21-Jun-2019 11:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,111023.0,Rohit,06-Feb-2019 12:32 PM,Rejected-Technical,Not fulfill criteria,21-Feb-2019 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,110435.0,VIRENDER PRASHAD SHARMA,03-Feb-2019 03:04 PM,Rejected-Technical,Not fulfill criteria,21-Feb-2019 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking no arbitration/litigation with PWD in pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit true information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
