Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",PWD,Job 1 Construction of 13.75 mtr. Span RCC T- Beam,2019_PWD_28356_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"74,300",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Job 1 Construction of 13.75 mtr. Span RCC T- Beam Bridge over Bhaloh Khad at km. 1-300 on link road Bhaloh to Bhalola Takka Dathwara Abadi Jigran in Distt. Una HP Sub Head C.O 13.75 mtr. RCC T- Beam Bridge at km. 1-300, C.O Retaining wall, Guide Bund","Job 1 Construction of 13.75 mtr. Span RCC T- Beam Bridge over Bhaloh Khad at km. 1-300 on link road Bhaloh to Bhalola Takka Dathwara Abadi Jigran in Distt. Una HP Sub Head C.O 13.75 mtr. RCC T- Beam Bridge at km. 1-300, C.O Retaining wall, Guide Bund",Please refer to Bidding Documents ,NA ,"44,51,665",Civil Works - Bridges,NA ,Tender,120.0,365.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,"2,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,11-Mar-2019 10:00 AM,20-Mar-2019 11:00 AM,11-Mar-2019 10:30 AM,19-Mar-2019 05:00 PM,NA ,NA ,11-Mar-2019 10:30 AM,19-Mar-2019 05:00 PM,29-Mar-2019 10:30 AM,AOC,Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,30-Mar-2019 03:18 PM,finance_40675.pdf,BOQ Comparative Chart,1.0,119057.0,Amandeep Singh,INR,"6,065,571",1.0,119057.0,Amandeep Singh,19-Mar-2019 02:51 PM,Accepted-AOC,ok,03-Jun-2019 01:22 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,26-Mar-2019 06:35 PM,technical_40675.pdf,PWD,2019_PWD_28356_1,Job 1 Construction of 13.75 mtr. Span RCC T- Beam,"Job 1 Construction of 13.75 mtr. Span RCC T- Beam Bridge over Bhaloh Khad at km. 1-300 on link road Bhaloh to Bhalola Takka Dathwara Abadi Jigran in Distt. Una HP Sub Head C.O 13.75 mtr. RCC T- Beam Bridge at km. 1-300, C.O Retaining wall, Guide Bund",Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,26-Mar-2019 07:02 PM,29-Mar-2019 10:30 AM,techsummary_40675.pdf (752.11 KB),Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,30-Mar-2019 03:44 PM,finsummary_40675.pdf (720.17 KB),27-May-2019,"INR 4,451,666",365.0,Bhupinder Singh,03-Jun-2019 01:22 PM,Awardletter.PDF (2791.00 KB),Awardletter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,119088.0,harish sharma,19-Mar-2019 03:58 PM,Rejected-AOC,ok,03-Jun-2019 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
