S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SS - Small Savings Instrument,Providing Flood Protection works from Harsour Head Works to Jhanijiani in Saryali Khad Tehsil Barsar Distt. Hamirpur SH C O wire creates embankment from RD 330 to 640,Providing Flood Protection works from Harsour Head Works to Jhanijiani in Saryali Khad Tehsil Barsar Distt. Hamirpur SH C O wire creates embankment from RD 330 to 640,Please refer Tender documents. ,NA ,"49,23,597",Civil Works,NA ,Tender,120.0,365.0,IPH Sub Division Barsar,174305.0,NA ,NA ,NA ,EE IPH Division Barsar,No ,No,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP",No. EE IPH BBR TA E-T FPW 2016-17-18601-18,2018_HPIPH_19536_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,800.0,EE IPH Division Barsar,EE IPH Division Barsar,Yes,"81,354",Yes,fixed,,EE IPH Division Barsar,EE IPH Division Barsar,1.0,Fee/PreQual/Technical,.pdf,Certificate of registration with IPH Department in appropriate class and latest renewal thereof.,Executive Engineer IPH Division Barsar,Executive Engineer IPH Division Barsar Tehsil Barsar Distt. Hamirpur,13-Feb-2018 01:00 PM,28-Feb-2018 11:30 AM,13-Feb-2018 01:00 PM,27-Feb-2018 04:00 PM,13-Feb-2018 01:00 PM ,13-Feb-2018 01:00 PM ,13-Feb-2018 01:00 PM,27-Feb-2018 04:00 PM,16-Mar-2018 12:20 PM,AOC,EE IPH Division Barsar,Internal,Sushil Kumar Sr. Assistt. Supdt. Gr-II HDM IPH Division barsar,Jitender Kumar,11-Jun-2019 03:04 PM,finsummary_27361.pdf (79.62 KB),"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Barsar,Irrigation and Public Health,HP",2018_HPIPH_19536_1,No. EE IPH BBR TA E-T FPW 2016-17-18601-18,Providing Flood Protection works from Harsour Head Works to Jhanijiani in Saryali Khad Tehsil Barsar Distt. Hamirpur SH C O wire creates embankment from RD 330 to 640,1.0,77550.0,M/s.Pawan Kumar Sharma,INR,"8,217,084.39",EEIPH Division Barsar,Internal,Sh.Sushil Kumar Sr. Asstt. Supdtt/ Gr-II HDM IPH division Barsar,Rajender Kumar Khawla,16-Mar-2018 12:15 PM,16-Mar-2018 12:20 PM,techsummary_27361.pdf (79.96 KB),1.0,77736.0,Ajay Kumar,27-Feb-2018 03:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Mar-2018 12:12 PM,14-Jun-2019,"INR 4,923",365.0,Jitender Kumar,14-Jun-2019 01:06 PM,AOCf.pdf (37.00 KB),AOC,Finance,SFTA,Rajender Kumar Khawla,16-Mar-2018 01:32 PM,finance_27361.pdf,BOQ Comparative Chart,Technical,BOS,Rajender Kumar Khawla,16-Mar-2018 12:12 PM,technical_27361.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money amounting to Rs.81354.00 only plugged in favour of EE IPH Division,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,77608.0,Naresh Kumar,INR,"6,227,978",,,,,,,,2.0,77627.0,Ajay Kumar Govt. Contractor,27-Feb-2018 12:10 PM,Accepted-AOC,Accepted as L 3,14-Jun-2019 01:06 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The cost of tender form demand draft in favour of E E IPH Divin. Barsar amounting to Rs. 800.00,,,,,,,,,,,,AOC,,,,,,,,,,,3.0,77627.0,Ajay Kumar Govt. Contractor,INR,"6,912,090.99",,,,,,,,3.0,77707.0,Moti lal kapila,26-Feb-2018 07:22 PM,Accepted-AOC,Accepted as L5,14-Jun-2019 01:06 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax and GST registration No. and clearances certificate thereof,,,,,,,,,,,,AOC,,,,,,,,,,,4.0,77707.0,Moti lal kapila,INR,"8,367,656.4",,,,,,,,4.0,77550.0,M/s.Pawan Kumar Sharma,26-Feb-2018 07:16 PM,Accepted-AOC,Accepted as L4,14-Jun-2019 01:06 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The list of the works of executed by the intending contractor firm along with performance certificat,,,,,,,,,,,,AOC,,,,,,,,,,,5.0,77740.0,Shashank Jagota Govt. Contractor,INR,"6,644,494.92",,,,,,,,5.0,77608.0,Naresh Kumar,27-Feb-2018 02:42 PM,Accepted-AOC,Work Awarded to the lowest one,14-Jun-2019 01:06 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A scanned copy of undertaking that I have carefully studied all the terms and conditions of the NIT,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6.0,77740.0,Shashank Jagota Govt. Contractor,27-Feb-2018 12:18 PM,Accepted-AOC,Accepted as L2,14-Jun-2019 01:06 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF registration No.,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The contractor shall supply a list of works executed by him alongwith the equipments available with,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ where contractor will quote his offer for each item,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average AT of 3 C F years 2014-15 2015-16 2016-17 30 Percentage of the E cost duly authen CA,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
