Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,"Periodical maintenance on Chamu Nallah to Thaltu road VR-057 Sub Head- Providing and laying 25mm bituminous concrete, V-shaped drain in Km. 1/0 to 3/0)","Periodical maintenance on Chamu Nallah to Thaltu road VR-057 Sub Head- Providing and laying 25mm bituminous concrete, V-shaped drain in Km. 1/0 to 3/0)",Please refer Tender documents. ,NA ,"16,72,855",Civil Works,NA ,Tender,60.0,365.0,KARSOG,175011.0,NA ,NA ,NA ,KARSOG,No ,No,15-Feb-2019 09:00 AM,21-Feb-2019 10:00 AM,15-Feb-2019 09:00 AM,20-Feb-2019 05:00 PM,NA ,NA ,15-Feb-2019 09:00 AM,20-Feb-2019 05:00 PM,01-Mar-2019 03:40 PM,"1,000",EE KARSOH,KARSOG,No,EE KARSOG,KARSOG,"31,000",No,fixed,,EE Dodrakawar,Rohru/Dodrakawar,1.0,SS - Small Savings Instrument,PWD,PW-KSG-E-TEER/2018-1912726-31,2019_PWD_27361_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,113903.0,PUNEET GOVT CONT,INR,"2,151,371",Finance,ATTACHED,Maan Singh,01-Mar-2019 04:01 PM,finance_38970.pdf,BOQ Comparative Chart,1.0,113903.0,PUNEET GOVT CONT,20-Feb-2019 04:01 PM,Accepted-AOC,OK,14-Jun-2019 05:44 PM,Technical,ATTAC,Maan Singh,01-Mar-2019 03:33 PM,technical_38970.pdf,MAAN SINGH,Internal,,Maan Singh,01-Mar-2019 03:34 PM,01-Mar-2019 03:40 PM,techsummary_38970.pdf (248.21 KB),PWD,2019_PWD_27361_1,PW-KSG-E-TEER/2018-1912726-31,"Periodical maintenance on Chamu Nallah to Thaltu road VR-057 Sub Head- Providing and laying 25mm bituminous concrete, V-shaped drain in Km. 1/0 to 3/0)",01-Jun-2019,"INR 2,151,371",365.0,Maan Singh,14-Jun-2019 05:44 PM,27361.PDF (295.00 KB),"Periodical maintenance on Chamu Nallah to Thaltu road VR-057 Sub Head- Providing and laying 25mm bituminous concrete, V-shaped drain in Km. 1/0 to 3/0)",MAAN SINGH,Internal,ALL,Maan Singh,23-Apr-2019 07:42 PM,finsummary_38970.pdf (261.72 KB),AOC
,,.pdf,EMD Indicated In Schedule F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,113876.0,SURESH SHARMA GOVT CONTRACTOR,20-Feb-2019 02:45 PM,Rejected-Finance,OK,23-Apr-2019 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Regarding No Relative Working in PWD Department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Detail Litigation Cases.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done as per Genral Rule 19 and 28.2b similar nature of Work and Working In Hand Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Machinery Performa of Schedules Sr No 6.19 Refere Clause No 18 with ownership proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor Registration Copy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
