Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Executive Engineer Sunder Nagar Division HPPWD,Executive Engineer Sunder Nagar Division HPPWD,PWD,PW-SNR-CB-E-TGR/18-16417-23 dt 10-12-18,2018_PWD_25551_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"46,000",No,fixed,,EE Sundernagar,Sundernagar,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,"1,500",EE Sundernagar,Sundernagar,No,Construction of Additional Accommodation for Govt High School building at Beena Tehsil Sundernagar District Mandi HP under RMSA,SH C/o Ground Floor and First Floor including WS and SI,As per tender documents. ,NA ,"25,34,518",Civil Works - Buildings,NA ,Tender,120.0,365.0,Sunder nagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,24-Dec-2018 09:00 AM,05-Jan-2019 11:00 AM,24-Dec-2018 10:00 AM,04-Jan-2019 06:00 PM,24-Dec-2018 10:00 AM ,04-Jan-2019 05:00 PM ,24-Dec-2018 10:00 AM,04-Jan-2019 06:00 PM,08-Jan-2019 02:10 PM,AOC,PWD,2018_PWD_25551_1,PW-SNR-CB-E-TGR/18-16417-23 dt 10-12-18,Construction of Additional Accommodation for Govt High School building at Beena Tehsil Sundernagar District Mandi HP under RMSA,D.R.Chauhan Executive Engineer,Internal,N.R. Chandel A.E. Suket Sushil Kumar DAO Gr-I ParveshSharma Supdt Dinesh Sen HDM,Devi Ram Chauhan,08-Jan-2019 01:28 PM,08-Jan-2019 02:10 PM,techsummary_35800.pdf (239.04 KB),SE 1st Circle Mandi,Internal,EE SNR EE (D) 1st Circle CHD 1st Circle Mandi Supdt Works 1st Circle,Naresh Raj Chandel,23-May-2019 12:01 PM,finsummary_35800.pdf (5307.58 KB),03-Jun-2019,"INR 3,194,528.75",365.0,Naresh Raj Chandel,03-Jun-2019 01:05 PM,AOCBeena.pdf (3085.00 KB),AOC issued after negotiation.,1.0,106562.0,Hukam Chand,04-Jan-2019 02:04 PM,Rejected-AOC,Not found lowest,03-Jun-2019 01:05 PM,Technical,BOS,Devi Ram Chauhan,07-Jan-2019 10:24 AM,technical_35800.pdf,1.0,106498.0,LEKH RAJ,INR,"3,151,005",Finance,Financial Bid Opening Summary,Devi Ram Chauhan,10-Jan-2019 05:07 PM,finance_35800.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,106498.0,LEKH RAJ,03-Jan-2019 10:18 PM,Accepted-AOC,Being Lowest,03-Jun-2019 01:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,106581.0,Narender Kumar,04-Jan-2019 03:22 PM,Rejected-AOC,Not found lowest,03-Jun-2019 01:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,106456.0,PAWAN KUMAR,03-Jan-2019 07:39 PM,Rejected-AOC,Not found lowest,03-Jun-2019 01:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration/ affidavit as per clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
