Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Mising Autonomous Council,2017_WPTBC_2937_1,MAC/eTender/266/2017-18/A2,Supply of Hand Tube Well,"CEC, MAC",Internal,Committee details have been uploaded,BirenSingh Narah,27-Aug-2017 06:07 PM,28-Aug-2017 09:00 AM,techsummary_4647.pdf (267.61 KB),1,16356,Bajaj Steel,22-Aug-2017 02:49 PM,Rejected-Technical,Insufficient_documents,27-Aug-2017 06:07 PM,Finance,Technical bid has been opened in presence of the tender committee,BirenSingh Narah,27-Dec-2018 12:53 PM,finance_4647.pdf,BOQ Comparative Chart,Technical,"After thorough scrutiny by the Tender Committee, the submitted Cost of Bid and EMD by the bidders, the minutes of the technical bid opening is uploaded",BirenSingh Narah,26-Aug-2017 04:43 PM,technical_4647.pdf,"CEC,MAC",Internal,committee member has been uploaded,BirenSingh Narah,27-Dec-2018 04:42 PM,finsummary_4647.pdf (71.70 KB),27-Dec-2018,INR 1.53E+7,45.0,BirenSingh Narah,27-Dec-2018 06:09 PM,HTW.pdf (12966.00 KB),"As per decision of the Tender Committee, AOC has been uploaded",1.0,16275.0,M S Nutech Commercial,INR,15146600.0,AOC,1.0,Fee/PreQual/Technical,.pdf,Tender_Fee,"3,06,000",Yes,percentage,2.0%,"Principal Secretary, MAC",Gogamukh,Supply of Hand Tube Well,Supply of Hand Tube Well with all accessories,Please refer Tender documents. ,NA ,"1,53,00,000",Supply of Materials,NA ,Tender,90.0,45.0,"O/o the Principal Secretary, MAC, Gogamukh",787034.0,"MAC, Gogamukh ","O/o of the Principal Secretary, MAC, Gogamukh ",21-Aug-2017 12:00 PM ,"MAC, Gogamukh",No ,No,1.0,Extension of time schedule,Date,,1.0,DD - Demand Draft,Principal Secretary,"O/o of the Principal Secretary, MAC, Gogamukh",Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Mising Autonomous Council,MAC/eTender/266/2017-18/A2,2017_WPTBC_2937_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,10-Aug-2017 10:00 AM,23-Aug-2017 10:00 AM,10-Aug-2017 12:00 PM,22-Aug-2017 03:00 PM,NA ,NA ,10-Aug-2017 12:00 PM,22-Aug-2017 03:00 PM,28-Aug-2017 09:00 AM,"1,000","Principal Secretary, MAC",Gogamukh,Yes,AOC
,,,,,,,,,,,2,16346,B.I SALES CORPORATION,22-Aug-2017 02:24 PM,Rejected-Technical,Insufficient_documents,27-Aug-2017 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Modification of item schedule of NIT value,Technical Bid,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,3,16291,Dip Kumar Doley,22-Aug-2017 12:48 AM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical_Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,4,16267,KRISHNA ENTERPRISE,22-Aug-2017 09:57 AM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Bidding_Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,5,16354,Manikanta Pait,22-Aug-2017 02:59 PM,Rejected-Technical,No valid draft,27-Aug-2017 06:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,6,16323,Monuj Deori,22-Aug-2017 01:06 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,7,16335,M/S AGH CONSTRUCTIONS,22-Aug-2017 01:33 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,8,16256,Ms A R Associates,22-Aug-2017 02:14 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,9,16200,M/s. Ashirvad Associates,21-Aug-2017 03:05 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,10,16243,M/s D.P. Enterprise,22-Aug-2017 08:57 AM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,11,16208,M/S HAZARIKA ENTERPRISE,20-Aug-2017 07:28 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,12,16269,M/S. K.C. AGENCIES,22-Aug-2017 01:16 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,13,16019,M/S NORTHERN GASES,21-Aug-2017 08:42 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,14,16275,M S Nutech Commercial,22-Aug-2017 12:27 PM,Accepted-AOC,AOC has been awarded to Nutecth Commercials,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,15,16355,M/S PRAGATI INFRATECH,22-Aug-2017 02:55 PM,Rejected-AOC,not qualified,27-Dec-2018 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
