Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"1,000","E E Dhansiri Project Division(I),Canal I Udalguri",Udalguri,No,1.0,Additional Terms and Conditions,Other,,Construction of Field Channel and Installation of MDTW Scheme with 8 K.W. Solar power by 7.5 H.P. Submersible pump set,"Installation of 8.0 KW off grid Solar Photovoltaic Power Plant for energizing the 7.5HP submersible pump set Construction of base pillar, Earth work, Brick work , C.C. and RCC work etc.",Please refer to tender document. ,NA ,"1,21,35,200",Civil Works,NA ,Tender,180.0,180.0,"Udalgur, Bhairabkunda",781009.0,NA ,NA ,NA ,"Office of the CMD, LACADA, Chandmari, Ghy-3",No ,No,"2,42,704",Yes,percentage,2.0%,"E E Dhansiri Project Division(I),Canal I Udalguri",Udalguri,CMD_LACADA,"Irrigation Deptt., Chandmari, Guwahati-3",23-Jul-2018 01:30 PM,14-Aug-2018 03:00 PM,23-Jul-2018 02:00 PM,14-Aug-2018 02:00 PM,NA ,NA ,23-Jul-2018 02:00 PM,14-Aug-2018 02:00 PM,06-Sep-2018 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,EMD and Tender fee,Irrigation Department,NIT_NO_CMD_CAD_LA_T_7_2016_68,2018_ID_7963_19,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,03-Nov-2018,INR 1.092168E+7,180.0,Ram Pravesh Chauhan,02-Nov-2018 07:33 PM,AOC.pdf (637.00 KB),Works are awarded as per efficiency/credentials.,1,39848,Anju Deka,14-Aug-2018 12:18 AM,Rejected-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,B Malakar,Internal,H K MILI C M DAS P DEKA D SAIKIA R GOGOI N SARKAR,Ram Pravesh Chauhan,02-Nov-2018 07:07 PM,finsummary_12067.pdf (613.16 KB),1.0,39633.0,M/S BIMOL NARZARI,INR,1000000.0,B Malakar,Internal,P Deka D Saikia H K Mili C M Das N Sarkar,Ram Pravesh Chauhan,06-Sep-2018 12:47 PM,06-Sep-2018 03:00 PM,techsummary_12067.pdf (1195.84 KB),Technical,Technical BID Evaluation has been done,Ram Pravesh Chauhan,06-Sep-2018 12:44 PM,technical_12067.pdf,Finance,Financial bid has been opened,Ram Pravesh Chauhan,02-Nov-2018 06:12 PM,finance_12067.pdf,BOQ Comparative Chart,Irrigation Department,2018_ID_7963_19,NIT_NO_CMD_CAD_LA_T_7_2016_68,Construction of Field Channel and Installation of MDTW Scheme with 8 K.W. Solar power by 7.5 H.P. Submersible pump set,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tech. qualification,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,AOC,,,,,,,,2,39669,BRAJEN DAS,12-Aug-2018 12:05 AM,Rejected-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,2.0,39697.0,Pankaj Boro,INR,3500000.0,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID documents,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,39813,Dinesh Basumatary,14-Aug-2018 10:20 AM,Rejected-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,3.0,39880.0,ROHIT CHANDRA RABHA,INR,1400000.0,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,39903,HARIKINKAR ADHIKARY,14-Aug-2018 01:01 PM,Accepted-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,4.0,39903.0,HARIKINKAR ADHIKARY,INR,5000000.0,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,39902,Innus Ali,14-Aug-2018 12:56 PM,Rejected-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,39521,JOYGA RAM BAGLARY,11-Aug-2018 09:37 PM,Rejected-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,39915,MAINAO DAIMARI,14-Aug-2018 01:17 PM,Rejected-Technical,Tender fee and EMD are not submitted,06-Sep-2018 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,39633,M/S BIMOL NARZARI,11-Aug-2018 02:06 PM,Accepted-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,39823,M/S TANI TAKAR ENTERPRISE,13-Aug-2018 10:44 PM,Rejected-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,39697,Pankaj Boro,14-Aug-2018 11:21 AM,Accepted-AOC,Works are awarded as per credential report of the bidder such as experience of works/total monitory value/annual turnover etc.,02-Nov-2018 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
