Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL/Proj/Civil/FII/BW/2018/439,2018_ICD_7473_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of Boundary Wall,"Construction of Boundary Wall at Boitamari, Bongaigaon",As per Tender documents ,NA ,"2,06,99,228",Civil Works - Others,NA ,Tender,180.0,180.0,"Boitamari, Bongaigaon",783389.0,"APL, Namrup ","Assam Petro-chemicals Limited P.O. Parbatpur, Namrup Dist. Dibrugarh, Pin - 786623, Assam  ",14-Jun-2018 10:00 AM ,"APL, Namrup",No ,No,Managing Director,"Assam Petro-chemicals Limited P.O. Parbatpur, Namrup Dist. Dibrugarh, Pin - 786623, Assam",1.0,Fee/PreQual/Technical,.pdf,EMD and Integrity Pact,1.0,DD - Demand Draft,02-Jun-2018 10:00 AM,28-Jun-2018 03:00 PM,02-Jun-2018 10:00 AM,27-Jun-2018 03:00 PM,NA ,NA ,02-Jun-2018 10:00 AM,27-Jun-2018 03:00 PM,02-Aug-2018 03:00 PM,"4,14,000",Yes,fixed,,Assam Petrochemicals Limited,Namrup,0.0,Nil,Nil,No,AOC,1,37855,BIPUL CH. DAS,27-Jun-2018 02:34 PM,Accepted-AOC,L3 Bidder - 25 percent,10-Nov-2018 01:50 PM,Technical,Prima facie all the 11 bids are found OK and admitted for technical evaluation.,Sachin Khemani,28-Jun-2018 03:43 PM,,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,2018_ICD_7473_1,APL/Proj/Civil/FII/BW/2018/439,Construction of Boundary Wall,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Un-price Bid,2.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,AOC,2,37514,Biren Deka,27-Jun-2018 11:58 AM,Rejected-Finance,L5 BIDDER,10-Nov-2018 01:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Price Bid,,,,,,,,,,,,,,,,,,,,,,AOC,3,37797,Jatindra Nr Das,26-Jun-2018 05:19 PM,Rejected-Finance,L6 BIDDER,10-Nov-2018 01:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,37683,MANI SANKAR BRAHMA,27-Jun-2018 01:44 PM,Rejected-Finance,L8 BIDDER,10-Nov-2018 01:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,37665,M/s. Ashirvad Associates,27-Jun-2018 12:47 PM,Accepted-AOC,L1 Bidder - 50 percent,10-Nov-2018 01:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,37331,M/S R P JALLAN,27-Jun-2018 01:01 PM,Rejected-Technical,Not Qualified,02-Aug-2018 09:35 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,37805,Ritumoni Kalita,27-Jun-2018 12:14 PM,Rejected-Finance,L4 BIDDER,10-Nov-2018 01:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,37530,SABIRAM BASUMATARY,23-Jun-2018 07:09 PM,Rejected-Technical,Not Qualified,02-Aug-2018 09:35 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,37794,SHIW BACHAN SINGH,27-Jun-2018 02:36 PM,Accepted-AOC,L2 Bidder - 25 percent,10-Nov-2018 01:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,37713,Sri Tapan Kr. Saha,26-Jun-2018 01:20 PM,Rejected-Technical,Not Qualified,02-Aug-2018 09:35 AM,,,,,,,,,,AOC
