Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),","28,100",No,fixed,,EE Dehra,Dehra,Periodic Renewal for the year 2018-19 on Jawalamukhi Ram Nagar Road,Providing and Laying 25mm thick Bituminous concrete with paver finisher in Km 11/0 to 12/0 and 16/0 to 17/0).,Please refer to tender documents ,NA ,"14,02,727",Civil Works - Roads,NA ,Tender,120.0,30.0,Dehra,177101.0,NA ,NA ,NA ,EE Division HPPWD Dehra,No ,No,500.0,EE Dehra,Dehra,No,1.0,DD - Demand Draft,01-May-2018 02:00 PM,22-May-2018 11:30 AM,01-May-2018 02:00 PM,21-May-2018 06:00 PM,NA ,NA ,01-May-2018 02:00 PM,21-May-2018 06:00 PM,05-Jun-2018 11:30 AM,Executive Engineer,Dehra Division HPPWD Dehra,PWD,EE Dehra Letter No. 19989-20038 dt 28.03.2018,2018_PWD_20946_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,08-May-2019,"INR 1,402,727",30.0,Hem Raj,08-May-2019 04:46 PM,Award-Jawalamukhi-Ram-Nagar-20946-17.pdf (1132.00 KB),Award letter,1.0,84637.0,aditya rana,INR,"1,486,002",Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Hem Raj,08-May-2019 04:44 PM,finsummary_29617.pdf (389.80 KB),PWD,2018_PWD_20946_17,EE Dehra Letter No. 19989-20038 dt 28.03.2018,Periodic Renewal for the year 2018-19 on Jawalamukhi Ram Nagar Road,Finance,Finanical bid opened on 05.06.2018,Hem Raj,23-Jun-2018 04:18 PM,finance_29617.pdf,BOQ Comparative Chart,Technical,Technical bid opened on 22.05.2018,Hem Raj,04-Jun-2018 06:57 PM,technical_29617.pdf,Er. G. S. Rana EE,Internal,Er. Hem Raj AE to EE Sh. Dalip Jha DAO Sh. Anoop Kumar Supdt Sh. Ravinder Kumar HDM,Hem Raj,04-Jun-2018 07:09 PM,05-Jun-2018 11:30 AM,techsummary_29617.pdf (389.80 KB),1.0,84637.0,aditya rana,20-May-2018 10:40 AM,Accepted-AOC,Being L1,08-May-2019 04:46 PM,AOC
,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,84741.0,Parbhat Singh,21-May-2018 02:42 PM,Rejected-Finance,Being L2,08-May-2019 04:44 PM,AOC
,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Sales Tax/GST Registration (TIN No.)(General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit with declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plants and equipments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
