Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Improvement of black spot on Mandi Rewalsar Kalkhar road Km. 0/0 to 29/0,Improvement of black spot by providing and erecting W metal beam crash barrier at RDs 27/795 to 27/983 and C/O R/wall at RD 27/815 to 27/822.50 Extension of 900 mm dia RCC Hume pipe culvert at RD 28/600 with wing wall,Please refer Tender documents. ,NA ,"7,67,956",Civil Works,NA ,Tender,120.0,91.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",1.0,DD - Demand Draft,350.0,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,PWD,MDII-BLACK SPOT ON MANDI REWALSAR 28/600,2018_PWD_24769_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,21-Nov-2018 05:00 PM,04-Dec-2018 11:30 AM,21-Nov-2018 05:00 PM,04-Dec-2018 10:45 AM,NA ,NA ,21-Nov-2018 05:00 PM,04-Dec-2018 10:45 AM,06-Dec-2018 03:40 PM,"15,360",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,AOC,PWD,2018_PWD_24769_1,MDII-BLACK SPOT ON MANDI REWALSAR 28/600,Improvement of black spot on Mandi Rewalsar Kalkhar road Km. 0/0 to 29/0,ER PRADEEP SINGH,Internal,HDM SUPDT DAO AE TO EE,Pradeep Singh,06-Dec-2018 03:28 PM,06-Dec-2018 03:40 PM,techsummary_34647.pdf (276.75 KB),ER PRADEEP SINGH,Internal,HDM SUPDT DAO AE TO EE,Pradeep Singh,03-Jan-2019 01:12 PM,finsummary_34647.pdf (128.37 KB),02-May-2019,"INR 8,710,065",91.0,Dharminder Kumar Verma,02-May-2019 04:36 PM,24769.pdf (164.00 KB),1.0,102175.0,AKSHAY KUMAR,03-Dec-2018 04:59 PM,Rejected-Technical,NON Responsive,06-Dec-2018 03:28 PM,Technical,Summary,Pradeep Singh,06-Dec-2018 03:14 PM,technical_34647.pdf,Finance,financialsummary,Pradeep Singh,19-Dec-2018 12:10 PM,finance_34647.pdf,BOQ Comparative Chart,1.0,101796.0,TEJ LAL,INR,"8,710,065",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,102179.0,CRC Construction,03-Dec-2018 05:07 PM,Rejected-Technical,NON Responsive,06-Dec-2018 03:28 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,101796.0,TEJ LAL,28-Nov-2018 12:27 PM,Accepted-AOC,1,02-May-2019 04:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST(General Rule No.21),4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,102268.0,Tek Chand,04-Dec-2018 10:24 AM,Rejected-Finance,2,03-Jan-2019 01:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
