Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),PWD,LR Harijan Basti Bhanjal under Bharwain Division,2017_PWD_16429_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"36,400",No,fixed,,EE Bharwain,PNB at Amb,500.0,EE Bharwain,PNB at Amb,Yes,Executive Engineer,Division HPPWD Bharwain,18-May-2017 06:00 PM,24-May-2017 11:30 AM,18-May-2017 06:00 PM,23-May-2017 06:00 PM,NA ,NA ,18-May-2017 06:00 PM,23-May-2017 06:00 PM,05-Jun-2017 12:55 PM,Construction of link road Harijan Basti Bhanjal km 000 to 4000 SH Const 6 meter span RCC slab culvert at RD 2327 under MNP,Construction of link road Harijan Basti Bhanjal km 000 to 4000 SH Const 6 meter span RCC slab culvert at RD 2327 under MNP,Tender Documents ,NA ,"19,25,383",Civil Works,Road ,Tender,120.0,182.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,AOC,Er Bhupinder Singh,Internal,Smt Rani Devi Supdt Gr II Smt Pawana Kumari Supdt GR II Sh Rajinder Kumar HDM Sh Rajesh Kumar Pathak AE,Bhupinder Singh,05-Jun-2017 12:49 PM,05-Jun-2017 12:55 PM,techsummary_22310.pdf (1313.07 KB),PWD,2017_PWD_16429_1,LR Harijan Basti Bhanjal under Bharwain Division,Construction of link road Harijan Basti Bhanjal km 000 to 4000 SH Const 6 meter span RCC slab culvert at RD 2327 under MNP,24-May-2019,"INR 1,925,383",182.0,Harbans Lal Sharma,24-May-2019 02:04 PM,4318dt772017.PDF (776.00 KB),summary attached,Er Bhupinder Singh,Internal,Sh Kishori Lal Sr Asstt Smt Pawan Kumari Supdt PMGSY Sh Rajinder Kumar DHD Sh Rajesh Kumar AE,Bhupinder Singh,20-Jun-2017 03:53 PM,finsummary_22310.pdf (768.20 KB),1.0,60757.0,Narinder Kumar,INR,"1,407,709",Finance,Sh Kishori Lal Sr Asstt Smt Pawan Kumari Supdt PMGSY Sh Rajinder Kumar DHD Sh Rajesh Kumar AE Er Bhupinder Singh Chairman cum EE,Bhupinder Singh,20-Jun-2017 03:42 PM,finance_22310.pdf,BOQ Comparative Chart,1.0,60805.0,Ajmer Singh Govt. Contractor,23-May-2017 05:45 PM,Rejected-AOC,ok,24-May-2019 02:04 PM,Technical,Smt Rani Devi Supdt Gr II Smt Pawana Kumari Supdt GR II Sh Rajinder Kumar HDM Sh Rajesh Kumar Pathak AE ER Bhupinder Singh Chairman cum EE,Bhupinder Singh,05-Jun-2017 12:44 PM,technical_22310.pdf,AOC
,,.pdf,Earnest money as indicated in scheduled F),,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,60750.0,Manu Sharma,22-May-2017 09:56 PM,Rejected-AOC,ok,24-May-2019 02:04 PM,,,,,,AOC
,,.pdf,Sale Tax Registration (General Rule No.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,60757.0,Narinder Kumar,22-May-2017 10:27 PM,Accepted-AOC,ok,24-May-2019 02:04 PM,,,,,,AOC
,,.pdf,Contractors registration (General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,60798.0,Rakesh Lath Govt Contractor,23-May-2017 05:22 PM,Rejected-AOC,ok,24-May-2019 02:04 PM,,,,,,AOC
,,.pdf,Work done certificate and Work in hand certificate General Rule No.19(Shown in scheduled F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,60787.0,VARINDER KUMAR,23-May-2017 04:40 PM,Rejected-AOC,ok,24-May-2019 02:04 PM,,,,,,AOC
,,.pdf,List of machineries Tool plants Indicated in schedule-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of equipments (Indicated in schedule-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit reg. (i) information furnished is correct (ii) as per Bid capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An undertaking that before submission of bid the site been visited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
