Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
23-Oct-2018 05:30 PM,02-Nov-2018 11:00 AM,23-Oct-2018 05:40 PM,02-Nov-2018 09:00 AM,NA ,NA ,23-Oct-2018 05:40 PM,02-Nov-2018 09:00 AM,13-Nov-2018 10:15 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (General rule No. 26.1),1.0,DD - Demand Draft,"5,000",EE Seraj at janjehli,Seraj at janjehli,Yes,EE Janjehli,Executive Engineer Seraj Division HP PWD Janjehli,PWD,No.PW.SRJ.ETender/2018 1508-60 dated 05.09.2018,2018_PWD_24280_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"5,00,000",Yes,fixed,,EE Seraj at janjehli,Seraj at janjehli,"Construction of Bhanthal (Sanarli) Shanker Dehra Raigarh Road Km 0/0 to 14/810 (SH- ROFD including 5/7 mtr Formation cutting, R/wall B/wall C D Work Parapets Drain and M/T 0/0 to 14/810)","Construction of Bhanthal (Sanarli) Shanker Dehra Raigarh Road Km 0/0 to 14/810 (SH- ROFD including 5/7 mtr Formation cutting, R/wall B/wall C D Work Parapets Drain and M/T 0/0 to 14/810)",Please refer Tender documents. ,NA ,"6,17,88,394",Civil Works,NA ,Tender,120.0,730.0,Janjehli,175047.0,NA ,NA ,NA ,EE Janjehli,No ,No,AOC,Er. K K Kaushal,Internal,Sh. Pratap Thakur DHD Sh. Meg Singh Rana Supdt,Krishan Kumar Kaushal,13-Nov-2018 10:13 AM,13-Nov-2018 10:15 AM,techsummary_33919.pdf (222.91 KB),PWD,2018_PWD_24280_1,No.PW.SRJ.ETender/2018 1508-60 dated 05.09.2018,"Construction of Bhanthal (Sanarli) Shanker Dehra Raigarh Road Km 0/0 to 14/810 (SH- ROFD including 5/7 mtr Formation cutting, R/wall B/wall C D Work Parapets Drain and M/T 0/0 to 14/810)",25-May-2019,"INR 61,788,394",730.0,Manoj Kumar Sehgal,25-May-2019 05:51 PM,Awardletter.pdf (355.00 KB),Award letter,Er. K.K. Kaushal,Internal,DHD Supdt,Manoj Kumar Sehgal,25-May-2019 05:43 PM,finsummary_33919.pdf (187.46 KB),1.0,98582.0,Rajesh Thakur,INR,"7,402",Finance,proceeding,Manoj Kumar Sehgal,25-May-2019 05:40 PM,finance_33919.pdf,BOQ Comparative Chart,1.0,99265.0,ajay pathania,01-Nov-2018 08:55 PM,Rejected-AOC,fifth lowest,25-May-2019 05:51 PM,Technical,Summary,Krishan Kumar Kaushal,13-Nov-2018 10:06 AM,technical_33919.pdf,AOC
,,,,,,,,,,,.pdf,Earnest Money (General rule No. 26.2),2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,99116.0,Ishwar Singh Rathour,01-Nov-2018 09:40 PM,Rejected-AOC,third lowest,25-May-2019 05:51 PM,,,,,,AOC
,,,,,,,,,,,.pdf,Contractor registration (General rule No. 26.3),3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,99238.0,P K Construction Shimla Pvt Ltd,01-Nov-2018 05:27 PM,Rejected-AOC,fourth lowest,25-May-2019 05:51 PM,,,,,,AOC
,,,,,,,,,,,.pdf,GST registration (General rule No. 26.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,99270.0,PURAN SHARMA GOVT CONT,01-Nov-2018 09:09 PM,Rejected-AOC,second lowest,25-May-2019 05:51 PM,,,,,,AOC
,,,,,,,,,,,.pdf,Work done and work in hand certificate(General rule 26.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,98582.0,Rajesh Thakur,01-Nov-2018 01:01 PM,Accepted-AOC,first lowest,25-May-2019 05:51 PM,,,,,,AOC
,,,,,,,,,,,.pdf,List of machinery tool plant (General rule 26.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Employees Provident Fund and Miscellaneous Provision Act 1952 (General rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Report of Charted Accountant (General rule No.28.2 a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Minimum work done condition (General rule No. 28.2 b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
