Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",PWD,Job 8 Periodical maintenance of link road Panjaw,2019_PWD_27796_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),23-Feb-2019 04:00 PM,02-Mar-2019 11:00 AM,23-Feb-2019 04:30 PM,01-Mar-2019 05:00 PM,NA ,NA ,23-Feb-2019 04:30 PM,01-Mar-2019 05:00 PM,06-Mar-2019 04:00 PM,"30,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,Job 8 Periodical maintenance of link road Panjawar Bathri road to Samnal Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-810 VR002953101 and 102 Under PMGSY,Job 8 Periodical maintenance of link road Panjawar Bathri road to Samnal Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-810 VR002953101 and 102 Under PMGSY,Please refer to Bidding Documents ,NA ,"14,97,507",Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC,1.0,116644.0,ISHAN THAKUR,INR,"1,747,059",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,11-Mar-2019 03:35 PM,finance_39691.pdf,BOQ Comparative Chart,1.0,116644.0,ISHAN THAKUR,01-Mar-2019 04:32 PM,Accepted-AOC,ok,07-May-2019 07:23 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,06-Mar-2019 01:05 PM,technical_39691.pdf,PWD,2019_PWD_27796_1,Job 8 Periodical maintenance of link road Panjaw,Job 8 Periodical maintenance of link road Panjawar Bathri road to Samnal Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-810 VR002953101 and 102 Under PMGSY,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,06-Mar-2019 02:50 PM,06-Mar-2019 04:00 PM,techsummary_39691.pdf (718.91 KB),Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,11-Mar-2019 06:53 PM,finsummary_39691.pdf (578.96 KB),06-May-2019,"INR 1,497,507",30.0,Bhupinder Singh,07-May-2019 07:23 PM,Awardletter.PDF (1446.00 KB),Awardletter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
