Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,Periodical maintenance of link road Jogipanga Balh Chaproah Busal road VR046 SH Providing and laying 25mm thick bituminous concrete including profile correction in Km 2500 to 500,Periodical maintenance of link road Jogipanga Balh Chaproah Busal road VR046 SH Providing and laying 25mm thick bituminous concrete including profile correction in Km 2500 to 500,Please refer Tender documents. ,NA ,"17,72,750",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,"34,100",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,PWD,PWBGNCBTender/2018-19-16118-42 dt.14.01.2019,2019_PWD_27174_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,12-Feb-2019 12:00 PM,18-Feb-2019 11:30 AM,12-Feb-2019 01:00 PM,18-Feb-2019 10:00 AM,NA ,NA ,12-Feb-2019 01:00 PM,18-Feb-2019 10:00 AM,02-Mar-2019 04:00 PM,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC,PWD,2019_PWD_27174_1,PWBGNCBTender/2018-19-16118-42 dt.14.01.2019,Periodical maintenance of link road Jogipanga Balh Chaproah Busal road VR046 SH Providing and laying 25mm thick bituminous concrete including profile correction in Km 2500 to 500,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,02-Mar-2019 02:22 PM,02-Mar-2019 04:00 PM,techsummary_38675.pdf (99.42 KB),EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,22-May-2019 11:36 AM,finsummary_38675.pdf (215.33 KB),22-May-2019,"INR 1,772,750",30.0,Ram Saroop Kalia,22-May-2019 11:38 AM,27174.pdf (215.00 KB),Award letter,1.0,113159.0,Harpal Singh,INR,"1,982,400",Finance,bidopeningsummary,Ram Saroop Kalia,22-May-2019 11:33 AM,None,BOQ Comparative Chart,1.0,113159.0,Harpal Singh,16-Feb-2019 01:35 PM,Accepted-AOC,Acceptd due to L-1,22-May-2019 11:38 AM,Technical,bidopeningsummary,Ram Saroop Kalia,02-Mar-2019 02:21 PM,None,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
