Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
C/O Link road to Village Hanoh via Co-Operative Society Km 0/ to 7/0,"C/o 900mm diahume pipe culvert at RD0/420 , Solid cause wayat RD 0/250 and R/wall at various RDs and drain in km 0/150 to 0/250)",Please refer Tender documents. ,NA ,"16,22,495",Civil Works - Roads,NA ,Tender,120.0,90.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,07-Feb-2019 10:30 AM,21-Feb-2019 10:30 AM,07-Feb-2019 10:30 AM,20-Feb-2019 10:30 AM,NA ,NA ,07-Feb-2019 10:30 AM,20-Feb-2019 10:30 AM,22-Feb-2019 11:00 AM,PWD,C/O Link road to Village Hanoh,2019_PWD_26840_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"31,900",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,500.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,1.0,DD - Demand Draft,AOC,1.0,113451.0,Manish Chauhan,INR,"2,238,101",Finance,fin bid,Anil Kumar Sharma,22-Feb-2019 03:13 PM,finance_38203.pdf,BOQ Comparative Chart,1.0,111848.0,ashok Thakur,19-Feb-2019 09:54 AM,Rejected-Finance,L 2,10-Apr-2019 09:57 PM,Technical,Bid Opening Summary,Anil Kumar Sharma,21-Feb-2019 12:36 PM,technical_38203.pdf,PWD,2019_PWD_26840_1,C/O Link road to Village Hanoh,C/O Link road to Village Hanoh via Co-Operative Society Km 0/ to 7/0,EE,Internal,supdt HDM DAO,Anil Kumar Sharma,21-Feb-2019 06:09 PM,22-Feb-2019 11:00 AM,techsummary_38203.pdf (428.89 KB),EE,Internal,supdt HDM DAO,Pramod Kashyap,10-Apr-2019 09:57 PM,finsummary_38203.pdf (138.05 KB),27-May-2019,"INR 1,622,495",90.0,Pramod Kashyap,27-May-2019 02:58 PM,hanoh.pdf (717.00 KB),C/O Link road to Village Hanoh via Co-Operative Society Km 0/ to 7/0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,113451.0,Manish Chauhan,19-Feb-2019 02:59 PM,Accepted-AOC,L 1,27-May-2019 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,AOC,,,,,,,,,,,,3.0,113262.0,vishal govt contractor,17-Feb-2019 05:31 PM,Rejected-Technical,Non Responsive,21-Feb-2019 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , EPF No. and Labour Licence, Pan Card",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
