Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,A/R a M/O P.W.D. Rest House at Patlander,2019_PWD_26008_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"14,000",No,fixed,,EE Hamirpur,EE Hamirpur,EE Hamirpur,Executive Engineer HPPWD Hamirpur,17-Jan-2019 09:00 AM,24-Jan-2019 11:00 AM,17-Jan-2019 09:00 AM,24-Jan-2019 10:30 AM,NA ,NA ,17-Jan-2019 09:00 AM,24-Jan-2019 10:30 AM,05-Feb-2019 11:00 AM,A/R and M/O P.W.D. Rest House at Patlander tehsil Sujanpur,Distt. Hamirpur H.P. SH Demolition of old C.G.I. sheet roofing and old rooms ceiling and providing and fixing prepainted sheet roofing and ceiling,Please refer Tender documents. ,NA ,"6,53,593",Civil Works - Buildings,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,350.0,EE Hamirpur,EE Hamirpur,No,1.0,Corrigendum,Technical Bid,,1.0,DD - Demand Draft,AOC,PWD,2019_PWD_26008_1,A/R a M/O P.W.D. Rest House at Patlander,A/R and M/O P.W.D. Rest House at Patlander tehsil Sujanpur,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,03-Feb-2019 01:08 PM,05-Feb-2019 11:00 AM,techsummary_36602.pdf (1576.71 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,14-Apr-2019 11:04 AM,finsummary_36602.pdf (509.07 KB),30-May-2019,"INR 701,835",60.0,Vivek Sharma,30-May-2019 05:41 PM,26008F.pdf (829.00 KB),Award,Finance,Attached,Dev Raj,14-Apr-2019 06:23 AM,finance_36602.pdf,BOQ Comparative Chart,1.0,109100.0,Pankaj Thakur,INR,"715,785",1.0,108958.0,ASHWANI KUMAR GOVT. CONTRACTOR,22-Jan-2019 05:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Feb-2019 09:38 PM,Technical,Attached,Vivek Sharma,02-Feb-2019 09:38 PM,technical_36602.pdf,AOC
,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,109176.0,BISHAV SHAMA,24-Jan-2019 10:03 AM,Rejected-AOC,l2,30-May-2019 05:41 PM,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,109171.0,Daljeet Singh Govt. Cont.,24-Jan-2019 09:41 AM,Rejected-Technical,Rejected,03-Feb-2019 01:08 PM,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,109100.0,Pankaj Thakur,23-Jan-2019 05:37 PM,Accepted-AOC,l1,30-May-2019 05:41 PM,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,108974.0,saurab katoch,23-Jan-2019 09:15 PM,Rejected-AOC,l5,30-May-2019 05:41 PM,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,108946.0,SURESH THAKUR GOV CONT,23-Jan-2019 08:57 PM,Rejected-AOC,l4,30-May-2019 05:41 PM,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,109163.0,varun gupta,24-Jan-2019 09:46 AM,Rejected-Technical,Rejected,03-Feb-2019 01:08 PM,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,109130.0,VIKAS KHAJURIA GOVT CONT,23-Jan-2019 07:19 PM,Rejected-AOC,l3,30-May-2019 05:41 PM,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,109142.0,VIVEK GUPTA,23-Jan-2019 09:19 PM,Rejected-Technical,Rejected,03-Feb-2019 01:08 PM,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
