Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Periodic Renewal on Jawalamukhi Dehra Jawali Raja Ka Talab Road for the year 2018-19,Providing and Laying 25mm thick Bituminous concrete with paver finisher in Km 1/0 to 2/0).,Please refer to tender documents ,NA ,"16,09,641",Civil Works - Roads,NA ,Tender,120.0,30.0,Dehra,177101.0,NA ,NA ,NA ,EE Division HPPWD Dehra,No ,No,500.0,EE Dehra,Dehra,No,Executive Engineer,Dehra Division HPPWD Dehra,PWD,EE Dehra Letter No. 19989-20038 dt 28.03.2018,2018_PWD_20946_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"31,700",No,fixed,,EE Dehra,Dehra,01-May-2018 02:00 PM,22-May-2018 11:30 AM,01-May-2018 02:00 PM,21-May-2018 06:00 PM,NA ,NA ,01-May-2018 02:00 PM,21-May-2018 06:00 PM,05-Jun-2018 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",1.0,DD - Demand Draft,AOC,1.0,84626.0,Parbhat Singh,INR,"1,576,575",Finance,Finanical bid opened on 05.06.2018,Hem Raj,23-Jun-2018 04:31 PM,finance_29601.pdf,BOQ Comparative Chart,1.0,84754.0,Davinder kumar,21-May-2018 03:41 PM,Rejected-Finance,Being L5,08-May-2019 07:07 PM,Technical,Technical bid opened on 22.05.2018,Hem Raj,04-Jun-2018 06:47 PM,technical_29601.pdf,PWD,2018_PWD_20946_2,EE Dehra Letter No. 19989-20038 dt 28.03.2018,Periodic Renewal on Jawalamukhi Dehra Jawali Raja Ka Talab Road for the year 2018-19,"Er, G. S. Rana EE",Internal,Er. Hem Raj AE to EE Sh. Dalip Jha DAO Sh. Anoop Kumar Supdt Sh. Ravinder Kumar HDM,Hem Raj,04-Jun-2018 07:53 PM,05-Jun-2018 11:30 AM,techsummary_29601.pdf (1350.18 KB),Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Hem Raj,08-May-2019 07:07 PM,finsummary_29601.pdf (1350.18 KB),08-May-2019,"INR 1,609,641",30.0,Hem Raj,08-May-2019 07:09 PM,Award-Jawalamukhi-Dehra-Jawali-20946-2.pdf (1137.00 KB),Award Letter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,84705.0,Ms R.K. Mahajan,21-May-2018 02:44 PM,Rejected-Finance,Being L6,08-May-2019 07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,AOC,,,,,,,,,,,,3.0,84626.0,Parbhat Singh,20-May-2018 10:13 AM,Accepted-AOC,Being L1,08-May-2019 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax/GST Registration (TIN No.)(General Rule No.21),,,AOC,,,,,,,,,,,,4.0,84718.0,rajat thakur govt contractor,21-May-2018 03:11 PM,Rejected-Finance,Being L2,08-May-2019 07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,AOC,,,,,,,,,,,,5.0,84576.0,VB CONST CO,20-May-2018 11:58 AM,Rejected-Finance,Being L4,08-May-2019 07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with declaration that he has not more than two works in hand,,,AOC,,,,,,,,,,,,6.0,84617.0,VIRENDER PRASHAD SHARMA,19-May-2018 06:33 PM,Rejected-Finance,Being L3,08-May-2019 07:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipments",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
