Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,22-May-2019 11:06 AM,finsummary_37894.pdf (219.26 KB),22-May-2019,"INR 3,479,025",60.0,Ram Saroop Kalia,22-May-2019 11:10 AM,26678.pdf (219.00 KB),Award letter,PWD,2019_PWD_26678_1,PW/BGN/CB/T-I/2018-19-16118-42 dt 14.01.2019,Periodical maintenance of Link road Boul to Talehra Sanhal Jogipanga Talehra Sanhal road VR044 SH Providing and laying 25mm thick bituminous concrete including profile correction in Km 000 to 200 and 40 to 50 Jogipanga to Tanda road VR045 SH Providin,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,14-Feb-2019 08:42 PM,16-Feb-2019 11:00 AM,techsummary_37894.pdf (91.10 KB),Technical,technicalevaluationsummary,Ram Saroop Kalia,14-Feb-2019 08:41 PM,technical_37894.pdf,1.0,111984.0,Raj Kumar,11-Feb-2019 03:58 PM,Accepted-AOC,Accept due to L-1,22-May-2019 11:10 AM,1.0,111984.0,Raj Kumar,INR,"3,890,466",Finance,Bid opening summary,Ram Saroop Kalia,22-May-2019 11:03 AM,None,BOQ Comparative Chart,AOC,1.0,DD - Demand Draft,Periodical maintenance of Link road Boul to Talehra Sanhal Jogipanga Talehra Sanhal road VR044 SH Providing and laying 25mm thick bituminous concrete including profile correction in Km 000 to 200 and 40 to 50 Jogipanga to Tanda road VR045 SH Providin,Periodical maintenance of Link road Boul to Talehra Sanhal Jogipanga Talehra Sanhal road VR044 SH Providing and laying 25mm thick bituminous concrete including profile correction in Km 000 to 200 and 40 to 50 Jogipanga to Tanda road VR045 SH Providin,Please refer Tender documents. ,NA ,"35,53,596",Civil Works - Roads,NA ,Tender,120.0,60.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,"59,700",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,Corrigendum,Fee,,04-Feb-2019 05:00 PM,12-Feb-2019 11:30 AM,04-Feb-2019 05:00 PM,11-Feb-2019 05:00 PM,NA ,NA ,04-Feb-2019 05:00 PM,11-Feb-2019 05:00 PM,16-Feb-2019 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),PWD,PW/BGN/CB/T-I/2018-19-16118-42 dt 14.01.2019,2019_PWD_26678_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,"1,500",Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,AOC
