Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
SE,Internal,,Keshav Ram Kulvi,01-Feb-2019 12:49 PM,01-Feb-2019 01:00 PM,techsummary_34601.pdf (5543.62 KB),1,102128,Jyoti Trading Company,03-Dec-2018 02:40 PM,Rejected-Finance,L4,30-May-2019 02:47 PM,Finance,Ritesh Kaistha Kaistha found L1 Contractor,Keshav Ram Kulvi,30-May-2019 02:39 PM,finance_34601.pdf,BOQ Comparative Chart,Technical,Summary,Keshav Ram Kulvi,01-Feb-2019 12:40 PM,technical_34601.pdf,30-May-2019,"INR 1,732,592",120.0,Keshav Ram Kulvi,30-May-2019 02:50 PM,AOCRITESHLABEQUIPMENTS.pdf (336.00 KB),"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP",2018_HPIPH_24731_1,12735_12834,Up gradation of existing STPs of Kullu Town,1.0,102542.0,RITESH KAISTHA,INR,"1,732,592",Executive Engineer,Internal,,Keshav Ram Kulvi,30-May-2019 02:47 PM,finsummary_34601.pdf (335.90 KB),AOC,1.0,DD - Demand Draft,400.0,Executive Engineer,IPH Division No I Kullu,No,"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP",12735_12834,2018_HPIPH_24731_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money,20-Nov-2018 05:00 PM,06-Dec-2018 11:30 AM,21-Nov-2018 10:00 AM,05-Dec-2018 05:00 PM,NA ,NA ,21-Nov-2018 10:00 AM,05-Dec-2018 05:00 PM,01-Feb-2019 01:00 PM,Up gradation of existing STPs of Kullu Town,"SH Providing and supplying of lab equipments, glass wares and other items for setting up of three No of laboratories with modern technology",Please refer Tender documents. ,NA ,"28,86,992",Laboratory and scientific equipment,NA ,Tender,120.0,120.0,Kullu,175101.0,NA ,NA ,NA ,IPH Division No I Kullu,No ,No,Executive Engineer,IPH Division No I Kullu,"50,800",Yes,fixed,,Executive Engineer,IPH Division No I Kullu,AOC
,,,,,,,2,102173,Lalit Thakur,03-Dec-2018 05:09 PM,Rejected-Finance,L3,30-May-2019 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,102583,Mohar Singh Thakur,05-Dec-2018 03:39 PM,Rejected-Finance,L6,30-May-2019 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,102552,North Land Enterprises,05-Dec-2018 02:09 PM,Rejected-Finance,L2,30-May-2019 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN GST latest Income tax return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,101748,Popular Science Apparatus Workshops Pvt. Ltd,28-Nov-2018 01:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Feb-2019 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copies of technical specifications of each equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,102572,RANVIR SINGH,05-Dec-2018 03:01 PM,Rejected-Finance,L5,30-May-2019 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,102542,RITESH KAISTHA,05-Dec-2018 04:41 PM,Accepted-AOC,l1,30-May-2019 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,102603,Robin Thakur,05-Dec-2018 04:13 PM,Rejected-Finance,L7,30-May-2019 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,102494,subhash chand govt cont,05-Dec-2018 11:00 AM,Rejected-Finance,L8,30-May-2019 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,102141,Tek Chand,03-Dec-2018 04:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Feb-2019 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
