S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,DD - Demand Draft,07-Mar-2019 04:30 PM,22-Mar-2019 10:30 AM,07-Mar-2019 04:30 PM,20-Mar-2019 10:30 AM,NA ,NA ,07-Mar-2019 04:30 PM,20-Mar-2019 10:30 AM,25-Mar-2019 11:00 AM,PWD,C/O and M/T on link road from Jiyana to Sukrala,2019_PWD_28280_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,500.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,C/O and M/T on link road from Jiyana to Sukrala(Jiyana) km 0/0 to 0/67 (G.P Panyali),"Formation cutting 5/7 mtrs wide road in Km 0/0 to 0/610 , R/walls at various RDs , P/L C.D at RD 0/150 , 0/255 and P/L soling in Km 0/0 to 0/610 ) Under OTMNP Head)",Please refer Tender documents. ,NA ,"14,28,715",Civil Works - Roads,NA ,Tender,120.0,90.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,"28,600",Yes,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,AOC,PWD,2019_PWD_28280_1,C/O and M/T on link road from Jiyana to Sukrala,C/O and M/T on link road from Jiyana to Sukrala(Jiyana) km 0/0 to 0/67 (G.P Panyali),Executive Engineer,Internal,Supdt HDM DAO,Pramod Kashyap,23-Mar-2019 03:21 PM,25-Mar-2019 11:00 AM,techsummary_40486.pdf (736.53 KB),EE,Internal,supdt HDM DAO,Pramod Kashyap,10-Apr-2019 10:59 PM,finsummary_40486.pdf (178.06 KB),28-May-2019,"INR 1,353,272",90.0,Pramod Kashyap,28-May-2019 05:18 PM,jiyana.pdf (429.00 KB),C/O and M/T on link road from Jiyana to Sukrala(Jiyana) km 0/0 to 0/67 (G.P Panyali),1.0,119119.0,AJAY KUMAR,INR,"1,525,333",Finance,fin bid,Pramod Kashyap,25-Mar-2019 12:46 PM,finance_40486.pdf,BOQ Comparative Chart,1.0,119119.0,AJAY KUMAR,19-Mar-2019 06:14 PM,Accepted-AOC,L 1,28-May-2019 05:18 PM,Technical,techfin,Anil Kumar Sharma,22-Mar-2019 03:40 PM,technical_40486.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,119032.0,AJINDER THAKUR,20-Mar-2019 07:48 AM,Rejected-Finance,L 2,10-Apr-2019 10:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,119040.0,ANKUSH SHARMA GOVT CONTRACTOR,19-Mar-2019 01:19 PM,Rejected-Finance,L 5,10-Apr-2019 10:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,119177.0,BRAHAM DASS SHARMA,20-Mar-2019 12:12 AM,Rejected-Finance,L 3,10-Apr-2019 10:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , EPF No. and Labour Licence, Pan Card",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,118729.0,KAMAL PATHANIA GOVT.CONTRACTOR,19-Mar-2019 09:37 PM,Rejected-Technical,Non Responsive,23-Mar-2019 03:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,118977.0,RAJESH KUMAR GOVT CONT.,19-Mar-2019 02:35 PM,Rejected-Finance,L 4,10-Apr-2019 10:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,118720.0,V.V. CONSTRUCTION CO.,19-Mar-2019 08:11 PM,Rejected-Technical,Non Responsive,23-Mar-2019 03:21 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
