Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,EE Bharwain,PNB at Amb,Yes,Executive Engineer,Division HPPWD Bharwain,06-Jun-2017 06:00 PM,13-Jun-2017 11:30 AM,06-Jun-2017 06:00 PM,12-Jun-2017 06:00 PM,NA ,NA ,06-Jun-2017 06:00 PM,12-Jun-2017 06:00 PM,28-Jun-2017 01:20 PM,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),Periodical Renewal coat paver on link road to village Dangoh Khas SH Providing and laying 20mm thick premix carpet and seal coat in km 0000 to 2000 VR0029 under PMGSY,Periodical Renewal coat paver on link road to village Dangoh Khas SH Providing and laying 20mm thick premix carpet and seal coat in km 0000 to 2000 VR0029 under PMGSY,Tender documents ,NA ,"11,79,723",Civil Works,Road ,Tender,120.0,30.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,PWD,PRC Dangoh under Bharwain Division,2017_PWD_16721_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"23,600",Yes,fixed,,EE Bharwain,PNB at Amb,AOC,1.0,61759.0,M/s Bhagwati Construction Co.,INR,"1,374,836",Finance,Smt Rani Devi supdt Gr II Smt Pawan Kumari Sh Rajinder Kumar DHD Sh Rajesh Kumar Pathak AE ER Bhupinder Singh Chairmain cum EE,Bhupinder Singh,14-Jul-2017 12:13 PM,finance_22717.pdf,BOQ Comparative Chart,1.0,61759.0,M/s Bhagwati Construction Co.,12-Jun-2017 01:14 PM,Accepted-AOC,L-1,24-May-2019 02:18 PM,Technical,Smt Rani Devi Supdt GrII Smt Pawan Kumari Supdt PMGSY Sh Rajinder Kumar DHD Sh Rajesh Kumar Pathak AE ER Bhupinder Singh Dehal Chairman cum EE,Baldev Singh,28-Jun-2017 12:07 PM,technical_22717.pdf,PWD,2017_PWD_16721_1,PRC Dangoh under Bharwain Division,Periodical Renewal coat paver on link road to village Dangoh Khas SH Providing and laying 20mm thick premix carpet and seal coat in km 0000 to 2000 VR0029 under PMGSY,Er Bhupinder Singh,Internal,Smt Rani Devi Supdt Gr II Smt Pawan Kumari Supdt PMGSY Sh Rajinder Kumar DHD Sh Rajesh Kumar Pathak AE ER Bhupinder Singh Chairman cum EE,Bhupinder Singh,28-Jun-2017 01:18 PM,28-Jun-2017 01:20 PM,techsummary_22717.pdf (1179.96 KB),Er. Bhupinder Singh,Internal,summary attached,Harbans Lal Sharma,23-May-2019 02:53 PM,finsummary_22717.pdf (906.55 KB),24-May-2019,"INR 1,179,723",30.0,Harbans Lal Sharma,24-May-2019 02:18 PM,8617dt7102017.PDF (749.00 KB),Award latted 8617-25 dated 7-10-2017,AOC
,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money as indicated in scheduled F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,61760.0,VB CONST CO,12-Jun-2017 02:07 PM,Rejected-AOC,L-2,24-May-2019 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Sale Tax Registration (General Rule No.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration (General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and Work in hand certificate General Rule No.19(Shown in scheduled F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,List of machineries Tool plants Indicated in schedule-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,List of equipments (Indicated in schedule-F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. (i) information furnished is correct (ii) as per Bid capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,An undertaking that before submission of bid the site been visited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
