Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
PWD,AMP 2019-2020 of Rural roads under Hamirpur,2019_PWD_27068_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,09-Feb-2019 09:00 AM,18-Feb-2019 11:30 AM,09-Feb-2019 09:00 AM,18-Feb-2019 10:30 AM,NA ,NA ,09-Feb-2019 09:00 AM,18-Feb-2019 10:30 AM,22-Feb-2019 03:30 PM,EE Hamirpur,Executive Engineer HPPWD Hamirpur,"2,000",EE Hamirpur,EE Hamirpur,No,AMP for the year 2019-2020 of Rural roads under Hamirpur Sub-Division,AMP on Ghori to Baddu road Km 3/0 to 5/0 and 7/0 to 8/0 VR-024 2 link road to vill Darbeli road 1/0 to 2/0 VR-0513 link road to vill Kuthera Buhla Km 2/0 to 3/0 VR- 058 4. on Maniana to Khothi road Km 3/0 to 4/0 5 vill Krust Km 4/0 to 5/0,Please refer Tender documents. ,NA ,"55,25,676",Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"88,100",No,fixed,,EE Hamirpur,EE Hamirpur,1.0,DD - Demand Draft,AOC,EEHamirpur,Internal,SupdtSrDAOAEtoEEHDM,Dev Raj,21-Feb-2019 08:12 PM,22-Feb-2019 03:30 PM,techsummary_38544.pdf (1017.78 KB),PWD,2019_PWD_27068_1,AMP 2019-2020 of Rural roads under Hamirpur,AMP for the year 2019-2020 of Rural roads under Hamirpur Sub-Division,30-May-2019,"INR 6,732,606",30.0,Vivek Sharma,30-May-2019 07:25 PM,27068F.pdf (1490.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,27-May-2019 11:16 AM,finsummary_38544.pdf (750.12 KB),1.0,113036.0,ASHISH SHARMA,15-Feb-2019 04:12 PM,Accepted-AOC,l1,30-May-2019 07:25 PM,Technical,Attached,Dev Raj,21-Feb-2019 07:11 PM,technical_38544.pdf,1.0,113036.0,ASHISH SHARMA,INR,"7,239,181",Finance,Attached,Vivek Sharma,25-May-2019 03:11 PM,finance_38544.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD and similar work done 40 Percent,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,113061.0,Praveen Kumar,15-Feb-2019 05:24 PM,Rejected-AOC,l2,30-May-2019 07:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidders are required paver Machine / Mini Hot Plant for execution of work in the radius of 30Km,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
