Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
PWD,2019_PWD_26672_22,23237-277,Periodical maintenance of Link road to from Lambapatt to Asanpat and Khalet to Sidhpur Sarkari road under Rural Road (VR0136),Technical,Summary,Vijay Kumar Verma,02-Mar-2019 12:43 PM,technical_38034.pdf,EE Manish Sehgal,Internal,"Er KC Dhiman AE Palampur, Er DS Thakur AE to EE, Sh. Rajesh Sood Sr DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Vijay Kumar Verma,02-Mar-2019 12:45 PM,02-Mar-2019 01:00 PM,techsummary_38034.pdf (1034.29 KB),1.0,111740.0,M/s Kamla Enterprises,10-Feb-2019 11:18 AM,Accepted-AOC,L1,30-May-2019 03:20 PM,Finance,Summary,Manish Sehgal,30-May-2019 03:16 PM,finance_38034.pdf,BOQ Comparative Chart,AOC,Periodical maintenance of Link road to from Lambapatt to Asanpat and Khalet to Sidhpur Sarkari road under Rural Road (VR0136),Providing and laying 25mm thick bitumen concrete with paver finisher in km 2/000 to 3/000,Please refer Tender documents. ,NA ,"6,13,280",Civil Works - Roads,NA ,Tender,120.0,90.0,PALAMPUR,176061.0,NA ,NA ,NA ,PALAMPUR,No ,No,350.0,EE PALAMPUR,PALAMPUR,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender doccument in shape of D.D. as per SBD.,EE PALAMPUR,HPPWD DIVISION PALAMPUR,"12,500",No,fixed,,EE PALAMPUR,PALAMPUR,05-Feb-2019 03:40 PM,12-Feb-2019 11:30 AM,05-Feb-2019 03:45 PM,12-Feb-2019 11:00 AM,NA ,NA ,05-Feb-2019 03:50 PM,12-Feb-2019 11:00 AM,02-Mar-2019 01:00 PM,PWD,23237-277,2019_PWD_26672_22,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,2.0,111763.0,Sanjeev,10-Feb-2019 12:17 PM,Rejected-Finance,L2,30-May-2019 03:18 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money/Bid Security in shape of F.D.R. as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
