Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,DD - Demand Draft,PWD,PW.CHD.CB-E-9/2018 2059-2158 DT.23.05.2018,2018_PWD_21582_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,11-Jun-2018 02:00 PM,20-Jun-2018 11:00 AM,11-Jun-2018 02:00 PM,18-Jun-2018 06:00 PM,NA ,NA ,11-Jun-2018 02:00 PM,18-Jun-2018 06:00 PM,19-Jul-2018 02:00 PM,EE Chopal,HPPWD CHOPAL,"73,000",No,fixed,,EE Chopal,Chopal,"2,000",EE Chopal,Chopal,No,Restoration of rain damages on Nerwa to Tharoch road km 0/0 to 18/0,"SH P/L Correction layer G-III, Bituminous Macadam between km RD. 2/0 to 11/0",Please refer Tender documents. ,NA ,"43,36,743",Civil Works - Roads,NA ,Tender,120.0,60.0,Chopal,171211.0,NA ,NA ,NA ,Chopal,No ,No,AOC,PWD,2018_PWD_21582_1,PW.CHD.CB-E-9/2018 2059-2158 DT.23.05.2018,Restoration of rain damages on Nerwa to Tharoch road km 0/0 to 18/0,Er K S Pal,Internal,EE Suptt Accountant DM tender Clerk,Kamal Singh Pal,19-Jul-2018 01:59 PM,19-Jul-2018 02:00 PM,techsummary_30469.pdf (434.66 KB),Er. Kamal Singh Pal,Internal,,Kamal Singh Pal,03-May-2019 12:39 PM,finsummary_30469.pdf (19.63 KB),03-May-2019,"INR 7,923,115",60.0,Kamal Singh Pal,03-May-2019 12:41 PM,8AA.pdf (364.00 KB),AOC,1.0,86622.0,AIDANT IMPLEMENTATION PRIVATE LIMITED,18-Jun-2018 01:07 PM,Rejected-Technical,Non Responsive,19-Jul-2018 01:59 PM,Technical,Bid Opening Summary,Kamal Singh Pal,19-Jul-2018 01:51 PM,technical_30469.pdf,1.0,86476.0,Uttej Rathour,INR,"7,923,115",Finance,Bid Opening Summary,Kamal Singh Pal,03-May-2019 12:37 PM,finance_30469.pdf,BOQ Comparative Chart,AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,86563.0,Lok Pal Rathour,18-Jun-2018 10:37 AM,Rejected-Finance,L-2,03-May-2019 12:39 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,86476.0,Uttej Rathour,16-Jun-2018 02:33 PM,Accepted-AOC,L-1,03-May-2019 12:41 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
