S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,Restoration of rain damage on Bijhari Dhangota Samtana Ukhli road 0/0 to 12/0,C/O R/wall at RD 6/170 to 6/250,Please refer Tender documents. ,NA ,"10,34,792",Civil Works - Roads,NA ,Tender,120.0,90.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,"20,700",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,500.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,28-Feb-2019 10:30 AM,15-Mar-2019 10:30 AM,28-Feb-2019 10:30 AM,14-Mar-2019 10:30 AM,NA ,NA ,28-Feb-2019 10:30 AM,14-Mar-2019 10:30 AM,25-Mar-2019 11:00 AM,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,PWD,Restoration of rain damage on Bijhari Dhangota,2019_PWD_27934_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_27934_1,Restoration of rain damage on Bijhari Dhangota,Restoration of rain damage on Bijhari Dhangota Samtana Ukhli road 0/0 to 12/0,Executive Engineer,Internal,Supdt HDM DAO,Pramod Kashyap,23-Mar-2019 03:03 PM,25-Mar-2019 11:00 AM,techsummary_39920.pdf (704.92 KB),EE,Internal,supdt HDM FDAO,Pramod Kashyap,10-Apr-2019 10:49 PM,finsummary_39920.pdf (141.24 KB),28-May-2019,"INR 1,034,792",90.0,Pramod Kashyap,28-May-2019 05:32 PM,rrdhangota.pdf (460.00 KB),Restoration of rain damage on Bijhari Dhangota Samtana Ukhli road 0/0 to 12/0,1.0,117598.0,ashok Thakur,14-Mar-2019 10:15 AM,Rejected-AOC,Not Lowest,28-May-2019 05:32 PM,Technical,bid opening summary,Pramod Kashyap,23-Mar-2019 03:00 PM,technical_39920.pdf,Finance,fin bid,Pramod Kashyap,25-Mar-2019 12:32 PM,finance_39920.pdf,BOQ Comparative Chart,1.0,118461.0,devender rana,INR,"977,910",AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,118461.0,devender rana,14-Mar-2019 09:09 AM,Accepted-AOC,L 1,28-May-2019 05:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,118464.0,Divender kumar,14-Mar-2019 10:06 AM,Rejected-Technical,Non Responsive,23-Mar-2019 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,118418.0,kuldeep singh,13-Mar-2019 04:48 PM,Rejected-Technical,Non Responsive,23-Mar-2019 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , EPF No. and Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,118466.0,M/S N.D.ASSOCIATES,14-Mar-2019 10:16 AM,Rejected-AOC,Not Lowest,28-May-2019 05:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,118448.0,Sanjeev Kumar,13-Mar-2019 08:51 PM,Rejected-AOC,Not Lowest,28-May-2019 05:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,117860.0,sunita Devi,12-Mar-2019 05:56 PM,Rejected-AOC,Not Lowest,28-May-2019 05:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,118436.0,vishal govt contractor,14-Mar-2019 10:09 AM,Rejected-AOC,Not Lowest,28-May-2019 05:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
