Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Bid Opening Summary,Kamal Singh Pal,03-May-2019 01:04 PM,finance_36050.pdf,BOQ Comparative Chart,1.0,107322.0,DINESH KUMAR,INR,"1,037,899",Technical,Bid opening Summary,Yogesh Sharma,02-Feb-2019 03:07 PM,technical_36050.pdf,1.0,107566.0,AJAY CHAUHAN,14-Jan-2019 03:19 PM,Rejected-Technical,Non Responsive,11-Feb-2019 04:21 PM,03-May-2019,"INR 1,037,899",180.0,Kamal Singh Pal,03-May-2019 01:07 PM,13AA.pdf (257.00 KB),AOC,Er. Kamal Singh Pal,Internal,,Kamal Singh Pal,03-May-2019 01:06 PM,finsummary_36050.pdf (19.58 KB),Er K S Pal,Internal,EE Suptt HDM Tender clerk,Yogesh Sharma,11-Feb-2019 04:21 PM,11-Feb-2019 04:25 PM,techsummary_36050.pdf (423.96 KB),PWD,2019_PWD_25725_1,PW.CHD.CB-E-9/2018 11807-11906 DT 13.12.18,C/O Sainj Khud to Daksharad road,AOC,1.0,DD - Demand Draft,C/O Sainj Khud to Daksharad road,SH Cutting in earth work between Km. 11/173 to 11/680,Please refer Tender documents. ,NA ,"7,80,882",Civil Works - Roads,NA ,Tender,120.0,180.0,Chopal,171211.0,NA ,NA ,NA ,Chopal,No ,No,PWD,PW.CHD.CB-E-9/2018 11807-11906 DT 13.12.18,2019_PWD_25725_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE Chopal,Chopal,No,"16,000",No,fixed,,EE Chopal,Chopal,EE Chopal,HPPWD CHOPAL,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),03-Jan-2019 02:30 PM,16-Jan-2019 11:00 AM,03-Jan-2019 02:30 PM,14-Jan-2019 05:30 PM,NA ,NA ,03-Jan-2019 02:30 PM,14-Jan-2019 05:30 PM,11-Feb-2019 04:25 PM,AOC
,,,,,,,,,,,,,,,,2.0,107349.0,Baldev Samta,10-Jan-2019 10:30 PM,Rejected-Technical,Non Responsive,11-Feb-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,107322.0,DINESH KUMAR,10-Jan-2019 03:46 PM,Accepted-AOC,L-1,03-May-2019 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,107598.0,HPPWD,14-Jan-2019 04:55 PM,Rejected-Technical,Non Responsive,11-Feb-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,107328.0,HP PWD,10-Jan-2019 04:13 PM,Rejected-Finance,L-2,03-May-2019 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,107545.0,Rai Singh,14-Jan-2019 05:11 PM,Rejected-Technical,Non Responsive,11-Feb-2019 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,AOC
