Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Bid opening Summary,Jeet Singh Thakur,16-Apr-2019 12:21 PM,finance_38048.pdf,BOQ Comparative Chart,1.0,115282.0,Surinder Pal Dhall,INR,"6,553,755",Technical,Bid opening Summary,Jeet Singh Thakur,28-Feb-2019 10:49 AM,technical_38048.pdf,1.0,115206.0,Des Raj and Co.,25-Feb-2019 04:54 PM,Rejected-AOC,L2,21-May-2019 11:14 AM,EE,Internal,Senior Assistant Engineer Superintendent and Assistant Engineer,Jeet Singh Thakur,16-Apr-2019 12:23 PM,finsummary_38048.pdf (113.71 KB),21-May-2019,"INR 5,162,359",90.0,Jeet Singh Thakur,21-May-2019 11:14 AM,2.AOC590.pdf (836.00 KB),Annual Maintenance of Chamba Tissa road Km. 0/0 to 1/0 and 2/0 to 4/0 P/L Bitumenous concrete,PWD,2019_PWD_26774_1,No. PWC-WA-II/Contract/17- 17848-947 21.01.19,Annual Maintenance of Chamba Tissa road Km. 0/0 to 1/0 and 2/0 to 4/0 P/L Bitumenous concrete,Er J.S. Thakur,Internal,Senior Assistant Superintendent and Assistant Engineer,Jeet Singh Thakur,28-Feb-2019 11:39 AM,01-Mar-2019 11:30 AM,techsummary_38048.pdf (428.62 KB),AOC,PWD,No. PWC-WA-II/Contract/17- 17848-947 21.01.19,2019_PWD_26774_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Annual Maintenance of Chamba Tissa road Km. 0/0 to 1/0 and 2/0 to 4/0 P/L Bitumenous concrete,Annual Maintenance of Chamba Tissa road Km. 0/0 to 1/0 and 2/0 to 4/0 P/L Bitumenous concrete,Please refer Tender documents. ,NA ,"51,62,359",Civil Works,NA ,Tender,60.0,90.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamb",No ,No,1.0,DD - Demand Draft,08-Feb-2019 06:30 PM,26-Feb-2019 11:30 AM,08-Feb-2019 06:30 PM,25-Feb-2019 05:00 PM,NA ,NA ,08-Feb-2019 06:30 PM,25-Feb-2019 05:00 PM,01-Mar-2019 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),1.0,Change of tender date,Date,,"Executive Engineer, Chamba Division HPPWD Chamb","Executive Engineer, Chamba Division HPPWD Chamba","84,150",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamb",Chamba,"2,000","Executive Engineer, Chamba Division HPPWD Chamb",Chamba,Yes,AOC
,,,,,,,,,,,,,,,,2.0,115282.0,Surinder Pal Dhall,25-Feb-2019 04:54 PM,Accepted-AOC,L1,21-May-2019 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),2.0,Corrigendum,Other,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience as per clause 28.2 b of general and direction and as per schedule F.,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Hot Mix Plant and own Paver Finisher, as per Form-8 Schedule F with reference to clause 18",,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
