Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
PWD,PW-SNR-CB-E-Te.G.R./16-1963-69 dt. 09-05-2017,2017_PWD_16544_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,E.E. Sunder Nagar Division HPPWD,O/O Executive Engineer Sunder Nagar Division HPPWD,26-May-2017 10:00 AM,05-Jun-2017 11:00 AM,26-May-2017 11:00 AM,05-Jun-2017 10:00 AM,26-May-2017 11:00 AM ,03-Jun-2017 05:00 PM ,26-May-2017 11:00 AM,05-Jun-2017 10:00 AM,08-Jun-2017 02:00 PM,Annual Surfacing on Sunder Nagar Sai road,SH Providing and Laying 25mm thick bituminous concrete including profile correction in KM 0/0 to 2/0,As per tender documents. ,NA ,"14,26,768",Civil Works,NA ,Tender,120.0,60.0,Sunder Nagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,350.0,E.E. Sunder Nagar Division HPPWD,In Sunder Nagar Division HPPWD,No,"29,000",No,fixed,,E.E. Sunder Nagar Division HPPWD,In Sunder Nagar Division HPPWD,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,1.0,DD - Demand Draft,AOC,1.0,61469.0,Anoop kumar,04-Jun-2017 07:57 PM,Accepted-AOC,lowest,22-May-2019 05:12 PM,Technical,BidOpeningSummarySunderNagarSaiRoad,Virender Singh Guleria,08-Jun-2017 12:24 PM,technical_22453.pdf,Finance,Summary,Pradeep Singh,13-Apr-2018 11:46 AM,finance_22453.pdf,BOQ Comparative Chart,Er Virender Singh Guleria,Internal,Er Virender Singh Guleria Chairmen Sh Chaman Singh Member Sh Sushil Kumar Member Sh Dinesh Kumar Member Sh Bhupesh Sharma Member,Virender Singh Guleria,08-Jun-2017 01:00 PM,08-Jun-2017 02:00 PM,techsummary_22453.pdf (391.17 KB),PWD,2017_PWD_16544_1,PW-SNR-CB-E-Te.G.R./16-1963-69 dt. 09-05-2017,Annual Surfacing on Sunder Nagar Sai road,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,2.0,FDR - Fixed Deposit,AOC,2.0,61315.0,"Prem Lal, govt. Contractor",01-Jun-2017 12:00 PM,Rejected-Technical,Non-Responsive,08-Jun-2017 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,AOC,3.0,61448.0,S.A ASSOCIATE,04-Jun-2017 10:57 AM,Rejected-AOC,Not found lowesr,22-May-2019 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales tax registration general rules No. 21,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
