S.No,Category,Sub Category,Sub Category Description,Format/File,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.2,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,06-Nov-2018 10:00 AM,19-Nov-2018 11:30 AM,06-Nov-2018 10:00 AM,19-Nov-2018 10:00 AM,NA ,NA ,06-Nov-2018 10:00 AM,19-Nov-2018 10:00 AM,30-Nov-2018 11:00 AM,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER INDICATED IN SCHEDULE F,PWD,PW/MED/TA /NIT/e-notice/18-19-6402-07 dt 22.10.18,2018_PWD_24419_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,500",Executive Engineer Electrical Division HPPWD Mand,Mandi HP,No,1.0,Corrigendum,Date,,Construction of Government Degree College Building at Lad Bharol District Mandi HP SH Providing EI therein,Construction of Government Degree College Building at Lad Bharol District Mandi HP SH Providing EI therein,Please refer to bid document ,NA ,"33,19,953",Electrical Works,NA ,Tender,120.0,365.0,Lad bharol,175016.0,NA ,NA ,NA ,Electrical Division HPPWD Mandi H.P,No ,No,Executive Engineer Electrical Division HPPWD Mand,Executive Engineer Electrical Division HPPWD Mandi,"57,300",No,fixed,,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,AOC,1.0,100278.0,DHARMENDER SINGH,18-Nov-2018 01:56 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:44 AM,Technical,Technical bid summary,Dalip singh Patial,30-Nov-2018 10:34 AM,technical_34142.pdf,Finance,Financial bid summary,Dalip singh Patial,01-Dec-2018 11:47 AM,finance_34142.pdf,BOQ Comparative Chart,1.0,100170.0,JAMWAL ELECTRICAL WORKS,INR,"3,910,369",Er Sanjay Kumar SE,Internal,Er B S Gora EE Er D S Patial EE Er Pradeep Kumar EO Sh Jeet Ram Supdt,Dalip singh Patial,30-Nov-2018 10:44 AM,30-Nov-2018 11:00 AM,techsummary_34142.pdf (989.95 KB),PWD,2018_PWD_24419_1,PW/MED/TA /NIT/e-notice/18-19-6402-07 dt 22.10.18,Construction of Government Degree College Building at Lad Bharol District Mandi HP SH Providing EI therein,28-May-2019,"INR 3,910,369",365.0,Dalip singh Patial,30-May-2019 11:05 AM,AOC.pdf (683.00 KB),work awarded to L1 contractor Ms Jamwal Electrical works,Er Dalip singh Patial EE,Internal,Sh Ram Singh Head Draughtsman Sh Yadvinder Kumar Sr Asstt Sh Manish Kumar Clerk,Dalip singh Patial,01-Dec-2018 03:20 PM,finsummary_34142.pdf (338.16 KB),AOC
2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,100577.0,Digvijay Sharma,18-Nov-2018 04:12 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION in appropriate Class A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,100170.0,JAMWAL ELECTRICAL WORKS,18-Nov-2018 12:05 PM,Accepted-AOC,work awarded being L1 contractor,30-May-2019 11:05 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Valid Electrical license REFER GENERAL RULES NO 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,100154.0,KUMAR ELECTRONICS CO.,14-Nov-2018 06:14 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,PERMANENT ACCOUNT NUMBER (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,100638.0,LAL SINGH CONTRACTOR,18-Nov-2018 01:06 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,GST REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,100693.0,M/s Ravindra Electrical,18-Nov-2018 08:37 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,100489.0,SHARMA ELECTRICAL CO.,16-Nov-2018 08:21 PM,Rejected-Technical,bid not qualified,30-Nov-2018 10:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,100252.0,UNITED ENGINEEER AND CONTRACTOR,18-Nov-2018 12:22 PM,Rejected-Finance,rejected being L2,01-Dec-2018 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
